,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,created_at,label
11250,11250,14125,14125,14125,parent time,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"@Liz_McKechnie @_SmallestThings Parents only, one at a time",2020-04-01 12:00:29+00:00,None
11251,11251,36093,36093,36093,someone balance april holiday advice please,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@lastminute_com can someone please get back to me. Due to pay final balance on 10th April but I doubt the holiday will be going ahead so can I have some advice please.,2020-04-01 12:11:09+00:00,None
11252,11252,56169,56169,56169,tweet,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8464541989467598,False,I needed this tweet @PUNCLauraC https://t.co/4FSeqHO2f1,2020-04-01 12:14:07+00:00,None
11253,11253,33298,33298,33298,hope holohan hospital test tomorrow,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2300152184319442,False,Amazing man - hope he feels better soon Dr Tony Holohan in hospital for tests unrelated to coronavirus - expected to be released tomorrow https://t.co/6IMUJJPxpd,2020-04-01 12:37:37+00:00,None
11254,11254,97819,97819,97819,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.7394733108794254,True,@HelenSGidley Thank you 😘,2020-04-01 12:44:17+00:00,Life
11255,11255,97818,97818,97818,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@GillianB1912 Thank you,2020-04-01 12:44:25+00:00,Life
11256,11256,91963,91963,91963,expert hospital staffing doctor,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8751701902774983,False,Experts predict American hospital staffing will “spiral” as doctors fall ill to coronavirus — Vox https://t.co/uA9QWThUV8,2020-04-01 12:50:06+00:00,None
11257,11257,40525,40525,40525,thankyo,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,False,@amyworrell79 Thankyo hon,2020-04-01 12:55:50+00:00,Life
11258,11258,91962,91962,91962,coast guard cruise ship board people cruise time ship company sail,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9149725140339215,False,"Coast Guard: Cruise ships must stay at sea with sick on board - WESH2. People this is why you stay away from cruises during this time. Cruise ship companies, this is why you stop all sails. https://t.co/9yehqLFEo8",2020-04-01 13:19:38+00:00,None
11259,11259,93427,93427,93427,wooooo hooooo,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Wooooo hooooo not that we m posh lol https://t.co/v4WzvjQFtq,2020-04-01 13:39:20+00:00,None
11260,11260,473,473,473,positivity time,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.8058354418527038,False,@HangBlaa We need more positivity at this time,2020-04-01 15:08:49+00:00,Life
11261,11261,74138,74138,74138,phone today,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,False,Day 17 Quarantine scrolling on my phone “hm what can I buy today”,2020-04-01 15:11:50+00:00,Life
11262,11262,472,472,472,petition trade negotiation crisis need patient sign share,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.557396299212739,False,"I’ve just signed the petition calling on @BorisJohnson @trussliz to protect our NHS in law, from any future trade negotiations. The current crisis proves more than ever that the needs of our NHS and patients come first. Sign and share if you agree: https://t.co/4ONvA2hWWV",2020-04-01 15:43:48+00:00,None
11263,11263,42444,42444,42444,hell toast dumpling,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6105229900826241,False,@VickyBurrows Fucking hell Vic you’ve gone from burning toast to stew and dumplings??,2020-04-01 16:02:25+00:00,None
11264,11264,91961,91961,91961,superyacht owner water hospital room nurse,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Superyacht Owners Escape For Open Waters With Hospital Rooms And Private Nurses https://t.co/Q1l47DXqL2,2020-04-01 16:05:16+00:00,None
11265,11265,33297,33297,33297,daughter duty,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0764465021238663,False,So lovely to hear - he was all that ❤️ I am up with herself every day doing my daughter duties #chiefbottlewasher👍 @phoenixparkopw https://t.co/5pedMIQGrx,2020-04-01 16:24:33+00:00,None
11266,11266,471,471,471,disappointment,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,True,@CorkCoypu That’s it we’re finished over and out the disappointment is too much😥,2020-04-01 16:57:08+00:00,Life
11267,11267,470,470,470,drink,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@djhenshall I’ll drink to that,2020-04-01 16:57:55+00:00,None
11268,11268,36092,36092,36092,someone advice,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0077451760330965,False,@lastminute_com can someone please reply..you'll soon be chasing me when I don't pay. I would like some advice!,2020-04-01 17:07:54+00:00,None
11269,11269,42443,42443,42443,week,6,6_week_mile_start_monday,week - mile - start - monday - hill - earth - office - sunset - shiv - tuesday,0.4306594707295152,True,Finally all sorted. I’m off for 12 weeks.,2020-04-01 17:13:05+00:00,Life
11270,11270,6256,6256,6256,ahhhhh,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.3689120191434818,False,@ALS787 ahhhhh &lt;3,2020-04-01 18:11:41+00:00,Life
11271,11271,98889,98889,98889,congratulation,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,True,@Nikki_King93 Congratulations 😘😘,2020-04-01 18:23:43+00:00,None
11272,11272,98888,98888,98888,thanks home week food shopping minute walk block zumba class online stream chore house reading,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@Nikki_King93 We’re OK, thanks. Paul’s been working at home last 2 weeks. I’ve only been out to do food shopping and for 20 minutes some days for a walk round the block, but doing my Zumba class via online stream. Also doing the chores in the house, reading picked up a...",2020-04-01 18:29:45+00:00,None
11273,11273,98887,98887,98887,cross stitch picture cupboard year,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8139917132252827,False,@Nikki_King93 ...cross stitch picture that I barely started which has been in a cupboard for at least 25 years 😬,2020-04-01 18:30:51+00:00,None
11274,11274,98886,98886,98886,afternoon hospital testing uproar govt business,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1036599383875435,False,"@Nikki_King93 2,352 have died, as of this afternoon across the UK in hospitals. We don’t currently have enough testing for those not admitted to hospital, and this is causing a big uproar. The Govt are doing a lot to help businesses self employed financially, though, with....",2020-04-01 18:40:33+00:00,None
11275,11275,98885,98885,98885,people wage govt funding arrangement course moaner gathering,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3911999348774342,False,"@Nikki_King93 ...employed people able to be paid 80% of their wages via Govt funding if they’re temporarily unable to work because of the partial lockdown, similar arrangements for self employed. Of course, there’s always the moaners. Currently all public gatherings are banned,...",2020-04-01 18:43:30+00:00,None
11276,11276,98884,98884,98884,cinema theatre leisure facility restaurant shop food episode exerciseday anyone home,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@Nikki_King93 .. cinemas, theatres and leisure facilities closed, bars, restaurants etc. closed, non essential shops. We’re allowed to go out to buy food when necessary, and for one episode of exercise/day. Have to be 6ft from anyone other than ppl that live in our own home...",2020-04-01 18:46:37+00:00,None
11277,11277,98883,98883,98883,anyone friend people home,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.806408495312279,False,"@Nikki_King93 ...and not allowed to visit anyone, or meet up with friends. I have volunteered to do shopping for older people who are being shielded at home, or for those self isolating. Haven’t started that yet, though. Are you similarly restricted?",2020-04-01 18:49:02+00:00,Life
11278,11278,91960,91960,91960,opinion fight,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Opinion | Not Winning This Fight https://t.co/mAp33MCUvy,2020-04-01 19:10:12+00:00,None
11279,11279,101182,101182,101182,loida portsmouth southeast kung magkinaunsa volunteer excel hadlok mutate strain,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@loidetim2 Loida dha rka sa portsmouth oi! Mas needed sa southeast kung magkinaunsa... aside sa daghan volunteers na sa excel, hadlok kay ga mutate ang strains...",2020-04-01 20:47:32+00:00,None
11280,11280,101181,101181,101181,signan petition makita,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3443970968477431,False,@loidetim2 I pray loide!!! Gi signan na nako tnan petition makita!!!,2020-04-01 20:54:18+00:00,None
11281,11281,91959,91959,91959,coronavirus toolkit news thanks follow,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Hey Coronavirus toolkit and news thanks for the follow!,2020-04-01 21:19:22+00:00,None
11282,11282,39482,39482,39482,cough,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5006743253359522,False,@RickyMann4 Just being able to let a cough out with getting looked at will be nice 😩😂,2020-04-02 00:48:45+00:00,None
11283,11283,90170,90170,90170,morning hour hour today heart sent,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Easy 3.5 done this morning. Didn’t want to go again after ~3 hours sleep, but definitely needed the fresh air. 15 hour day 3/3 today. (Also, feat. the knitted hearts my mum sent for Han and I 💛🤍) https://t.co/6HQeapZFud",2020-04-02 03:39:59+00:00,None
11284,11284,39481,39481,39481,mate dream madness,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.956345197691964,False,@flbakes Mate I’m having some awful dreams. Gotta be this madness for sure!,2020-04-02 05:11:10+00:00,Life
11285,11285,33296,33296,33296,people building dublin rent commute train,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,We are proving right now that it is posible to work a different way. We don’t need to force people to work in large buildings in Dublin paying exorbitant rents or facing long daily commutes on crowded trains and buses. #newpriorities #familyfriendly https://t.co/BA1TocJdbv,2020-04-02 06:48:28+00:00,None
11286,11286,39480,39480,39480,night shift time sudocreme mask mark madness,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.3911551489592627,False,Night shift done. Now time for some sudocreme for me warrior mask marks and a day of painting. Even in all this madness I can still say I love my job 💙,2020-04-02 07:57:08+00:00,Work
11287,11287,14124,14124,14124,today message mummy unit thank heart time,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.120208501698366,False,"Today we received a lovely message from Nora, a mummy at @StGeorgesTrust neonatal unit, ‘Thank you for the lovely Mother's Day gift, it warmed my heart and made me cry at the same time. I will always treasure it. ❤️’ #bekind #tooting #nhs #stgeorgeshospital https://t.co/SC1IJySzXK",2020-04-02 07:57:22+00:00,None
11288,11288,33295,33295,33295,family autism community time asiam,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9576258743940648,False,Done. You too can help families in the autism community during these difficult times by texting ASIAM to 50300 to donate €4 #flyforautism @AsIAmIreland @AdamPHarris https://t.co/uRwRPxE6gS,2020-04-02 07:58:58+00:00,None
11289,11289,54863,54863,54863,blimey position,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1261204804663685,False,love this dog but blimey does he sleep in some weird positions😂😂 https://t.co/daPml77TiQ,2020-04-02 08:00:01+00:00,None
11290,11290,39479,39479,39479,mate face goggles,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@sidnbern We have been very lucky mate and have great PPE where I am. Could do with some more disposable face goggles but other than that we are being very well looked after ☺️,2020-04-02 08:06:07+00:00,None
11291,11291,39478,39478,39478,thought gill part team middle thank everyone procurement,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@sidnbern We are very well protected so thank you for all you an your guys are doing for us. Who would of thought in the old days of gills we would be part of one team in the middle of a global pandemic eh! Can you pass a huge thank you on to everyone procurement 😊,2020-04-02 08:16:22+00:00,None
11292,11292,96935,96935,96935,person,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.7919930250194688,True,one person unfollowed me // automatically checked by https://t.co/yoeTiKjQ5Y,2020-04-02 08:59:56+00:00,Life
11293,11293,101180,101180,101180,hurt duterte leadership duty government place reason crisis government step nation,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0717165814863373,False,"I’m not sorry sa ma hurt na Duterte fans diha!!! When we vote, we vote for expected good leadership and not storytelling a lie! We all have duties to do but a government is in place for a reason! We are in a crisis! Government step up and centralise the whole nation! #mediocrity",2020-04-02 10:33:58+00:00,None
11294,11294,101179,101179,101179,reserba election igawas action plan criticism improvement puryagaba government,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,And to all LGU! Unya na ng reserba na pondo sa election!!! Igawas na nah!!! Pag present na ug action plan and accept criticisms for improvement everyday! Puryagaba pud ang UK but at least the government listens! #unity #notpride #checkandbalance,2020-04-02 10:35:50+00:00,None
11295,11295,101178,101178,101178,follower part check balance anarchy,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5555493317698008,False,And to all.. enough na ng fan based followers beh! Do your part and check and balance! Anarchy is really next pag desperate ka.. what’s their to loose when you lost it all? #effectofcovid #isolationday2,2020-04-02 10:38:20+00:00,None
11296,11296,105676,105676,105676,bonnie hope,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.089414763621591,False,GD fae Bonnie 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿💙💙On day 9 0f lockdown Hope ye are all well and Safe ! https://t.co/5VRYzSzBNU,2020-04-02 11:17:51+00:00,None
11297,11297,105675,105675,105675,broxburn scotland,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@trafficscotland @dawgpenmama Broxburn in eastern Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿,2020-04-02 11:24:44+00:00,None
11298,11298,42442,42442,42442,wine,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8621589551844813,False,@OriginalLeiZ I’ll bring the wine 😂,2020-04-02 11:27:18+00:00,None
11299,11299,42441,42441,42441,butty,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5087311762702719,False,@MadAlix14 My mum used to eat orange butties 🤮🤮🤮🤮,2020-04-02 11:27:31+00:00,None
11300,11300,105674,105674,105674,hope forever home,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.3685556026550834,False,@Daily_Record Some really bad ppl around us! This wee cat did not deserve this! Terrible ! Hope he finds his forever home !,2020-04-02 12:06:22+00:00,Life
11301,11301,105673,105673,105673,talent barber,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5549188801259742,False,@GrantORourke Looks great Grant ? But you are a man of many talents ! Now you are a good barber to add to them,2020-04-02 12:13:32+00:00,None
11302,11302,33294,33294,33294,year stand future profession everyone time heart world role nurse society,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3493515037273416,False,A little over a year ago nurses took a stand to safeguard the future of the profession - not everyone stood next to us at that time. I hope with all my heart that the world now understands the vital role of nurses in our society and we don't forget when this is all over @INMO_IRL https://t.co/TvImo3Kjdb,2020-04-02 12:16:17+00:00,None
11303,11303,33293,33293,33293,year celebration nurse midwife recognition year midwife doctor healthcare worker,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1657448317227924,False,"This year is the @WHO #yearofthenurseandmidwife it was meant to be a celebration of great nurses and midwives globally, recognition of their worth - 2020 will almost certainly be the year of the nurse, midwife, doctor, and all frontline healthcare workers @INMO_IRL #thankyou https://t.co/diOvhQ4hv5",2020-04-02 12:29:05+00:00,None
11304,11304,84529,84529,84529,afternoon hour take bottle energy drink something lucozade coke work,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@STNChronicles Try and have a little nap if you can in the afternoon, even if it’s just half an hour! Take with you a bottle of fizzy pop (not energy drinks but something like lucozade or coke, I find that helps me enough), take a cup of tea when it’s offered 🤣 and some work because 1/",2020-04-02 12:56:23+00:00,None
11305,11305,84528,84528,84528,area course case shift night sleep,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.7892006714891169,False,@STNChronicles 1/2 they can be very slow going depending on area (of course this might not always be the case I’ve had shifts where I’ve never sat down!). If you’re doing more than one night in a row sleep as much as you can the next day ready for your next one you’ll need it I find that 2/,2020-04-02 12:58:53+00:00,Work
11306,11306,84527,84527,84527,sleep night time routine hope help,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.1393539049008508,False,"@STNChronicles the second is always the worst!! If it’s your last, have a little sleep until around 11/12 and then get up as normal and try and go abkut your day as much as possible until the night time so you can get back into a good routine!!! Hope this helps!!",2020-04-02 12:59:57+00:00,Work
11307,11307,91958,91958,91958,heroic nurse protection coronavirus association,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6991875747882303,False,"Heroic Nurses Need Full Protection Against Coronavirus, Association Says https://t.co/LFwNyIjmPI",2020-04-02 13:00:53+00:00,None
11308,11308,84526,84526,84526,vodafone payment agent store today country lockdown,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,I rang Vodafone to sort out a disappearing payment and the agent actually told me to go in store TODAY and sort it out. The country is on lockdown. Where am I supposed to go https://t.co/NYlnmfsLWx,2020-04-02 13:11:02+00:00,None
11309,11309,108369,108369,108369,cofounder food life concern supermarket voucher scheme blog share view,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@JeanetteOrrey, Co-founder of Food for Life, has some concerns about the new supermarket voucher scheme. In her blog below she shares her views with us. https://t.co/ayFdERg7Bm",2020-04-02 13:23:50+00:00,None
11310,11310,108368,108368,108368,jeanette food life concern supermarket voucher scheme blog share view,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Jeanette Orrey, Co-founder of Food for Life, has some concerns about the new supermarket voucher scheme. Read her blog where she shares her views 👉https://t.co/5KkNuXTsu1 https://t.co/oT93GBfotX",2020-04-02 13:35:38+00:00,None
11311,11311,103597,103597,103597,innuendo woman,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3512190165509753,False,"my mum loves an accidental innuendo, this woman 😂😂😩😩 https://t.co/qelDEjnhdp",2020-04-02 14:57:13+00:00,None
11312,11312,84525,84525,84525,thing something music luck alright,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@STNChronicles The worst thing you can do is force yourself 🤣 if it doesn’t come, just do something relaxing like watching tv or listening to music until you need to go!! Good luck I hope it’s alright for you",2020-04-02 16:02:45+00:00,None
11313,11313,91957,91957,91957,john hopkins state health department malware,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@asthehosptuRNs Other than Johns Hopkins, CDC, WHO, and each states health departments, idk. There are a lot of malware sites out there you got to be careful with.",2020-04-02 16:12:04+00:00,None
11314,11314,91956,91956,91956,hero coronavirus,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,These are the heroes of the coronavirus pandemic https://t.co/sC4lmNxVDq,2020-04-02 16:15:19+00:00,None
11315,11315,91955,91955,91955,class action lawsuit,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1927484479691006,False,"@queenofironyRN Oh, there WILL BE class action lawsuits.",2020-04-02 16:15:32+00:00,None
11316,11316,91954,91954,91954,osmosis youtube student education video series,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@asthehosptuRNs He is from Osmosis on YouTube. It’s a med student education video series.,2020-04-02 16:19:00+00:00,None
11317,11317,91953,91953,91953,reporter pause thinking korea,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.351057378902833,False,@GoHappyAlways @asthehosptuRNs @CarolAlmero1 The reporter had quite a pause thinking of how to respond. South Korea has done an amazing job. The USA has done a horrid job,2020-04-02 16:23:49+00:00,None
11318,11318,101177,101177,101177,hancock official priority test,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,I like how Matt Hancock answered why senior officials had priority over tests than the general public. 😆😆😆 #5Pillars,2020-04-02 17:00:12+00:00,None
11319,11319,97817,97817,97817,world bundle mayhem month month home crabbyabi,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,World #autismawarenessday...so heres my bundle of autistic mayhem.... It will be 2 months this month that she officially moved home.... Crabbyabi 💜🙄 https://t.co/KQnEuAo9ap,2020-04-02 17:21:46+00:00,None
11320,11320,97816,97816,97816,colour,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9171155206821364,False,@HelenSGidley I like it!!... Love the colours 👍,2020-04-02 17:22:42+00:00,None
11321,11321,42440,42440,42440,ridiculousness world killer virus mental,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5465621926683079,False,"Sometimes, I start laughing when I realise the absolute ridiculousness of what we’re all going through. I mean, did you EVER think the world would be on lockdown because of a killer virus?? Mental.",2020-04-02 17:24:14+00:00,None
11322,11322,97815,97815,97815,thank time,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.8170469188888771,True,"@berbar66 Thank you... Its still strange not having her here, its going to take time to adapt I think!!",2020-04-02 17:32:59+00:00,Life
11323,11323,97814,97814,97814,thing time,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,1.0,False,@berbar66 We had always planned for her to move out one day when she was older.... Its all happened so fast and unexpectedly. But she's happy so that's the main thing... All though there are times I get tearful still 😢,2020-04-02 17:51:51+00:00,Life
11324,11324,97813,97813,97813,thanksits year shes month,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@HelenSGidley Thanks...its been a hectic 18 years!!! 🙄... And it's going to take some getting used to! Shes not impressed that she can't see us for 3 months though!,2020-04-02 17:53:54+00:00,None
11325,11325,97812,97812,97812,thank ride,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@berbar66 Thank you... 😘 Its been a tough ride!,2020-04-02 17:55:39+00:00,None
11326,11326,101176,101176,101176,rest nation philippine philippine authority strategy rest leader meaning crisis relay,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.908378344536268,False,"While the rest of the nations are uniting, the Philippines has been more divided than ever. The Philippines needs one authority who CLEARLY states strategy and guide the rest of the leaders clearly and timely. (meaning now in a crisis) @teddyboylocsin pki relay po pls https://t.co/9sLUJ5O2a4",2020-04-02 17:58:11+00:00,None
11327,11327,97811,97811,97811,risk,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9002308317651013,False,@HelenSGidley No... I said to her I wasn't going to see her because of my job aswel...and that I'm not taking the risk!,2020-04-02 17:58:15+00:00,None
11328,11328,101175,101175,101175,test housemate symptom priority level staff haaayy side food,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,I’m still frustrated that I cannot get a test while my housemates are showing symptoms and are isolating but I understand the priority level of staff. Haaayy praying for better days and looking on the brighter side: I have a bed to sleep and food to eat. 😌 #covid19crisis,2020-04-02 18:03:32+00:00,None
11329,11329,91952,91952,91952,expert coronavirus threat,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,Experts believe Florida's coronavirus threat will peak in May https://t.co/7jmM6iWWhn,2020-04-02 18:29:26+00:00,None
11330,11330,101174,101174,101174,rest nation philippine,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7810405938520146,False,@viAlfredo Sad noh! While the rest of the nations are coming together as one kay ang Philippines busy pataasay ug ihi! 😣😣😣,2020-04-02 18:32:11+00:00,None
11331,11331,84524,84524,84524,coffee friend,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@STNChronicles Hopefully it goes fast for you!!! Remember coffee and tea are your friend!! 🤣🤣,2020-04-02 18:32:45+00:00,None
11332,11332,91951,91951,91951,plant workplace coronavirus,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,U.S. Plant Workplaces Emerge as Coronavirus Battlegrounds - WSJ https://t.co/ZY67ehv6oi,2020-04-02 18:55:08+00:00,None
11333,11333,101173,101173,101173,tradition clap service provider grocery store delivery driver cleaner,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"20:00 tradition: #ClapForCarers Clap to all service providers from the labs of PHE, grocery stores, delivery guys, drivers, cleaners etc... 👏🏼👏🏼👏🏼",2020-04-02 19:05:13+00:00,None
11334,11334,39477,39477,39477,thank,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,1.0,True,@jane_brindley Thank you jane it means a lot,2020-04-02 19:14:14+00:00,Life
11335,11335,39476,39476,39476,people worker clap team professionalism knowledge everything everyone,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8171914059207307,False,Love how many people came out to clap for our key workers on my little walk way! My claps were for my amazing team @Medway_NHS_FT ITU. Being newly qualified I am in awe of their professionalism and knowledge and will always be grateful for everything everyone has done for me 💙,2020-04-02 19:18:23+00:00,None
11336,11336,101172,101172,101172,pero pwede luod kaayo hantod karon politics tinabangay acknowledge work strategy kung pinaspasa dpat response step virus kaluod,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@ddenrivera Utro pud ning UK pero pwede dli na mag cge compete... luod kaayo hantod karon ga politics! Pwede tinabangay and acknowledge good works and maminaw how to improve strategy kung naa man. Pinaspasa bya dpat ang response. Dpat a step ahead ta than the virus. Kaluod sa politicking 🦠,2020-04-02 19:19:14+00:00,None
11337,11337,105672,105672,105672,response road bagpipe,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@ImperialNHS Great response from my road even got bagpipes!,2020-04-02 19:25:21+00:00,None
11338,11338,105671,105671,105671,sorry loss steven,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.5224376923814753,False,@MrStevenCree @joniandpeter Sorry for your loss Steven 😢,2020-04-02 19:31:05+00:00,None
