,Unnamed: 0,Unnamed: 0.1.1,Document,Topic,Name,Top_n_words,Probability,Representative_document,original_text,clean_text,created_at,label,sentiment_index,sentiment
23929,23929,23929,morning fredster,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,1.0,False,@barss_freddie Morning fredster💕 have a good un 🥰 https://t.co/RosYe9Lf7v, morning fredster have a good un  ,2020-10-14 06:50:34+00:00,Life,1,Positive
23930,23930,23930,paperwork today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9403173877242794,False,Regretting doing paperwork til midnight now. Bloodshot eyes today 😞,regretting doing paperwork til midnight now bloodshot eyes today ,2020-10-14 08:09:32+00:00,None,2,Negative
23931,23931,23931,funding remit benefit order duty laminator baby memento card family family value keepsake,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Our funding remit is wide! If it benefits the nnu we’ll consider it. We’ve been asked to order a heavy duty laminator to cover baby mementos and cards for families to keep In #BabyLossAwarenessWeek we know that families will value having precious keepsakes to treasure forever. https://t.co/MLpoa56Qo0,our funding remit is wide if it benefits the nnu we’ll consider it we’ve been asked to order a heavy duty laminator to cover baby mementos and cards for families to keep in  we know that families will value having precious keepsakes to treasure forever ,2020-10-14 08:35:27+00:00,None,1,Positive
23932,23932,23932,mine couple month lane book water bang start time,2,2_shift_night_tonight_match,shift - night - tonight - match - ward - sleep - game - bless - emotion - today,0.4055300917648538,False,"@charlottevslife Mine has been this for a couple of months now, and up to ten in a lane. I always check before I book and won’t go if more than 4 booked in. I just have to make sure I’m in the water bang on the start time and I’m always last out 😬", mine has been this for a couple of months now and up to ten in a lane i always check before i book and won’t go if more than booked in i just have to make sure i’m in the water bang on the start time and i’m always last out ,2020-10-14 10:57:26+00:00,Work,1,Positive
23933,23933,23933,someone botox living,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@wonitfrombrock Yes! I had to delete someone who does the botox for a living, yes i had to delete someone who does the botox for a living,2020-10-14 11:00:41+00:00,None,0,None
23934,23934,23934,collection case management week crosssector partnership utilizer discharge information care coordination,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1295771262372893,False,New CE Collection for National Case Management Week 2020! #NCMW2020 https://t.co/ULHiyLk0mq *Fostering Cross-Sector Partnerships *Frequent ED Utilizers *Patient Discharge Information *Orthopaedic Care Coordination https://t.co/pS5DQkM3Lq,new ce collection for national case management week   fostering crosssector partnerships frequent ed utilizers patient discharge information orthopaedic care coordination ,2020-10-14 11:00:56+00:00,None,1,Positive
23935,23935,23935,standing cold winter month,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@lauragwales @_traceyjayne I even miss the standing in the cold and wet through the winter months lol,  i even miss the standing in the cold and wet through the winter months lol,2020-10-14 12:09:16+00:00,None,0,None
23936,23936,23936,miss world moment better,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@_traceyjayne @lauragwales Miss you both too! This crazy world at the moment better hurry up and disappear!,  miss you both too this crazy world at the moment better hurry up and disappear,2020-10-14 12:11:27+00:00,None,2,Negative
23937,23937,23937,sympathy resilient solution,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.737648805447972,False,Our sympathies - like the resilient HV that you are there will be a solution. @obicphva https://t.co/gM56agYHCD,our sympathies  like the resilient hv that you are there will be a solution  ,2020-10-14 13:37:58+00:00,None,0,None
23938,23938,23938,share view,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1812994259460771,False,Absolutely. you have to be there to share your views. @Thercal @rubyted7777 @GinaAwokoH @annetteholliday @AmandaHollanda4 https://t.co/oUAl3kxnC4,absolutely you have to be there to share your views      ,2020-10-14 13:43:46+00:00,None,1,Positive
23939,23939,23939,health pandemic research type policy change idea none,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0324185378157021,False,"You had me at “Cutting 11,000 health jobs during pandemic” There is no research that suggests this type of policy change is a good idea. None. @shandro @jkenney #ableg #abpoli #abhealth https://t.co/ttugL9Yu2D",you had me at cutting health jobs during pandemic there is no research that suggests this type of policy change is a good idea none      ,2020-10-14 13:48:19+00:00,None,1,Positive
23940,23940,23940,caroline donohoe devastation death child court dignity respect,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9762644148393452,False,@conormlally What courage it must have taken for Caroline Donohoe to talk about the devastation of her husband’s death for her and her children in court and then to face this cowardly barracking- she deserves dignity and respect, what courage it must have taken for caroline donohoe to talk about the devastation of her husband’s death for her and her children in court and then to face this cowardly barracking she deserves dignity and respect,2020-10-14 14:32:55+00:00,None,1,Positive
23941,23941,23941,plug ticket,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1205098910802965,False,Officially pulling the plug on attempting to get Les Mis tickets 👌🏻💔 #LesMiz #LesMis,officially pulling the plug on attempting to get les mis tickets   ,2020-10-14 15:15:14+00:00,None,0,None
23942,23942,23942,soup cheese pumpkin recipe share,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"Roasted slowly, blended into a soup or hollowed out and filled with fondue cheese... what are your favourite pumpkin recipes? Share your #WorldFoodDayRecipes with us! #FFLGetTogethers https://t.co/FDI3nsV7Hl",roasted slowly blended into a soup or hollowed out and filled with fondue cheese what are your favourite pumpkin recipes share your  with us  ,2020-10-14 15:49:06+00:00,None,1,Positive
23943,23943,23943,president state driver misinformation researcher nurse leadership life,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.7699856775556383,False,"""We conclude therefore that the President of the United States was likely the largest driver of the Covid-19 misinformation 'infodemic.'"" — @Cornell researchers Nurses demand REAL leadership to combat #Covid19! All our lives depend on it. https://t.co/f44AKjoIya",we conclude therefore that the president of the united states was likely the largest driver of the covid misinformation infodemic   researchers nurses demand real leadership to combat  all our lives depend on it ,2020-10-14 16:00:19+00:00,None,0,None
23944,23944,23944,nurse labor community group press conference response board president austerity budget clark street illinois,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Registered nurses, labor, and community groups to hold press conference in response to #CookCounty Board President @ToniPreckwinkle's austerity budget When: 10/15 at 11 a.m. Where: 118 N. Clark Street (outside), Chicago, Illinois https://t.co/8kSG7FcY88 #1u https://t.co/NW5mratOBw",registered nurses labor and community groups to hold press conference in response to  board president s austerity budget when at am where n clark street outside chicago illinois   ,2020-10-14 16:51:13+00:00,None,0,None
23945,23945,23945,congratulation,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0374829314482909,True,Oh yes... #phenominalwoman congratulations https://t.co/bipLRscgyb,oh yes  congratulations ,2020-10-14 16:55:59+00:00,None,0,None
23946,23946,23946,glass wine right,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"All set for @SEIreland virtual #SEIgathering ... you did say pour a glass of wine, right?? 😂🍷❤️ https://t.co/HgTgk826hn https://t.co/Rm512QdGcd",all set for  virtual   you did say pour a glass of wine right   ,2020-10-14 16:59:47+00:00,None,0,None
23947,23947,23947,thanks action bystander,7,7_time_girl_something_article,time - girl - something - article - kind - folk - reading - copy - round - lmao,0.2658370439636138,False,Thanks Karen. Very important to take action - don't be a bystander. I will... will you? @rubyted7777 @CommPrac @Thercal @GinaAwokoH @CarrieGrant1 https://t.co/xyh2Kt2snW,thanks karen very important to take action  don't be a bystander i will will you      ,2020-10-14 17:04:00+00:00,Life,1,Positive
23948,23948,23948,teachin future vice president kennedy note nurse experience power people mountain,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Joining a teach-in on building the futures we deserve, RN and NNU vice president Cathy Kennedy notes what #UnionStrong nurses know from experience: the collective power of working people can truly move mountains. #MessageFromTheFuture https://t.co/C2c3Q7yp0X",joining a teachin on building the futures we deserve rn and nnu vice president cathy kennedy notes what  nurses know from experience the collective power of working people can truly move mountains  ,2020-10-14 17:11:17+00:00,None,1,Positive
23949,23949,23949,army sprint duathlon champ office weather supporter everyone today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"Army sprint duathlon champs, 3rd place. Very hard day at the office, all of the weather too! Top supporter in tow 👌🏼 Well done everyone who raced today! @ArmySportASCB @ArmySportsLTRY https://t.co/QbEFv8B5M8",army sprint duathlon champs place very hard day at the office all of the weather too top supporter in tow  well done everyone who raced today   ,2020-10-14 17:50:05+00:00,None,1,Positive
23950,23950,23950,study funding decrease death rate black group,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0115623811777735,False,New study in #PublicHealthReports finds that increases in domestic #HIV funding may be associated with a faster decrease in HIV death rates for #Hispanics and non-Hispanic Blacks than for other racial/ethnic groups https://t.co/f73KAqKaBc https://t.co/czheTYMUsY,new study in  finds that increases in domestic  funding may be associated with a faster decrease in hiv death rates for  and nonhispanic blacks than for other racialethnic groups  ,2020-10-14 18:00:45+00:00,None,0,None
23951,23951,23951,caitriona congrats,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,You were amazing Caitriona - loved hearing more about @Prepare_Me congrats #SEIgathering https://t.co/JVk6Ufx7FS,you were amazing caitriona  loved hearing more about  congrats  ,2020-10-14 18:18:29+00:00,None,1,Positive
23952,23952,23952,entrepreneur country place thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"@SEIreland @KinshipcareIrl Loved listening to you both, so wonderful know there are so many great social entrepreneurs out there making our country a better place - thank you @SEIreland #SEIgathering",  loved listening to you both so wonderful know there are so many great social entrepreneurs out there making our country a better place  thank you  ,2020-10-14 18:20:04+00:00,None,1,Positive
23953,23953,23953,maintenance team garry recognition fairy ground,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@SussexCCC @1stCentral @Bengibs0n Once again the maintenance team Garry and Dave @osshots don’t get any recognition or do you think the fairies come in and maintain ground lol 🧚‍♀️,   once again the maintenance team garry and dave  don’t get any recognition or do you think the fairies come in and maintain ground lol ,2020-10-14 18:22:06+00:00,None,1,Positive
23954,23954,23954,technology stuff,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@iainlee I’m a bit of a div at technology stuff how can I listen ?, i’m a bit of a div at technology stuff how can i listen ,2020-10-14 18:23:54+00:00,None,0,None
23955,23955,23955,people life human positivity determination world thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"That was special...so uplifting to listen to some really good people who work so hard to make life better for their fellow humans, if we could harness all that positivity and determination - well we could change the world #seigathering thank you as always @SEIreland @ryandarren",that was specialso uplifting to listen to some really good people who work so hard to make life better for their fellow humans if we could harness all that positivity and determination  well we could change the world  thank you as always  ,2020-10-14 18:24:55+00:00,None,1,Positive
23956,23956,23956,heee mine child peter cordino,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@KatieMagnet Oh teee heee mine was as a child Peter Cordino 🥰🥰, oh teee heee mine was as a child peter cordino ,2020-10-14 18:25:51+00:00,None,0,None
23957,23957,23957,thank,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2740998702658514,True,@iainlee Thank you 💋, thank you ,2020-10-14 18:26:12+00:00,None,1,Positive
23958,23958,23958,honest cheeky,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.8427705020019617,False,If you love a good honest cheeky funny listen then this is your man https://t.co/ipic2wJJIu,if you love a good honest cheeky funny listen then this is your man ,2020-10-14 18:26:59+00:00,None,1,Positive
23959,23959,23959,womb trouble crush,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,1.0,False,@KatieMagnet Oooooo wow think my womb twitched 😳 only trouble is I don’t have one lol 😂 I think I’ve got a crush now lol, oooooo wow think my womb twitched  only trouble is i don’t have one lol  i think i’ve got a crush now lol,2020-10-14 18:28:14+00:00,Life,1,Positive
23960,23960,23960,research impact covid care canada,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Explore research on the perceived impacts of COVID-19 on #pediatric care in Canada. https://t.co/8Xg04xBR6v,explore research on the perceived impacts of covid on  care in canada ,2020-10-14 18:30:24+00:00,None,1,Positive
23961,23961,23961,hope,4,4_thanks_follow_work_welcome,thanks - follow - work - welcome - wait - rest - glad - anything - dream - fire,1.0,True,@SlaneyMiles Aww well deserved. Hope you are ok, aww well deserved hope you are ok,2020-10-14 18:33:07+00:00,Life,1,Positive
23962,23962,23962,look girl sound sorry lift,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"loved getting dirty looks off some girl in the gym who was making birthing sounds with every set, sorry that I can’t lift as much as u hun but at least I can do it quietly",loved getting dirty looks off some girl in the gym who was making birthing sounds with every set sorry that i can’t lift as much as u hun but at least i can do it quietly,2020-10-14 18:38:07+00:00,None,0,None
23963,23963,23963,week colleague nurse look jean,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Last week talking with a nurse colleague about “the good old days” when we were starting out, she reminded me of the senior nurses we’d looked up to back then. After reminiscing a while she suddenly looked at me and said- “look around Jean- we are them” 😂 then I saw this 😂😂😂 https://t.co/KbaVsCHlSn",last week talking with a nurse colleague about the good old days when we were starting out she reminded me of the senior nurses we’d looked up to back then after reminiscing a while she suddenly looked at me and said look around jean we are them  then i saw this  ,2020-10-14 18:48:33+00:00,None,1,Positive
23964,23964,23964,profession america team champion patient community,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.3009316537710546,False,Nurses-- the most trusted profession in America-- are on team #Eastman2020! @karaforcongress is the #MedicareForAll champion our patients and communities need. 💯 https://t.co/MviKV42qO2,nurses the most trusted profession in america are on team   is the  champion our patients and communities need  ,2020-10-14 19:00:13+00:00,None,1,Positive
23965,23965,23965,stress collection today,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.6856653898376329,False,Chronic Stress has multiple special collections to explore and submit to. Browse through them and find out more today! @Chronic_Stress #openaccess https://t.co/ylAjwA1gCv,chronic stress has multiple special collections to explore and submit to browse through them and find out more today   ,2020-10-14 19:00:50+00:00,Life,0,None
23966,23966,23966,anything relief pain decrease,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0076159107499749,False,"@Christina_Roof Aww, poor guy! I know he just had him meds tweaked, but is there anything else to give him, and you, some relief? Praying that his pain decreases quickly! 🙏😢🙏😢🙏", aww poor guy i know he just had him meds tweaked but is there anything else to give him and you some relief praying that his pain decreases quickly ,2020-10-14 19:09:45+00:00,None,0,None
23967,23967,23967,vote,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1536159306388174,False,@StuBishop_LPD We in Oklahoma can’t early vote until the 29th. 😢😢, we in oklahoma can’t early vote until the ,2020-10-14 19:10:50+00:00,None,0,None
23968,23968,23968,fact year goodbye time sign,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9118838148185476,False,The fact that I start my job on ICU four years to the day since we said goodbye to my nin who spent a long time in ICU says to me perhaps it is a sign,the fact that i start my job on icu four years to the day since we said goodbye to my nin who spent a long time in icu says to me perhaps it is a sign,2020-10-14 19:39:34+00:00,None,0,None
23969,23969,23969,life,8,8_food_school_life_meal,food - school - life - meal - child - cream - community - poverty - machine - sense,1.0,True,I think I’m French in my past life. #emilyinparis 🤣🤣🤣,i think i’m french in my past life  ,2020-10-14 20:34:51+00:00,Life,0,None
23970,23970,23970,sign,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@amy_sharpex A sign not to do it maybe 🤣🤣 how are you getting on???, a sign not to do it maybe  how are you getting on,2020-10-14 21:02:08+00:00,None,0,None
23971,23971,23971,sound,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,@amy_sharpex Doesn’t sound promising!! You’re scaring me!! 🤣🤣🤣, doesn’t sound promising you’re scaring me ,2020-10-14 21:03:14+00:00,None,0,None
23972,23972,23972,union nurse fight health care right decade need,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"Union nurses have been in the fight to guarantee health care as a human right for decades. In 2020, the urgent need for #MedicareForAll could not be more clear. https://t.co/nAuMNCF8tL",union nurses have been in the fight to guarantee health care as a human right for decades in the urgent need for  could not be more clear ,2020-10-14 22:00:11+00:00,None,0,None
23973,23973,23973,study childhood vaccination influenza plateau half child,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"A new study in #PublicHealthReports finds that childhood vaccination for influenza has reached a plateau, with only about half of all US children being vaccinated https://t.co/RZYMCyOgDf",a new study in  finds that childhood vaccination for influenza has reached a plateau with only about half of all us children being vaccinated ,2020-10-14 22:00:37+00:00,None,0,None
23974,23974,23974,hope,3,3_congratulation_luck_award_jenny,congratulation - luck - award - jenny - achievement - team - winner - congrats - hero - football,0.946814866183694,True,@meganprestonn ❤️❤️❤️ hope you’re well my g,  hope you’re well my g,2020-10-14 22:11:52+00:00,Life,1,Positive
23975,23975,23975,chance access course luck tomorrow,9,9_friend_kenny_home_point,friend - kenny - home - point - morning - people - mate - message - bloody - reply,0.8928312548626043,False,@CathyWinfield She will get there. It took me a second chance via access course. Good luck tomorrow, she will get there it took me a second chance via access course good luck tomorrow,2020-10-14 22:22:41+00:00,Life,1,Positive
23976,23976,23976,objective frailty death withdrawal wait list,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,The primary objective is to evaluate whether frailty is associated with death or permanent withdrawal from the transplant wait list. @CSNSCN #transplantation #dialysis https://t.co/qBp1sKjaJE,the primary objective is to evaluate whether frailty is associated with death or permanent withdrawal from the transplant wait list    ,2020-10-14 22:30:15+00:00,None,0,None
23977,23977,23977,motive,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@TruthRev2 @nypost Motive!!!,  motive,2020-10-14 22:52:06+00:00,None,0,None
23978,23978,23978,study association replacement therapy outcome covid patient,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,The aim of the study was to evaluate the association between chronic #kidneydisease and new onset renal replacement therapy with the outcome of COVID-19 in patients. #openaccess https://t.co/y17oY5Au6r,the aim of the study was to evaluate the association between chronic  and new onset renal replacement therapy with the outcome of covid in patients  ,2020-10-15 00:30:13+00:00,None,0,None
23979,23979,23979,decision attempt stability,0,0_morning_hope_coffee_thing,morning - hope - coffee - thing - weekend - chris - person - everyone - sorry - evening,0.3415030239241734,False,"@JoannaNoBanana It changes day to day, and all of my decisions are an attempt to maintain stability https://t.co/HWNMzfcrzw", it changes day to day and all of my decisions are an attempt to maintain stability ,2020-10-15 02:31:26+00:00,Life,0,None
23980,23980,23980,hearing loss fullness mass throat journal,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"""Conductive Hearing Loss and Ear Fullness Due to a Pulsatile Mass in the Middle Ear"" is available to read from the Ear, Nose Throat Journal. #openaccess #hearingloss https://t.co/k21JY9DghF",conductive hearing loss and ear fullness due to a pulsatile mass in the middle ear is available to read from the ear nose throat journal   ,2020-10-15 04:00:20+00:00,None,2,Negative
23981,23981,23981,youtube vaccination,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0346457893660402,False,YouTube bans misinformation about Covid vaccinations | YouTube | The Guardian https://t.co/iRfpBmRJXE,youtube bans misinformation about covid vaccinations  youtube  the guardian ,2020-10-15 06:04:58+00:00,None,0,None
23982,23982,23982,question,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0281952845291896,False,@NicoleNugentPhD This is why we need to ask the questions, this is why we need to ask the questions,2020-10-15 07:20:56+00:00,None,0,None
23983,23983,23983,study aggression amidst time driver mitigation strategy,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,Study about the #Stigma and aggression against #HealthCareWorkers in India Amidst #COVID19 Times: Possible Drivers and Mitigation Strategies https://t.co/z21N5yLQud,study about the  and aggression against  in india amidst  times possible drivers and mitigation strategies ,2020-10-15 07:30:15+00:00,None,2,Negative
23984,23984,23984,idea,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,@pier_network @CypBu Really great idea! @DebbieHolley1 @SimulationPoole @MoranJBU,  really great idea   ,2020-10-15 07:37:45+00:00,None,1,Positive
23985,23985,23985,october million people world candle baby name,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"#InternationalWaveOfLight October 15th at 7pm Join millions of people around the world as we light candles at 7pm to remember precious babies who left us too soon. Please feel free to add your baby’s name below, as we remember them #babyloss #babylossawarenessweek https://t.co/ybTjuQChWL", october at join millions of people around the world as we light candles at to remember precious babies who left us too soon please feel free to add your baby’s name below as we remember them   ,2020-10-15 08:21:14+00:00,None,1,Positive
23986,23986,23986,esme proof cute hair amlie boat,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.6226961629574908,False,@nicksiobhan Esmée brought a proof back (cute but hair a bit messy) and Amélie was off that day so I’m in the same boat! I think I’ll recreate my own!, esme brought a proof back cute but hair a bit messy and amlie was off that day so i’m in the same boat i think i’ll recreate my own,2020-10-15 08:22:35+00:00,None,0,None
23987,23987,23987,petition government change life diet child time food health please share sign,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,"We have signed @MarcusRashford’s petition to #ENDCHILDFOODPOVERTY - calling on Government to make 3 vital changes to improve the lives diets of England’s most vulnerable children. At this crucial time for children's food health, please share sign: https://t.co/qu2yW7WWtU",we have signed s petition to   calling on government to make vital changes to improve the lives diets of england’s most vulnerable children at this crucial time for children's food health please share sign ,2020-10-15 09:30:06+00:00,None,1,Positive
23988,23988,23988,element board service responsibility truth question truth,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,A key element of board service is our personal responsibility to seek and fully understand the truth. Here are 5 key questions to capture the truth. https://t.co/zuNAh9t2o3 https://t.co/h4BPvPySyR,a key element of board service is our personal responsibility to seek and fully understand the truth here are key questions to capture the truth  ,2020-10-15 10:35:03+00:00,None,1,Positive
23989,23989,23989,racism care forefront academy pediatrics conference,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,False,"Racism, Preventive Care at Forefront of American Academy of Pediatrics Conference https://t.co/inNqVzy00E",racism preventive care at forefront of american academy of pediatrics conference ,2020-10-15 10:48:33+00:00,None,1,Positive
23990,23990,23990,death pneumonia,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,1.0,True,"Certain HTN Meds May Cut Deaths From Influenza, Pneumonia https://t.co/OStVRHJj0K",certain htn meds may cut deaths from influenza pneumonia ,2020-10-15 10:48:52+00:00,None,0,None
23991,23991,23991,percent march july,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,U.S. Deaths Up 20 Percent From March Through July 2020 https://t.co/erymL9P3tN,us deaths up percent from march through july ,2020-10-15 10:49:08+00:00,None,0,None
23992,23992,23992,manufacturer price insulin,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0702372547761016,False,Manufacturer Prices for Insulin Substantially Higher in the U.S. https://t.co/udGFJP8wmY,manufacturer prices for insulin substantially higher in the us ,2020-10-15 10:49:26+00:00,None,0,None
23993,23993,23993,factor disease woman,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9063179034359105,False,Reproductive Factors Linked to Cardiovascular Disease in Women https://t.co/g9PXbeAxyr,reproductive factors linked to cardiovascular disease in women ,2020-10-15 10:49:41+00:00,None,0,None
23994,23994,23994,article please view view,1,1_thank_enjoy_brilliant_support,thank - enjoy - brilliant - support - thankyou - whoop - jackie - yeah - thanks - help,0.7291094324178636,False,"@7_damat Sure - this article is availabe here: https://t.co/s9BX1JJqtl Please click ""View PDF"" for best view.", sure  this article is availabe here  please click view pdf for best view,2020-10-15 10:55:18+00:00,Life,1,Positive
23995,23995,23995,crosby ravensworth school bronze award child time place orchard farm shop show learning food provenance work,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.9505416575941348,False,"Crosby Ravensworth CE Primary School have achieved their FFL Bronze award! Headteacher Duncan Priestly said ""Our children now spend more time visiting places such as orchards, farm shops and agricultural shows to connect their learning about food provenance."" Excellent work 💫 https://t.co/TIMreVpHps",crosby ravensworth ce primary school have achieved their ffl bronze award headteacher duncan priestly said our children now spend more time visiting places such as orchards farm shops and agricultural shows to connect their learning about food provenance excellent work  ,2020-10-15 11:46:21+00:00,None,1,Positive
23996,23996,23996,school,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1017878625320368,True,Find out more about FFL Schools Award here: https://t.co/67ihu9I8YO,find out more about ffl schools award here ,2020-10-15 11:46:22+00:00,None,1,Positive
23997,23997,23997,browse collection nutrition insight today,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.2661837875050872,False,Browse open Special Collections from Nutrition and Metabolic Insights today! #nutrition #openaccess #CFP https://t.co/8Odfelx3vv,browse open special collections from nutrition and metabolic insights today    ,2020-10-15 12:00:55+00:00,None,1,Positive
23998,23998,23998,time today london essex lockdown gonna family effect health,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.1785535667061223,False,"I’ve already cried 3 times today cos of london and essex going into tier 2 lockdowns, knowing I’m gonna be isolated and unable to see my family n boyfriend AGAIN...the EFFECT this is having on people’s mental health 🤯🤯",i’ve already cried times today cos of london and essex going into tier lockdowns knowing i’m gonna be isolated and unable to see my family n boyfriend againthe effect this is having on people’s mental health ,2020-10-15 12:40:27+00:00,None,2,Negative
23999,23999,23999,library need,5,5_birthday_heart_dance_treat,birthday - heart - dance - treat - miss - pizza - wish - failure - instagram - skye,0.3230454368257782,False,Personal library is growing. Need to actually read it now 🤣 https://t.co/w63nEBansG,personal library is growing need to actually read it now  ,2020-10-15 12:46:49+00:00,Life,0,None
24000,24000,24000,indoors outdoors winter thanks covid,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0,False,putting a ban on mixing indoors but not outdoors in winter? thanks boris we’ll all get hypothermia instead of covid because that only exists inside then shall we 🤷🏼‍♀️,putting a ban on mixing indoors but not outdoors in winter thanks boris we’ll all get hypothermia instead of covid because that only exists inside then shall we ,2020-10-15 12:52:38+00:00,None,1,Positive
24001,24001,24001,tweet health thing someone nothing,-1,-1_nurse_time_people_year,nurse - time - people - year - care - health - today - patient - nursing - work,0.0211380502270005,False,"@larslalars this is literally a tweet about mental health, who do you think you are saying nasty things to someone you know nothing about", this is literally a tweet about mental health who do you think you are saying nasty things to someone you know nothing about,2020-10-15 13:01:25+00:00,None,2,Negative
