,Unnamed: 0,Unnamed: 0.1,id,created_at,edit_history_tweet_ids,text
2387,2387,2387,1.312337598917075e+18,2020-10-03 10:24:00+00:00,['1312337598917074949'],@LAnthonyFarley Hahahahhahahahaha yassss
2390,2390,2390,1.311572972763861e+18,2020-10-01 07:45:39+00:00,['1311572972763860992'],"There is no remedy to this crisis – the crisis of public health, jobs, capitalism – without a clear alternative socialist plan led by working people which does not treat just the symptoms but the cause – stark inequalities in wealth and power.

👇

 https://t.co/8j3SIvcwnp"
2393,2393,2393,1.3110763702026609e+18,2020-09-29 22:52:19+00:00,['1311076370202660865'],@frankieboyle @Rubberbandits @graceblakeley 🤩
2395,2395,2395,1.3110464894398996e+18,2020-09-29 20:53:35+00:00,['1311046489439899651'],@andydaisyfox @hudaelmi_ @jonlansman @LabourRachel And @LabourRachel !! I keep forgetting who is restanding 🤦🏼‍♀️ 💐for all
2397,2397,2397,1.3110351084979855e+18,2020-09-29 20:08:22+00:00,['1311035108497985538'],@georgeattherock Agree completely
2399,2399,2399,1.3110314134420726e+18,2020-09-29 19:53:41+00:00,['1311031413442072576'],@georgeattherock Delayed until next NEC 🤦🏼‍♀️ I am hopeful for omov elections and being involved with the process however
2401,2401,2401,1.3110305448520376e+18,2020-09-29 19:50:14+00:00,['1311030544852037635'],@raceyemu Disciplinary procedures are underway and the inquiry is ongoing
2402,2402,2402,1.3110300018113126e+18,2020-09-29 19:48:04+00:00,['1311030001811312641'],It’s been a privilege to be on the NEC alongside @hudaelmi_ @jonlansman and Darren who are not standing again. I have learnt a lot from them and they have stood firm in their principles
2403,2403,2403,1.3110295410081792e+18,2020-09-29 19:46:14+00:00,['1311029541008179213'],"Today was the last full NEC before the NEC member elections. Only 7.5 hours. 😳

Some confidential matters and some frustrating delays to others. Will write something more thorough because I don’t think a tweet will suffice"
2405,2405,2405,1.3110189733209293e+18,2020-09-29 19:04:15+00:00,['1311018973320929287'],Watch it live! https://t.co/TPd2rC6BV1
2407,2407,2407,1.3108680102326682e+18,2020-09-29 09:04:23+00:00,['1310868010232668162'],@broseph_stalin ??????? No
2410,2410,2410,1.310632033895424e+18,2020-09-28 17:26:41+00:00,['1310632033895424001'],"Proud to have 582 young members nominate me and the majority of our affiliated trade unions behind my re-election campaign. 

Sign up now: https://t.co/ZngzhZbSEY #Lara4NEC https://t.co/eIrixXNtHK"
2411,2411,2411,1.3104903761936138e+18,2020-09-28 08:03:48+00:00,['1310490376193613824'],@Pearcie @UKLabour Thanks Mark! Hope you’re well.
2412,2412,2412,1.3104903382184632e+18,2020-09-28 08:03:39+00:00,['1310490338218463235'],Best endorsement so far! 👨‍🏫 https://t.co/y4sgCQnDmU
2413,2413,2413,1.3103468209634017e+18,2020-09-27 22:33:21+00:00,['1310346820963401730'],30 mins ⏰ https://t.co/NNeIQ4PvFh
2414,2414,2414,1.31031344403866e+18,2020-09-27 20:20:44+00:00,['1310313444038660096'],@shnnnjzzrd Adorable
2415,2415,2415,1.310291457727701e+18,2020-09-27 18:53:22+00:00,['1310291457727700992'],@ssulaclairee @__antt___ @David_Doig
2417,2417,2417,1.3102687349851668e+18,2020-09-27 17:23:04+00:00,['1310268734985166850'],@shnnnjzzrd 😂
2418,2418,2418,1.3102594252828508e+18,2020-09-27 16:46:05+00:00,['1310259425282850822'],"TODAY is the last day you can nominate me to be re-elected as Labour’s NEC Youth Representative before MIDNIGHT ⏰ 

🌟 go to https://t.co/GEMbGev0nQ
🌟 nominate me with my membership number L1326015 
🌟 share this with your friends 

#Lara4NEC

https://t.co/ckFPzrirZw"
2424,2424,2424,1.3099652729886843e+18,2020-09-26 21:17:13+00:00,['1309965272988684290'],@WillSheret Steamy
2428,2428,2428,1.3099214958299382e+18,2020-09-26 18:23:16+00:00,['1309921495829938178'],@ShearingRita Prettayyyy sure
2430,2430,2430,1.309904322059264e+18,2020-09-26 17:15:01+00:00,['1309904322059264005'],"@janinemas0n a source for what, I just shared the video"
2431,2431,2431,1.309903896630956e+18,2020-09-26 17:13:20+00:00,['1309903896630956033'],"""Labour’s 1945 manifesto was certainly patriotic, but it was not a hollow exercise in flag-waving. It situated itself clearly on the side of working people and set about indicting the wealthy for profiteering from the social crises they create"" 

https://t.co/ttNcjvHQ1A"
2434,2434,2434,1.309872308266373e+18,2020-09-26 15:07:49+00:00,['1309872308266373121'],We need democratic control of our pharmaceutical industry before more people die at the hands of greedy billionaires. https://t.co/cSFUDYHolP
2435,2435,2435,1.3098673490639913e+18,2020-09-26 14:48:06+00:00,['1309867349063991300'],@nehashah_ @LAnthonyFarley
2440,2440,2440,1.3098529061543483e+18,2020-09-26 13:50:43+00:00,['1309852906154348544'],😬 https://t.co/nrp4X9VvQr
2441,2441,2441,1.309603774944641e+18,2020-09-25 21:20:45+00:00,['1309603774944641031'],I know I’m tired / ready for the weekend when it’s 10pm and I only just realised I left my car at the hospital and walked all the way home 🤭🤦🏼‍♀️💤
2448,2448,2448,1.30917156483174e+18,2020-09-24 16:43:18+00:00,['1309171564831739906'],@ConnorBrunniche @piercepenniless @cpeace313 @LenMcCluskey @joecguinan @oeufling @JoanaRamiroUK Wow I look aggressive here 😹Great event tho if l say so myself !
2450,2450,2450,1.3088946451334226e+18,2020-09-23 22:22:56+00:00,['1308894645133422594'],@FranBerBad Not resistant but the concept of British patriotism would need to be massively rehabilitated from the way it’s currently understood because of the historic nature of our country on the world stage and it doesn’t look like KS is doing that at all
2451,2451,2451,1.308893151734702e+18,2020-09-23 22:17:00+00:00,['1308893151734702080'],@tonymc39 Does hour concern about democracy extend to the US imposing restrictions and actual governments on Latin American countries? Do you actually consider the context of the US in Cubans circumstance?
2452,2452,2452,1.308892621843116e+18,2020-09-23 22:14:53+00:00,['1308892621843116033'],@lmharpin Making it the centre point of your communications is misjudged. Didn’t say loving your country was wrong
2453,2453,2453,1.3088923209101844e+18,2020-09-23 22:13:42+00:00,['1308892320910184453'],@tonymc39 Objective untrue - I think we’re gonna disagree. At least they have enough doctors to staff their hospitals safety and get tested for COVID regularly ay! I’ll keep finding inspiration from their healthcare system till I’ve paid of my £85K loan
2454,2454,2454,1.3088914553483796e+18,2020-09-23 22:10:15+00:00,['1308891455348379648'],"@tonymc39 I think the Cuban healthcare system should be praised and learnt from, and the Cuban people deserve our solidarity against US imperialism, I make no apologies for that I’m afraid"
2455,2455,2455,1.308890290602881e+18,2020-09-23 22:05:37+00:00,['1308890290602881029'],@tonymc39 Sure those immigration regulations have nothing to do with any international context! Do you think Cuban doctors are “slaves”????Stop ignoring the point of the tweet anyway
2457,2457,2457,1.3088891693814252e+18,2020-09-23 22:01:10+00:00,['1308889169381425157'],@CamBeavanKing Did Brexit not even happen?
2458,2458,2458,1.3088890822742385e+18,2020-09-23 22:00:49+00:00,['1308889082274238464'],@CamBeavanKing Good electoral analysis v good
2459,2459,2459,1.3088889261872906e+18,2020-09-23 22:00:12+00:00,['1308888926187290626'],"@lmharpin During a pandemic and economic crisis, even more so"
2460,2460,2460,1.3088888619474207e+18,2020-09-23 21:59:57+00:00,['1308888861947420673'],"@lmharpin Not what I said. The debates around it, on the Tories terrain, in an attempt to win back voters we lost as if that’s the *main* thing they care about... are meaningless, yes"
2462,2462,2462,1.3088874899108987e+18,2020-09-23 21:54:30+00:00,['1308887489910898688'],"We can’t out-Tory the Tories on being social conservative - and they love to see us try. 

The leadership have deeply misjudged what the public are crying out for before even getting onto the red lines socialists should have &amp; the issues we should be shifting public opinion on"
2463,2463,2463,1.3088863116554076e+18,2020-09-23 21:49:49+00:00,['1308886311655407617'],"Why are we shifting the political terrain towards meaningless debates around patriotism and now being complicit in the covering up of human rights abuses rather than advocating for meaningful change in our economy, our public services and for peace &amp; human rights here and abroad"
2470,2470,2470,1.3081321914829087e+18,2020-09-21 19:53:13+00:00,['1308132191482908679'],"Good catch up with the @GMBYoungMembers committee tonight! This Wednesday I'll be speaking to @UoSLabour  and this Sat I'm joining @DSA_Intl_Comm with a panel of European activists and experts to speak about how the left are responding to COVID crisis 👇

https://t.co/sva3R9uJ0H"
2472,2472,2472,1.3081076362236846e+18,2020-09-21 18:15:38+00:00,['1308107636223684613'],@WillSheret @CllrSeema Legend
2477,2477,2477,1.3080117256487365e+18,2020-09-21 11:54:31+00:00,['1308011725648736258'],@Olly4Northfield It’s my reaction to anything stressful happening at work
2479,2479,2479,1.307810718725673e+18,2020-09-20 22:35:47+00:00,['1307810718725672961'],https://t.co/zq6dRAES1H https://t.co/qHDgqBf3UX
2485,2485,2485,1.3070520117252465e+18,2020-09-18 20:20:58+00:00,['1307052011725246475'],@marcusbarnett_ 🤩
2489,2489,2489,1.306719002207703e+18,2020-09-17 22:17:42+00:00,['1306719002207703043'],🤩🤩 https://t.co/53Rkqt4wyb
2491,2491,2491,1.3067183776171008e+18,2020-09-17 22:15:13+00:00,['1306718377617100803'],@mrchrisle Thanks !
2495,2495,2495,1.3064912234405317e+18,2020-09-17 07:12:35+00:00,['1306491223440531457'],@SouthEastYL
2496,2496,2496,1.3063339977069404e+18,2020-09-16 20:47:50+00:00,['1306333997706940416'],The Green Party yet again selling out workers - don’t trust them https://t.co/HV0S0d2Ddl
2503,2503,2503,1.3048491050810532e+18,2020-09-12 18:27:24+00:00,['1304849105081053185'],@jamiewahyu Congrats Jamie!!
2504,2504,2504,1.304840129736061e+18,2020-09-12 17:51:44+00:00,['1304840129736060932'],@TyronWilson @graceblakeley @mattzarb pmsl
2506,2506,2506,1.3048392826082875e+18,2020-09-12 17:48:22+00:00,['1304839282608287746'],We can’t afford not to have a Green New Deal. https://t.co/KTD5oflKnJ
2507,2507,2507,1.3048329899233567e+18,2020-09-12 17:23:22+00:00,['1304832989923356672'],@DawnHFoster @HazelJN
2509,2509,2509,1.3044257630311834e+18,2020-09-11 14:25:11+00:00,['1304425763031183361'],As if I am working nights on Halloween and Bonfire Night 😭😢 🎃 🎆 💔
2513,2513,2513,1.3043874357454234e+18,2020-09-11 11:52:53+00:00,['1304387435745423369'],@RoryMaclean7 Don’t confuse me - this Ian Murray is great!!
2523,2523,2523,1.303433601351127e+18,2020-09-08 20:42:41+00:00,['1303433601351127040'],@EnglishMangaBoy Omg
2524,2524,2524,1.3034255024813916e+18,2020-09-08 20:10:30+00:00,['1303425502481391618'],@bplantgmb @GMB_union @GMBYoungMembers @GMBPolitics Thanks Barbara!
2526,2526,2526,1.3034095345690092e+18,2020-09-08 19:07:03+00:00,['1303409534569009153'],@youngGMBER @GMB_union 🧡🧡🧡
2531,2531,2531,1.3033577481476178e+18,2020-09-08 15:41:17+00:00,['1303357748147617794'],@WillSheret 🧡
2532,2532,2532,1.303357641327104e+18,2020-09-08 15:40:51+00:00,['1303357641327104000'],@EliAldridge @GMB_union Thank you Eli
2534,2534,2534,1.3033574980160965e+18,2020-09-08 15:40:17+00:00,['1303357498016096261'],"@BenJoyceFoot Thank you Ben, definitely keep in contact we’re all in this together"
2535,2535,2535,1.3033566324711424e+18,2020-09-08 15:36:51+00:00,['1303356632471142409'],Please support my campaign at https://t.co/ZngzhZtu3y #Lara4NEC
2536,2536,2536,1.3033534913443062e+18,2020-09-08 15:24:22+00:00,['1303353491344306185'],"As an NHS doctor, I stand firmly in support of our union’s fights for a real living wage, proper sick pay for outsourced hospital cleaners working for ISS and other contractors, and to reverse the destructive privatisation of our NHS. 🧡 https://t.co/eJ5ZX1FqEN"
2537,2537,2537,1.303353193653506e+18,2020-09-08 15:23:11+00:00,['1303353193653506048'],"On the NEC I have worked tirelessly to increase the voice of young trade unionists in our party and tackle the anti-union hostility in Young Labour.  

I have worked to bring the industrial and political wings of our union together to help young members fight for a better world. https://t.co/0482Rk7mVa"
2538,2538,2538,1.303352859321344e+18,2020-09-08 15:21:51+00:00,['1303352859321344001'],GMB provided me with knowledge to face managers against attempts introduce a “flexible” contract. I know how important it is to ensure young workers are not only supported individually by strong unions but also to understand that the union is powered by collective organising https://t.co/DtOKiUNK3T
2539,2539,2539,1.3033527343311626e+18,2020-09-08 15:21:21+00:00,['1303352734331162628'],"When I first started working at ASDA in Hastings I was encouraged to join the GMB and as my colleagues and I began to see more problems in our store and across ASDA, GMB supported us to organise together https://t.co/QYICa790Qt"
2540,2540,2540,1.3033524428102287e+18,2020-09-08 15:20:12+00:00,['1303352442810228741'],I would like to thank GMB comrades from the bottom of my heart for putting their faith in me and supporting my campaign. I look forwards to continuing to work closely with @GMB_Union as I have done over the past two years https://t.co/Sr1zQROpRY
2541,2541,2541,1.3033522657601782e+18,2020-09-08 15:19:29+00:00,['1303352265760178178'],"Extremely proud to have the backing of my union @GMB_Union to be Labour’s NEC Youth Rep.

As a young worker, it was the GMB that politicised me in the need for strong unions and workers’ rights. 

If re-elected I will continue to ensure that unions are at the heart of our party. https://t.co/Hqrt13M6Po"
2548,2548,2548,1.302602687603708e+18,2020-09-06 13:40:56+00:00,['1302602687603707926'],@nabeelamowlana Solidarity Nabeela
2552,2552,2552,1.3019708921305743e+18,2020-09-04 19:50:24+00:00,['1301970892130574336'],@DannyFiler Miss ya!
2553,2553,2553,1.301960664660009e+18,2020-09-04 19:09:46+00:00,['1301960664660008968'],@DannyFiler The extent of my advice was put your fucking foot up you lunatic rather than bleed all across the floor... Tend to treat patients with less alcohol in my blood now so have improved greatly 😘
2560,2560,2560,1.3009210675994296e+18,2020-09-01 22:18:47+00:00,['1300921067599429634'],"I have seen how broken the social care system is in my personal life and in my professional life on a daily basis. 

Immensely powerful to see @LabourRichard standing strong and calling for a National Care Service and nothing less.

Such a deep crisis demands this solution ✊ https://t.co/r0nB6ZMohe"
2564,2564,2564,1.3008907253542134e+18,2020-09-01 20:18:12+00:00,['1300890725354213382'],@_BvdM Lmfao
2566,2566,2566,1.3008847121525391e+18,2020-09-01 19:54:19+00:00,['1300884712152539137'],Lol https://t.co/QSIwNiOjT9
2568,2568,2568,1.3008776599631094e+18,2020-09-01 19:26:17+00:00,['1300877659963109379'],@LeftieStats @JessicaLBarnard Thank you 🙏
2570,2570,2570,1.3008751700187423e+18,2020-09-01 19:16:24+00:00,['1300875170018742272'],@lwhb__ Thanks Laurie!
2572,2572,2572,1.3008731122638316e+18,2020-09-01 19:08:13+00:00,['1300873112263831553'],"🌟 Take a look at my new campaign website 🌟

https://t.co/ZngzhZtu3y

Find out why I am re-standing, who is backing my campaign and sign up to hear more about my pledges! 📧

You can email me at mcneill.lara@yahoo.co.uk to contribute to my manifesto or ask me any questions! 🗳️"
2578,2578,2578,1.3004365134786314e+18,2020-08-31 14:13:20+00:00,['1300436513478631424'],Thank you @durhamunilabour 🤩 https://t.co/6xG5pTKCWo
2581,2581,2581,1.3001810978049556e+18,2020-08-30 21:18:24+00:00,['1300181097804955650'],@johnpmerrick Fuck! 😂 hope you’re ok
2584,2584,2584,1.29978483702127e+18,2020-08-29 19:03:48+00:00,['1299784837021270020'],Just slightly windy at the top of Snowdon ⛰ https://t.co/ekz0YZnDku
2589,2589,2589,1.2993189944454472e+18,2020-08-28 12:12:43+00:00,['1299318994445447171'],Vote here: https://t.co/LChAm02M2J
2590,2590,2590,1.299318807186608e+18,2020-08-28 12:11:58+00:00,['1299318807186608129'],Just voted for @Lamar__Campbell to be the left candidate for international officer in the @PeoplesMomentum primaries 🤩 🚩 https://t.co/HuzhdMh99H
2595,2595,2595,1.2987846107012588e+18,2020-08-27 00:49:16+00:00,['1298784610701258753'],@queenesther95 It was just advice
2596,2596,2596,1.2987765046005883e+18,2020-08-27 00:17:03+00:00,['1298776504600588293'],@queenesther95 I would advise throwing the packet of pasta directly at her face
2597,2597,2597,1.298774887004332e+18,2020-08-27 00:10:37+00:00,['1298774887004332033'],@WillSheret Desgusten
2599,2599,2599,1.298361731627049e+18,2020-08-25 20:48:53+00:00,['1298361731627048961'],@hattyeru @YoungLabourUK @UKLabour Hmm 👀 I think they are discussing this tomorrow - will update. Acceptance letter should be fine.
2600,2600,2600,1.2983613822918738e+18,2020-08-25 20:47:30+00:00,['1298361382291873792'],@hattyeru @YoungLabourUK @UKLabour Do you have an acceptance letter?
2601,2601,2601,1.2983437796158792e+18,2020-08-25 19:37:33+00:00,['1298343779615879171'],@JessicaLBarnard 🥵 🥵
2602,2602,2602,1.2983434794043064e+18,2020-08-25 19:36:22+00:00,['1298343479404306433'],@CaoimheHaleLab 😍
2603,2603,2603,1.2983188547923272e+18,2020-08-25 17:58:31+00:00,['1298318854792327170'],"Panels sit during working hours so availability of NEC members varies. It’s important to attribute the positive changes to all those involved over the last few years, not just give selective information to encourage votes for a campaign"
2605,2605,2605,1.2983182158950277e+18,2020-08-25 17:55:58+00:00,['1298318215895027719'],Very important thread https://t.co/tG7csJdG1A
2607,2607,2607,1.2982812669414932e+18,2020-08-25 15:29:09+00:00,['1298281266941493252'],What a tragic tragic consequence of our broken system. Rest in peace  https://t.co/6vfWs2tSpN
2610,2610,2610,1.29780092807936e+18,2020-08-24 07:40:27+00:00,['1297800928079360006'],@WillSheret @SwanageRailway 😮😮😮😮
2612,2612,2612,1.297632805262971e+18,2020-08-23 20:32:24+00:00,['1297632805262970893'],@redbethmond Hi
2622,2622,2622,1.2962205338356818e+18,2020-08-19 23:00:32+00:00,['1296220533835681793'],https://t.co/ZciCobjmR4 https://t.co/8B0v4QRN66
2627,2627,2627,1.295990520137818e+18,2020-08-19 07:46:32+00:00,['1295990520137818112'],@LauraHeathh_ 💪🏼💪🏼
2630,2630,2630,1.2958440771628974e+18,2020-08-18 22:04:38+00:00,['1295844077162897410'],"@declanmclean @elsieortong That’s not achieved in other regions either. Personally, I think regional AGMs in person are important. But yes if SYL wants that change, we should talk about making it happen - I’m all ears"
2631,2631,2631,1.2958424538749747e+18,2020-08-18 21:58:11+00:00,['1295842453874974722'],"@declanmclean @elsieortong On balance, I think introducing OMOV in this way was necessary and I don’t think an alternative existed. Important points on respecting &amp; improving autonomy &amp; keeping members informed though"
2632,2632,2632,1.2958404117732762e+18,2020-08-18 21:50:04+00:00,['1295840411773276160'],@declanmclean @elsieortong A devolved rule book doesn’t exist to cover these things... but I understand what you’re saying. This wasn’t some dodgy thing to undermine Scotland - no one raised a single concern ha
2633,2633,2633,1.295838543659643e+18,2020-08-18 21:42:38+00:00,['1295838543659642883'],@KeiranON @elsieortong Not SEC / Scottish conference but to be fair that’s the role of the Scottish Rep on the YLNC and NEC to raise. Or any delegates at conference. Accept some things slip through the net and good to be aware but don’t think it changes this much in this instance except delivering omov
2634,2634,2634,1.2958379073332838e+18,2020-08-18 21:40:07+00:00,['1295837907333283841'],"@declanmclean @elsieortong It wasn’t London, it was the NEC and conference to be fair. Point taken on autonomy of course but I don’t think this is the best example as it is a positive and consistent rule change through the UK"
2635,2635,2635,1.295837522401153e+18,2020-08-18 21:38:35+00:00,['1295837522401153024'],"@KeiranON @elsieortong Maybe so, I’m thinking how can we make that happen though rather than just claiming it was done with no Scottish members oversight rather than the reality which is just consistently and the available method at the time to introduce Omov"
2636,2636,2636,1.2958368921523732e+18,2020-08-18 21:36:05+00:00,['1295836892152373254'],"@elsieortong That was not possible as far as I’m aware in the democracy review rule changes, so OMOV was introduced in keeping with other regions. I’m not aware of an alternative but am open to someone telling me! I would argue SYL have autonomy to an extent like the other regional groups"
2637,2637,2637,1.295836288759865e+18,2020-08-18 21:33:41+00:00,['1295836288759865345'],@CianIreland3 @elsieortong If I am wrong - let me know what we can change
2638,2638,2638,1.295836244082131e+18,2020-08-18 21:33:30+00:00,['1295836244082130944'],@CianIreland3 @elsieortong I’m not sure on mass members will be alienated because they can all vote for their chair &amp; Scottish YL has the autonomy on its campaigns / activity / members of its committee and anyone is able to make representations to myself and the YLNC if they want to change anything
2639,2639,2639,1.2958357859634831e+18,2020-08-18 21:31:41+00:00,['1295835785963483138'],"@KeiranON @elsieortong If that’s so, it’s up for the GLU to advise the NEC that the rule change was not possible - I don’t believe that is the current advice. I’m just interested in why the change is so opposed beyond autonomy - which on most issues, SYL will have."
2640,2640,2640,1.2958351785904456e+18,2020-08-18 21:29:16+00:00,['1295835178590445568'],@CianIreland3 @elsieortong Because unless SYL is calling for major differences IE not omov for chair - the Q of the rule change is simply academic. I understand that people are annoyed didn’t realise but it was public as uninteresting rule changes can be!
2641,2641,2641,1.295834882447417e+18,2020-08-18 21:28:06+00:00,['1295834882447417356'],@CianIreland3 @elsieortong The makeup of the national committee had to be addressed in the democracy review through rule changes which National conf decided. The decisions around that had Scottish input. What would the structures in regards to chair be alternatively out of interest
2642,2642,2642,1.2958342656414556e+18,2020-08-18 21:25:39+00:00,['1295834265641455623'],@KeiranON @elsieortong Thanks Keiran. What exactly is the counter proposal though? Because the other option would have been to leave those nations without OMOV as that rule change went through (the YLNC&amp;NEC&amp; annual conference who didn’t object and all have Scottish representation)
2643,2643,2643,1.2958325731056394e+18,2020-08-18 21:18:55+00:00,['1295832573105639427'],@elsieortong It was discussed widely in the democracy review and at a national committee level with representation from Scotland. It allows the nations to also benefit from OMOV in their elections. If SYL don’t want OMOV for their chair that’s news to me and I’ve never had a concern raised
2644,2644,2644,1.2958322229189018e+18,2020-08-18 21:17:31+00:00,['1295832222918901773'],@elsieortong Just to say - this was very public at the time and represents better communication between regions &amp; nations and the national committee by combining two roles. It allows all members to vote for their chair instead of a conference and the committee will be elected annually
2658,2658,2658,1.2949954708136673e+18,2020-08-16 13:52:34+00:00,['1294995470813667328'],@IanLaveryMP ✊❤️
2659,2659,2659,1.2947330394242212e+18,2020-08-15 20:29:46+00:00,['1294733039424221186'],@StephenNaulls @icsmsu @ImperialMed @icsmalumni Congrats Stephen!! V well done
2671,2671,2671,1.2939863968610836e+18,2020-08-13 19:02:52+00:00,['1293986396861083648'],@DaveWardGS 💯
2675,2675,2675,1.293965996538114e+18,2020-08-13 17:41:48+00:00,['1293965996538114051'],Thanks to @labour_ljmu students for speaking to me tonight about Young Labour &amp; the NEC - do reach out if you have any questions 🥰 https://t.co/Ap20tCvvgZ
2677,2677,2677,1.2939654090922394e+18,2020-08-13 17:39:28+00:00,['1293965409092239365'],"Thank you all who have nominated me  so far!

🌟 I’M ON THE BALLOT 🌟 

You can still nominate me here: https://t.co/SrXsYMOKPq and my membership number is L1326015. 

Stay tuned for my manifesto drop... ✍️ https://t.co/LtSt9i3wqW"
2680,2680,2680,1.293915739498246e+18,2020-08-13 14:22:06+00:00,['1293915739498246151'],@LAnthonyFarley 🦸‍♂️
2682,2682,2682,1.2939109301037957e+18,2020-08-13 14:03:00+00:00,['1293910930103795712'],"When your parents didn’t go to uni, the system is hard and scary to navigate - so I’m extra proud of her. State school kids from non-grad households are always behind grammar and private school kids and today highlights the discrepancy even further. **** the Tories"
2683,2683,2683,1.293909136191578e+18,2020-08-13 13:55:52+00:00,['1293909136191578112'],So so proud of my little sister who has just achieved AAA in her A Levels. She’s worked so hard amongst lots of stresses including losing a parent and now she’s going to be working in social care before she goes to uni. My little 💫 🦸‍♀️
2686,2686,2686,1.2938584678711828e+18,2020-08-13 10:34:32+00:00,['1293858467871182850'],@d_j_frost No. Mature students should be represented in new structures but they’re not right now as we haven’t created them and are going through YL to allow OMOV
2687,2687,2687,1.2938468701214228e+18,2020-08-13 09:48:27+00:00,['1293846870121422848'],@GedNichols @charlotte2153 🤩🤩
2688,2688,2688,1.2938436057701786e+18,2020-08-13 09:35:28+00:00,['1293843605770178560'],@timsykes3 @YoungLabourUK @mrwtch It just switches each time
2696,2696,2696,1.2933120301543956e+18,2020-08-11 22:23:11+00:00,['1293312030154395650'],@michaeljswalker @OwenJones84 No expert but I’m not convinced. Crisis times as well. What’s Biden offering to the lay person beyond “not Trump” that inspires a positive vote. Campign wont win on anti-Trump votes
2697,2697,2697,1.2933114034540626e+18,2020-08-11 22:20:41+00:00,['1293311403454062593'],@OwenJones84 But also understanding how that argument won’t cut through to many who won’t vote and can you blame them
2698,2698,2698,1.293311255067992e+18,2020-08-11 22:20:06+00:00,['1293311255067992064'],@OwenJones84 Yeah not disagreeing just reading it like ... summarises the depressing state lol
2699,2699,2699,1.2933108294719035e+18,2020-08-11 22:18:24+00:00,['1293310829471903744'],You can understand why the options aren’t exactly inspiring people https://t.co/NaTxKBh7Bf
2701,2701,2701,1.2932923031221576e+18,2020-08-11 21:04:47+00:00,['1293292303122157574'],"“Where Labour Students of the past... built careers, we will build socialists” ✊🏼 https://t.co/02GXt16yBG"
2707,2707,2707,1.2932782688425492e+18,2020-08-11 20:09:01+00:00,['1293278268842549248'],@nabeelamowlana @comradefraz @micaelatr_ 🔥
2712,2712,2712,1.2932544301005128e+18,2020-08-11 18:34:18+00:00,['1293254430100512768'],I feel sick. This is not good enough. Why is it so hard for Labour shadow ministers to humanise refugees drowning in desperate circumstances? https://t.co/COOqCrdI6C
2715,2715,2715,1.293242109504508e+18,2020-08-11 17:45:20+00:00,['1293242109504507904'],@DannyFiler @AdamAllnutt FPTPi believe. Also Jess is the current VC of Young Labour lol. Just because she wasn’t a London activist ;)
2719,2719,2719,1.292827672284934e+18,2020-08-10 14:18:31+00:00,['1292827672284934146'],Don’t miss this later 👇 https://t.co/CCnIPF8RyQ
2720,2720,2720,1.2925661059874406e+18,2020-08-09 20:59:09+00:00,['1292566105987440640'],@robdelaney @pritipatel @Betfred 🤩
2721,2721,2721,1.2925651247509422e+18,2020-08-09 20:55:15+00:00,['1292565124750942215'],@DawnHFoster Oh Dawn 😿😿 youre always in the wars. I hope your health takes a turn for the better soon!!!
2723,2723,2723,1.2925594417499996e+18,2020-08-09 20:32:40+00:00,['1292559441749999617'],@broxtoweyouth @ScarlettOWest Thank you ✊🏼 all power to you guys
2724,2724,2724,1.2925589991041638e+18,2020-08-09 20:30:54+00:00,['1292558999104163840'],@SamHarriss00 Thanks Sam!
2728,2728,2728,1.292536627521368e+18,2020-08-09 19:02:00+00:00,['1292536627521368066'],@DawnButlerBrent @metpoliceuk Solidarity - awful
2731,2731,2731,1.2921311866729144e+18,2020-08-08 16:10:56+00:00,['1292131186672914436'],@lydia_p1997 @MSuhail0 Thanks so much Lydia!
2733,2733,2733,1.2921034167397007e+18,2020-08-08 14:20:35+00:00,['1292103416739700736'],"Being grateful for the NHS can’t be an apolitical act - the lack of strong socialist analysis for decades has allowed weekly clapping to replace reform. 

Love for the NHS must mean demanding health before profit and better pay &amp; rights for our staff!

#NHSWorkersSayNO #NHSPay15 https://t.co/pVXlPRGK12"
2735,2735,2735,1.2919998950969057e+18,2020-08-08 07:29:13+00:00,['1291999895096905728'],@StephenNaulls Lifts and parking are far superior out of hours ! I’m sure you’re smashing it
2737,2737,2737,1.2918265619944243e+18,2020-08-07 20:00:28+00:00,['1291826561994424322'],@jackbuck123 Hope you feel better soon!
2742,2742,2742,1.2917987404880282e+18,2020-08-07 18:09:54+00:00,['1291798740488028163'],"“If billionaires like Richard Branson can be bailed out by the Government, why can’t money be spent on giving NHS workers a proper pay rise?” @RHarrisonGMB 👏🏼"
2743,2743,2743,1.291798381480874e+18,2020-08-07 18:08:29+00:00,['1291798381480873987'],"Love this placard from NHS nurse and Labour councillor Iain. 

Support our frontline staff with our trade union movement TOMORROW 🚩 

Read here: https://t.co/NVnWvu7NT2 https://t.co/bENxXyccrg"
2751,2751,2751,1.2914382532712858e+18,2020-08-06 18:17:27+00:00,['1291438253271285760'],@ItsLewisBaker1 @ChloeAHopkins 💪🏼 🌈
2753,2753,2753,1.2914240288262308e+18,2020-08-06 17:20:56+00:00,['1291424028826230785'],"Come and join NHS staff across the country THIS SATURDAY to demand a pay rise from this useless government. 💰 

Hull colleagues: https://t.co/18Od2h1h5Y

 https://t.co/8RXp0QTbWr"
2757,2757,2757,1.2910816017708278e+18,2020-08-05 18:40:15+00:00,['1291081601770827777'],@mrwtch Happy birthday 🎉
