Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english
728,728,728,1.4565920509971456e+18,2021-11-05 11:59:41+00:00,['1456592050997145600'],@irishayesha Any ice cream?, any ice cream,False
729,729,729,1.4565498594025964e+18,2021-11-05 09:12:02+00:00,['1456549859402596358'],Deeply revealing headlines for ⁦@BorisJohnson⁩ ‘s increasingly chaotic leadership. ‘Owen goal' appears to be tip of ⁦@Conservatives ⁩ “sleaze” with Johnson’s flat and ⁦@MattHancock⁩ ‘s  #COVID “mates fast track” top of the list https://t.co/G9TZt4TL6b,deeply revealing headlines for  s increasingly chaotic leadership owen goal' appears to be tip of   sleaze with johnsons flat and  s   mates fast track top of the list ,False
731,731,731,1.4563961593464136e+18,2021-11-04 23:01:17+00:00,['1456396159346413571'],"Many years ago Prof of Paed Oncology asked medical students to find out where/how parents found out most &amp; most useful info about children. Answer: an amazing ward “coffee lady” and always pinpoint accurate, so they worked with her to develop communication in unit. @elinlowri https://t.co/Mmaed9VBDB",many years ago prof of paed oncology asked medical students to find out wherehow parents found out most amp most useful info about children answer an amazing ward coffee lady and always pinpoint accurate so they worked with her to develop communication in unit  ,False
732,732,732,1.4563316109372498e+18,2021-11-04 18:44:48+00:00,['1456331610937249798'],@JustinTomlinson Can I ask how you voted on @andrealeadsom ‘s ammendment on Tuesday and whether Rees-Mogg should have intervened earlier. It is difficult to imagine any principled voter not being shocked by the idea of supporting “sleaze”, can i ask how you voted on  s ammendment on tuesday and whether reesmogg should have intervened earlier it is difficult to imagine any principled voter not being shocked by the idea of supporting sleaze,False
733,733,733,1.4563307615027077e+18,2021-11-04 18:41:25+00:00,['1456330761502707713'],@JackLopresti Can I ask how you voted on the @andrealeadsom ammendment and whether you think #JRM should have intervened before Tuesday’s debate?, can i ask how you voted on the  ammendment and whether you think  should have intervened before tuesdays debate,False
734,734,734,1.4563297440525926e+18,2021-11-04 18:37:22+00:00,['1456329744052592642'],@Jennife10651535 Well done DD 🧡, well done dd ,False
735,735,735,1.4562634698004316e+18,2021-11-04 14:14:01+00:00,['1456263469800431628'],Glad that Jacob Rees-Mogg has acknowledged that ⁦@BorisJohnson⁩ has badly misjudged the ⁦@OwenPaterson⁩ row. The COVID gravy train and Boris’s flat will test the honest members loyalty further. ⁦@michelledonelan⁩  https://t.co/8bL6mfT0cU,glad that jacob reesmogg has acknowledged that  has badly misjudged the  row the covid gravy train and boriss flat will test the honest members loyalty further   ,False
737,737,737,1.4559951791067136e+18,2021-11-03 20:27:56+00:00,['1455995179106713601'],Mr Bell @AaronBell4NUL well done for standing up for integrity https://t.co/cKe3j2K6dO,mr bell  well done for standing up for integrity ,False
738,738,738,1.4558851346543163e+18,2021-11-03 13:10:39+00:00,['1455885134654316555'],@Jennife10651535 Is that a combined effort of you and your DD?, is that a combined effort of you and your dd,False
739,739,739,1.4553342965841306e+18,2021-11-02 00:41:49+00:00,['1455334296584130561'],@JoCourgetter Well said!, well said,False
740,740,740,1.4553340374264095e+18,2021-11-02 00:40:47+00:00,['1455334037426409472'],@techpriest Our local bookshop will almost always get any new book in the next day if they don’t have it in stock &amp; ‘phone me when it arrives. Older books I order second hand online., our local bookshop will almost always get any new book in the next day if they dont have it in stock amp phone me when it arrives older books i order second hand online,False
742,742,742,1.4551305838442455e+18,2021-11-01 11:12:20+00:00,['1455130583844245508'],@BeccaMedic What was his name? I hope you and your family can share your memories of him; and allow laughter and tears to mix as you recall his life. I still see the effect on my remaining children of losing their brother nearly 5 years ago. We all miss him and the space he left., what was his name i hope you and your family can share your memories of him and allow laughter and tears to mix as you recall his life i still see the effect on my remaining children of losing their brother nearly  years ago we all miss him and the space he left,False
743,743,743,1.4548149693803438e+18,2021-10-31 14:18:12+00:00,['1454814969380343810'],@DrHFRyan Hurt, hurt,False
744,744,744,1.4547023816738898e+18,2021-10-31 06:50:49+00:00,['1454702381673889802'],@DrZeshanQureshi Reading stories, reading stories,False
746,746,746,1.4544048961329316e+18,2021-10-30 11:08:43+00:00,['1454404896132931588'],@Louperb Send a message and say she is in your thoughts. Ask if there is anything you can do and if you can think of something “small and nice” (?soap) send that with your ❤️., send a message and say she is in your thoughts ask if there is anything you can do and if you can think of something small and nice soap send that with your ,False
747,747,747,1.453664119555494e+18,2021-10-28 10:05:08+00:00,['1453664119555493888'],@timmytapper @michelledonelan It sounds as if @BorisJohnson has “heard” voters concern about sewage; and those principled MPs such as @RobertBuckland I believe ministers should vote with their conscience on such an important issue for their constituents and local rivers can be truly foul.,  it sounds as if  has heard voters concern about sewage and those principled mps such as  i believe ministers should vote with their conscience on such an important issue for their constituents and local rivers can be truly foul,False
749,749,749,1.4534986503577969e+18,2021-10-27 23:07:37+00:00,['1453498650357796869'],"@RslewisSally They are highly experienced, broad based and knowledgeable professionals", they are highly experienced broad based and knowledgeable professionals,False
750,750,750,1.4534956554864353e+18,2021-10-27 22:55:43+00:00,['1453495655486435330'],@SteinJock Pain of critical limb ischaemia (continuous severe and unrelenting) and Kidney Stones (severe and usually intermittent) are the two worst pains I have observed as a doctor., pain of critical limb ischaemia continuous severe and unrelenting and kidney stones severe and usually intermittent are the two worst pains i have observed as a doctor,False
751,751,751,1.4534660259791667e+18,2021-10-27 20:57:59+00:00,['1453466025979166724'],@timmytapper @michelledonelan I noticed that fellow Wiltshire @Conservatives MP  @RobertBuckland in whose constituency there have been real problems with sewage discharge didn’t join in support. It must be tough as a minister to know which issues to break ranks on.,  i noticed that fellow wiltshire  mp   in whose constituency there have been real problems with sewage discharge didnt join in support it must be tough as a minister to know which issues to break ranks on,False
752,752,752,1.4534647192648294e+18,2021-10-27 20:52:47+00:00,['1453464719264829454'],@timmytapper @michelledonelan She usually replies quite promptly to letters if there is a clear question. I think on balance my asking question on Twitter was not the best approach. 😊,  she usually replies quite promptly to letters if there is a clear question i think on balance my asking question on twitter was not the best approach ,False
753,753,753,1.4534640747428127e+18,2021-10-27 20:50:14+00:00,['1453464074742812673'],@BlackM1710 @ollieburtonmed I think I would ask if there was anything I could do to help them get a good recording. Ask if they want to put on desk and if there is something they are particularly keen not to miss. For years I dictated my clinic letters in front of patients so they could “agree”,  i think i would ask if there was anything i could do to help them get a good recording ask if they want to put on desk and if there is something they are particularly keen not to miss for years i dictated my clinic letters in front of patients so they could agree,False
754,754,754,1.4534630941103268e+18,2021-10-27 20:46:20+00:00,['1453463094110326784'],This!! https://t.co/uEBwIKN2v4,this ,False
755,755,755,1.4530893314097398e+18,2021-10-26 20:01:08+00:00,['1453089331409739778'],@michelledonelan do you have a message for your constituents about the Government’s reluctance to address the frequent discharge of raw sewage into our rivers in Wiltshire and your support for such a stance?, do you have a message for your constituents about the governments reluctance to address the frequent discharge of raw sewage into our rivers in wiltshire and your support for such a stance,False
758,758,758,1.4530870776214487e+18,2021-10-26 19:52:11+00:00,['1453087077621448704'],@PlantNetProject Recently I made a donation to Plantnet and now every time I open the App I have to turn off a new invitation. This is VERY counterproductive! Can I turn off frequent invitations?, recently i made a donation to plantnet and now every time i open the app i have to turn off a new invitation this is very counterproductive can i turn off frequent invitations,False
759,759,759,1.453034960097583e+18,2021-10-26 16:25:05+00:00,['1453034960097583114'],@smartie999 @dona_fall They might like an occasion when someone actually listens to what they say!,  they might like an occasion when someone actually listens to what they say,False
760,760,760,1.452720592818479e+18,2021-10-25 19:35:54+00:00,['1452720592818479106'],@Jennife10651535 That is the first ever typo I have seen on your timeline! You must have been “n***d to be so flustered. 🥰, that is the first ever typo i have seen on your timeline you must have been nd to be so flustered ,False
763,763,763,1.451605842470523e+18,2021-10-22 17:46:17+00:00,['1451605842470522885'],"Special thank you to my 2 new followers from France, and more last week. https://t.co/7rODIn5ld8 https://t.co/v6RbeMaHbw",special thank you to my  new followers from france and more last week  ,False
764,764,764,1.451464303844991e+18,2021-10-22 08:23:51+00:00,['1451464303844990976'],@theveindoc Are the French asking for proof of your booster?, are the french asking for proof of your booster,False
765,765,765,1.451102073135698e+18,2021-10-21 08:24:29+00:00,['1451102073135697920'],@Digitalnun Hope worry and pain were not what was part of your vigil?, hope worry and pain were not what was part of your vigil,False
768,768,768,1.450763423793533e+18,2021-10-20 09:58:48+00:00,['1450763423793532929'],@MattHancock Don’t you have any shame?, dont you have any shame,False
769,769,769,1.450763228594819e+18,2021-10-20 09:58:02+00:00,['1450763228594819072'],"@West_Suffolk @MattHancock @greensuffolk @WestSflkGrowth Interesting to see your support for @MattHancock as your MP. Surprised, as I thought the good folk of West Suffolk might have been looking around for a replacement after his egregious indifference to COVID rules and the scandalous VIP lane corruption. Poor wife and children",    interesting to see your support for  as your mp surprised as i thought the good folk of west suffolk might have been looking around for a replacement after his egregious indifference to covid rules and the scandalous vip lane corruption poor wife and children,False
770,770,770,1.450561273578627e+18,2021-10-19 20:35:32+00:00,['1450561273578627080'],@MrsKaylinTaylor What a lovely tribute to your Grampy. He sounds a very special chap. Keep talking about him and allow laughter as you remember him in life., what a lovely tribute to your grampy he sounds a very special chap keep talking about him and allow laughter as you remember him in life,False
771,771,771,1.4505517611109622e+18,2021-10-19 19:57:44+00:00,['1450551761110962177'],"Profoundly disturbing, apparently reputable journalist @johnrobertsFox albeit from notorious  “anti-vaccination” news channel @FoxNews should consider the death of Gen Powell an opportunity to spread malicious misinformation about COVID vaccination. He had multiple myeloma. https://t.co/oq0mncVHSR",profoundly disturbing apparently reputable journalist  albeit from notorious  antivaccination news channel  should consider the death of gen powell an opportunity to spread malicious misinformation about covid vaccination he had multiple myeloma ,False
772,772,772,1.4496899715945636e+18,2021-10-17 10:53:17+00:00,['1449689971594563585'],@SineadfromGuern She is very elegant; that is a lovely photograph., she is very elegant that is a lovely photograph,False
773,773,773,1.4496898660155433e+18,2021-10-17 10:52:52+00:00,['1449689866015543300'],"@SineadfromGuern What was her name? Did she have a “pet name” for you, perhaps one that only she used?", what was her name did she have a pet name for you perhaps one that only she used,False
774,774,774,1.4494662725220598e+18,2021-10-16 20:04:23+00:00,['1449466272522059783'],@janebramley PS it is a hugely demanding role. We have a male relative staying with us who has been an unpaid carer for 10yrs. It has left deep scars. He isn’t a parent. Your child is your priority. Best wishes to you and your mum., ps it is a hugely demanding role we have a male relative staying with us who has been an unpaid carer for yrs it has left deep scars he isnt a parent your child is your priority best wishes to you and your mum,False
775,775,775,1.4494655073594655e+18,2021-10-16 20:01:21+00:00,['1449465507359465473'],I am astonished and would normally suggest that such sexist presumption was reported formally. Of course you will feel anxious that could affect her care. Can you speak to Ward Manager? Possible/probable this is part of a pattern? https://t.co/D6sDM6PQfp,i am astonished and would normally suggest that such sexist presumption was reported formally of course you will feel anxious that could affect her care can you speak to ward manager possibleprobable this is part of a pattern ,False
776,776,776,1.4494643619285606e+18,2021-10-16 19:56:48+00:00,['1449464361928560647'],@smartie999 I always knew she was going far! This is just reward for excellence!!, i always knew she was going far this is just reward for excellence,False
777,777,777,1.448966957575938e+18,2021-10-15 11:00:17+00:00,['1448966957575938049'],@ClareGerada Do you sense where the negative briefings are coming from? It is no surprise when it is the Daily Hate but many of the other newspapers incl surprisingly @thetimes have jumped on the bandwagon. Is this because of briefings from No. 10?, do you sense where the negative briefings are coming from it is no surprise when it is the daily hate but many of the other newspapers incl surprisingly  have jumped on the bandwagon is this because of briefings from no ,False
780,780,780,1.4486016039682294e+18,2021-10-14 10:48:30+00:00,['1448601603968229390'],@legalhackette Tucked away on page 23 of @thetimes is a shocking story that shows how trivial the @metpoliceuk consider sexual harassment by it’s officers. https://t.co/1DUqxBfpXw, tucked away on page  of  is a shocking story that shows how trivial the  consider sexual harassment by its officers ,False
782,782,782,1.448600780307669e+18,2021-10-14 10:45:14+00:00,['1448600780307668992'],@legalhackette tucked in on page 23 of @thetimes is a shocking illustration of how trivially the @metpoliceuk regard sexual offences perpetrated by Police Officers, tucked in on page  of  is a shocking illustration of how trivially the  regard sexual offences perpetrated by police officers,False
783,783,783,1.4485969038647132e+18,2021-10-14 10:29:50+00:00,['1448596903864713222'],@Smyth_Chris @katlay Do journalists despair when headline writers completely change the tenor of a carefully written article?,  do journalists despair when headline writers completely change the tenor of a carefully written article,False
785,785,785,1.4485775691006405e+18,2021-10-14 09:13:00+00:00,['1448577569100640256'],@strugglingmeds2 Big safe virtual hugs, big safe virtual hugs,False
786,786,786,1.44857730529561e+18,2021-10-14 09:11:57+00:00,['1448577305295609907'],@TshwaneTebogo @ChildrenOfFire Tshwane on the other hand I smile with pleasure that the person or people behind this account react and care about stories on their timeline. Unionism seems in a phase of change.,  tshwane on the other hand i smile with pleasure that the person or people behind this account react and care about stories on their timeline unionism seems in a phase of change,False
787,787,787,1.448576086904877e+18,2021-10-14 09:07:07+00:00,['1448576086904877056'],@Jennife10651535 Changing sheets is so much better done in pairs! That daughter of yours might (rightly) be slightly exasperated by her dear mum ❤️, changing sheets is so much better done in pairs that daughter of yours might rightly be slightly exasperated by her dear mum ,False
788,788,788,1.4481946969044214e+18,2021-10-13 07:51:36+00:00,['1448194696904421377'],@clifford0584 Look after yourself while you worry about your mum and Nala. Sleeping and eating are vital. Thoughts with you all., look after yourself while you worry about your mum and nala sleeping and eating are vital thoughts with you all,False
791,791,791,1.4480034463140946e+18,2021-10-12 19:11:38+00:00,['1448003446314094595'],@RslewisSally What a special synchronicity 🧡♥️❤️, what a special synchronicity ,False
792,792,792,1.4479996831174246e+18,2021-10-12 18:56:41+00:00,['1447999683117424656'],@JMC_1973 @MattHancock @UN That is certainly possible; though he wasn’t sacked for infidelity (how could @BorisJohnson do that with a straight face?). He resigned because of his disregard for rules he himself established.,   that is certainly possible though he wasnt sacked for infidelity how could  do that with a straight face he resigned because of his disregard for rules he himself established,False
793,793,793,1.4479761166024212e+18,2021-10-12 17:23:02+00:00,['1447976116602421253'],@irishayesha PS I am a huge fan ❤️❤️ (of her and of you of course!), ps i am a huge fan  of her and of you of course,False
794,794,794,1.4479759084475064e+18,2021-10-12 17:22:13+00:00,['1447975908447506438'],@irishayesha Are your Irish roots screaming in horror?, are your irish roots screaming in horror,False
795,795,795,1.447975373627695e+18,2021-10-12 17:20:05+00:00,['1447975373627695104'],@MattHancock @UN @ECA_OFFICIAL How very strange to address a letter to the “former Secretary of State…” and not add something along the lines of “sacked for dishonesty” or even “sacked for incompetence”after today’s report. This appointment is not a good look for the UN or @ECA_OFFICIAL,   how very strange to address a letter to the former secretary of state and not add something along the lines of sacked for dishonesty or even sacked for incompetenceafter todays report this appointment is not a good look for the un or ,False
796,796,796,1.4479582499747676e+18,2021-10-12 16:12:03+00:00,['1447958249974767618'],"@irishayesha The Daily Hate isn’t interested in such issues! “£100,000 for 3 days work”!!!", the daily hate isnt interested in such issues  for  days work,False
797,797,797,1.447865470997123e+18,2021-10-12 10:03:22+00:00,['1447865470997123075'],@MattHancock and @BorisJohnson bear great responsibility for this though so does Jeremy Hunt; as his successor inherited an avoidably ill prepared system. https://t.co/BlgRkir0ya, and  bear great responsibility for this though so does jeremy hunt as his successor inherited an avoidably ill prepared system ,False
799,799,799,1.4476930067657032e+18,2021-10-11 22:38:04+00:00,['1447693006765703171'],@PlantNetProject Good luck., good luck,False
800,800,800,1.4476927868164956e+18,2021-10-11 22:37:11+00:00,['1447692786816495620'],@MedStudentErin I also wonder whether your University DSA coordinator could help?, i also wonder whether your university dsa coordinator could help,False
801,801,801,1.4476923655698678e+18,2021-10-11 22:35:31+00:00,['1447692365569867776'],If possible try &amp; find someone to fight on your behalf even though you are clearly highly capable of doing so yourself. It is much more difficult for #DWP to practice botheration on a third party than on an individual though they still try! Have you tried @LawCentres @WiltsLaw? https://t.co/2If33kyhMs,if possible try amp find someone to fight on your behalf even though you are clearly highly capable of doing so yourself it is much more difficult for  to practice botheration on a third party than on an individual though they still try have you tried   ,False
802,802,802,1.447691287260541e+18,2021-10-11 22:31:14+00:00,['1447691287260540928'],Many parts of the benefit system do what they are doing to you. There is a “semiofficial” term called “botheration” by which they hope to cause folk so much trouble that they give up! https://t.co/x1bNb15mWr,many parts of the benefit system do what they are doing to you there is a semiofficial term called botheration by which they hope to cause folk so much trouble that they give up ,False
803,803,803,1.4476443800688271e+18,2021-10-11 19:24:50+00:00,['1447644380068827143'],"If this is “follow(ing) the law, their training and departmental policies"" it is an awful indictment of America. Ohio Police probed after paraplegic man screaming 'I'm paraplegic' dragged from car https://t.co/Rfc6uHsoET",if this is following the law their training and departmental policies it is an awful indictment of america ohio police probed after paraplegic man screaming 'i'm paraplegic' dragged from car ,False
804,804,804,1.4475750676600668e+18,2021-10-11 14:49:25+00:00,['1447575067660066826'],19 years after Andani’s stepfather attacked him and his mother when he was aged 12 and he suffered terrible burns he still struggles with the lifelong effects of his injuries. If you have time visit @ChildrenOfFire and if you are able consider supporting these determined folk. https://t.co/97NzAKUWlS, years after andanis stepfather attacked him and his mother when he was aged  and he suffered terrible burns he still struggles with the lifelong effects of his injuries if you have time visit  and if you are able consider supporting these determined folk ,False
805,805,805,1.4473091961611305e+18,2021-10-10 21:12:56+00:00,['1447309196161130498'],Good to read that ⁦@LUFC⁩ and ⁦@ChelseaFC⁩ are supporting efforts to resettle teenage Afghan women footballers and their families https://t.co/TuXuYB3aCg,good to read that  and  are supporting efforts to resettle teenage afghan women footballers and their families ,False
806,806,806,1.4471174783085568e+18,2021-10-10 08:31:07+00:00,['1447117478308556802'],@Jennife10651535 What great news! American lawyer flies to UK; any royal clients?, what great news american lawyer flies to uk any royal clients,False
807,807,807,1.446960174196052e+18,2021-10-09 22:06:03+00:00,['1446960174196051968'],@Jennife10651535 What is your Morpheus like? Tom Sturridge from Netflix/Gaiman’s Sandman or a more Stephen Fry like character? I ponder this when I see you post this at nighttime (usually when I stop and sit looking at the moon on our evening dog walk)., what is your morpheus like tom sturridge from netflixgaimans sandman or a more stephen fry like character i ponder this when i see you post this at nighttime usually when i stop and sit looking at the moon on our evening dog walk,False
808,808,808,1.446956913355264e+18,2021-10-09 21:53:05+00:00,['1446956913355264011'],@Jennife10651535 Hope I am never obnoxious but my dear Ma did love me even when I was pretty unloveable at times., hope i am never obnoxious but my dear ma did love me even when i was pretty unloveable at times,False
809,809,809,1.446956526728622e+18,2021-10-09 21:51:33+00:00,['1446956526728622081'],@natprocyshyn That doctor has revealed far more about their own problems than they intended., that doctor has revealed far more about their own problems than they intended,False
810,810,810,1.4469554360878408e+18,2021-10-09 21:47:13+00:00,['1446955436087840769'],@RslewisSally Was he a native Welsh speaker? I vividly remember meeting a fellow new student on my first day at @BartsHospital They were in tears as they hadn’t found anyone else who spoke Welsh., was he a native welsh speaker i vividly remember meeting a fellow new student on my first day at  they were in tears as they hadnt found anyone else who spoke welsh,False
811,811,811,1.446950035640529e+18,2021-10-09 21:25:46+00:00,['1446950035640528908'],@PlantNetProject Any update on this issue?, any update on this issue,False
812,812,812,1.446776861997011e+18,2021-10-09 09:57:38+00:00,['1446776861997010948'],@NHSuk Have received invitation for booster but centre has run out of doses and 119 keep contradicting themselves about how to book alternative location. Another Local centre has doses and has spaces but 119 “not able” to book us in., have received invitation for booster but centre has run out of doses and  keep contradicting themselves about how to book alternative location another local centre has doses and has spaces but  not able to book us in,False
813,813,813,1.4467749224670208e+18,2021-10-09 09:49:55+00:00,['1446774922467020802'],@josierones you are a wonderful wise and funny woman and we are blessed to have you on our screens and as a rôle model. i look forward to watching and listening to you with our grandson as he grows up. He will love your wonderful voice just as we all do. 🧡 https://t.co/qWV6h7MQOF, you are a wonderful wise and funny woman and we are blessed to have you on our screens and as a rle model i look forward to watching and listening to you with our grandson as he grows up he will love your wonderful voice just as we all do  ,False
814,814,814,1.4464068847019213e+18,2021-10-08 09:27:28+00:00,['1446406884701921299'],"Nobel Peace Prize: Journalists @mariaressa and Dmitry Muratov deservedly win the Peace Prize. Brave, consistent and principled. Huge admiration for what they and a small number of campaigning journalists do despite facing oppression and serious danger. https://t.co/fhdyNrlqmD",nobel peace prize journalists  and dmitry muratov deservedly win the peace prize brave consistent and principled huge admiration for what they and a small number of campaigning journalists do despite facing oppression and serious danger ,False
815,815,815,1.4464062935567155e+18,2021-10-08 09:25:07+00:00,['1446406293556715523'],@YummyMummyMo Hope it goes well. Carpal tunnel syndrome is often very debilitating! 🥰, hope it goes well carpal tunnel syndrome is often very debilitating ,False
816,816,816,1.4463737126395044e+18,2021-10-08 07:15:40+00:00,['1446373712639504439'],@DrSdeG @revkatebottley is wonderful talking about everything from body image to death.,  is wonderful talking about everything from body image to death,False
819,819,819,1.4458383212934472e+18,2021-10-06 19:48:12+00:00,['1445838321293447171'],@MattHancock @DrTedros @WHO Oh Matt can’t you see how daft you make yourself appear?,   oh matt cant you see how daft you make yourself appear,False
822,822,822,1.4458103458308465e+18,2021-10-06 17:57:02+00:00,['1445810345830846470'],"Liberal Democrat equalities spokesperson ⁦@Wera_Hobhouse⁩ said: ""It's little wonder the Conservatives are failing to tackle misogyny when their justice secretary ⁦@DominicRaab⁩ doesn't even seem to know what it is. https://t.co/URnvCeUYKw",liberal democrat equalities spokesperson  said it's little wonder the conservatives are failing to tackle misogyny when their justice secretary  doesn't even seem to know what it is ,False
823,823,823,1.44543538327416e+18,2021-10-05 17:07:04+00:00,['1445435383274160131'],@Jennife10651535 @BorisJohnson All “types” of milk? I am always pleased that organic milk seems to be the last to sell out locally,  all types of milk i am always pleased that organic milk seems to be the last to sell out locally,False
824,824,824,1.4453883510208635e+18,2021-10-05 14:00:11+00:00,['1445388351020863494'],Congratulations Bex https://t.co/tEIe5hI7cl,congratulations bex ,False
825,825,825,1.4453881429373624e+18,2021-10-05 13:59:21+00:00,['1445388142937362432'],@HannahPopsy Did you treat yourself to comfort food? xx, did you treat yourself to comfort food xx,False
826,826,826,1.4451442298570875e+18,2021-10-04 21:50:08+00:00,['1445144229857087492'],@naomiosaka Naomi Osaka: Former world number one is planning a return to tennis after US Open. She is such good news for tennis generally and is a role model for many. Huge admiration for her and love watching her play. https://t.co/4XjPGa2lEk, naomi osaka former world number one is planning a return to tennis after us open she is such good news for tennis generally and is a role model for many huge admiration for her and love watching her play ,False
827,827,827,1.4448022521878733e+18,2021-10-03 23:11:14+00:00,['1444802252187873281'],Thank you for posting this. What an encouraging tweet and what great achievements by you both. Well done from another medical twin https://t.co/SRREck6F9K,thank you for posting this what an encouraging tweet and what great achievements by you both well done from another medical twin ,False
828,828,828,1.4443803617362657e+18,2021-10-02 19:14:48+00:00,['1444380361736265730'],@RslewisSally The longer Dame Cressida stays in post the more it will appear that the @metpoliceuk are not serious about addressing the existing cultures within the force. She has already had to acknowledge personal &amp; institutional failures in Daniel Morgan investigation., the longer dame cressida stays in post the more it will appear that the  are not serious about addressing the existing cultures within the force she has already had to acknowledge personal amp institutional failures in daniel morgan investigation,False
829,829,829,1.444054316193624e+18,2021-10-01 21:39:12+00:00,['1444054316193624069'],"I cannot see how Dame Cressida Dick @metpoliceuk can say she would ensure ""any lessons"" were learned. These and other events happened on her watch and she has form for “covering up” inconvenient truths. Her position is surely untenable.",i cannot see how dame cressida dick  can say she would ensure any lessons were learned these and other events happened on her watch and she has form for covering up inconvenient truths her position is surely untenable,False
830,830,830,1.4440126487990886e+18,2021-10-01 18:53:38+00:00,['1444012648799088647'],"@sistervpaul_ My aunt, Sr Barbara Mary, was a solitary sister for several years later in her service with Convent of the Holy Name.", my aunt sr barbara mary was a solitary sister for several years later in her service with convent of the holy name,False
833,833,833,1.443985833409794e+18,2021-10-01 17:07:05+00:00,['1443985833409794049'],@AnnieBannister 😕So true, so true,False
834,834,834,1.4438570584875418e+18,2021-10-01 08:35:22+00:00,['1443857058487541761'],@Digitalnun I read today after your tweet that her parents were both canonised as the first and only canonised married couple! Amazing, i read today after your tweet that her parents were both canonised as the first and only canonised married couple amazing,False
835,835,835,1.443853171722539e+18,2021-10-01 08:19:56+00:00,['1443853171722539008'],A chilling reminder of the fear women experience daily https://t.co/vqVy7urGf8,a chilling reminder of the fear women experience daily ,False
836,836,836,1.4438527077360476e+18,2021-10-01 08:18:05+00:00,['1443852707736047617'],"""The idea that Couzens was a lone wolf abusing the power of his office is a comforting fiction. In fact,at least 15 women have been killed by police officers since 2009 and one woman a week comes forward to report a serving police officer for domestic or sexual violence.""",the idea that couzens was a lone wolf abusing the power of his office is a comforting fiction in factat least  women have been killed by police officers since  and one woman a week comes forward to report a serving police officer for domestic or sexual violence,False
838,838,838,1.4438505712582533e+18,2021-10-01 08:09:36+00:00,['1443850571258253317'],@RslewisSally Big hugs xx, big hugs xx,False
840,840,840,1.4436506715600364e+18,2021-09-30 18:55:16+00:00,['1443650671560036355'],@iwanttobeamedic Surgery is perhaps most holistic speciality. Diagnosis problem solving/pattern recognition; investigations often surgeon led; treatment performed by Sx and most people improve after surgery. Patients/families come with you on journey. Once operated on 4 generations of same family, surgery is perhaps most holistic speciality diagnosis problem solvingpattern recognition investigations often surgeon led treatment performed by sx and most people improve after surgery patientsfamilies come with you on journey once operated on  generations of same family,False
841,841,841,1.4436494431994266e+18,2021-09-30 18:50:23+00:00,['1443649443199426561'],@dona_fall Such dignity from her family and such profound tributes from her friends. D1 lives and works in London at similar age. #SarahEverad ‘s legacy will hopefully be real change in culture and safety, such dignity from her family and such profound tributes from her friends d lives and works in london at similar age  s legacy will hopefully be real change in culture and safety,False
842,842,842,1.4436306256348897e+18,2021-09-30 17:35:37+00:00,['1443630625634889732'],I really don’t see how Cressida Dick can remain in post. She has survived serious incidents reflecting her poor judgement and she is clearly the wrong person to take the ⁦@metpoliceuk⁩ forward  https://t.co/9X9KcK8GiX,i really dont see how cressida dick can remain in post she has survived serious incidents reflecting her poor judgement and she is clearly the wrong person to take the  forward  ,False
843,843,843,1.4435943716816364e+18,2021-09-30 15:11:33+00:00,['1443594371681636362'],Crass and cruel. Sarah Everard has been cruelly raped and murdered. #SarahEverard https://t.co/0TZ5EQVwIR,crass and cruel sarah everard has been cruelly raped and murdered  ,False
844,844,844,1.4435855647504548e+18,2021-09-30 14:36:33+00:00,['1443585564750454788'],@awoodall19 @sajidjavid @NHSEngland Alan that is very sad though I suspect absolutely necessary for your health and well being. Take care and enjoy the change in life that is ahead,   alan that is very sad though i suspect absolutely necessary for your health and well being take care and enjoy the change in life that is ahead,False
845,845,845,1.443475612027523e+18,2021-09-30 07:19:39+00:00,['1443475612027523075'],@chickenprincess Delirious! And your posts are hilarious as always 😂, delirious and your posts are hilarious as always ,False
846,846,846,1.443475353884889e+18,2021-09-30 07:18:37+00:00,['1443475353884889090'],@ClaireFLDOT @bethangriffith That is shocking and would have been shocking to me in the 1970’s when I was a medical student!,  that is shocking and would have been shocking to me in the s when i was a medical student,False
847,847,847,1.443430257730728e+18,2021-09-30 04:19:25+00:00,['1443430257730727939'],"https://t.co/lTZyDLdZ2j. Widening participation is vital, as is optimising experience for nurses in training; however these proposals do not appear to be enthusiastically backed by the Regulator or by many who fear that less time on patient focused learning is worrying", widening participation is vital as is optimising experience for nurses in training however these proposals do not appear to be enthusiastically backed by the regulator or by many who fear that less time on patient focused learning is worrying,False
850,850,850,1.4434056653100237e+18,2021-09-30 02:41:42+00:00,['1443405665310023680'],@Jennife10651535 What a nuisance it can be. Are you on medication to reduce flare ups?, what a nuisance it can be are you on medication to reduce flare ups,False
852,852,852,1.4425726811535032e+18,2021-09-27 19:31:43+00:00,['1442572681153503233'],@JoCourgetter @Betsy_Beeee That does sound a waste of time!!,  that does sound a waste of time,False
