,Unnamed: 0,Unnamed: 0.1,id,created_at,edit_history_tweet_ids,text
358,358,358,1.5469396674209546e+18,2022-07-12 19:28:52+00:00,['1546939667420954627'],"@Jackandrews86 @RIE_Lothian @RIECathLab @EdinUniImaging I hear you’re coming down to London just months after I left…I’ll try not to take it personally. Congrats on completing training, and best of luck with the next phase!"
359,359,359,1.5469250082237153e+18,2022-07-12 18:30:37+00:00,['1546925008223715329'],@GeminaDoolub It’ll be gone soon. I’m just lazy
360,360,360,1.5469134582260777e+18,2022-07-12 17:44:43+00:00,['1546913458226077699'],JP’s name came up in a session today on race science and how he’s a key person (Steven Pinker was called the worst culprit) at mainstreaming racist pseudoscience. Good article👇…but could it be the critics were right about JP all along and he hasn’t really changed that much? https://t.co/F7KPmIHZrc
362,362,362,1.5469076367250637e+18,2022-07-12 17:21:35+00:00,['1546907636725063682'],"@sciencequiche @Ri_Science @Demos Good point. Not sure we have coordinated action points per se but quite a lot of academics there who are already doing work in the field, and someone from tiktok. I’m also aware of plans within Google Health to improve information quality. But it does feel Sisyphean/impossible 😔"
363,363,363,1.546899818819248e+18,2022-07-12 16:50:31+00:00,['1546899818819248129'],"How I know I’m not a real influencer - I always forget to take photos until after the event! Back at @Ri_Science today for a really thought-provoking conference with the Challenging Pseudoscience group chaired by Angela Saini, and @Demos. Many brilliant speakers (and me lol) https://t.co/yitZmr2tmA"
364,364,364,1.5468819070565908e+18,2022-07-12 15:39:20+00:00,['1546881907056590848'],@RobWComedy Only Norm can do Norm
365,365,365,1.5468289631625585e+18,2022-07-12 12:08:58+00:00,['1546828963162558464'],"@trigeminy_henry Um that’s your fyp bro, gives you more of what you watch I😉"
366,366,366,1.5468112576464568e+18,2022-07-12 10:58:36+00:00,['1546811257646456833'],"@techpriest @iceman_ex @roisinamcc @MemeRegOnCall I don’t know how to summon it though, it just appeared!"
367,367,367,1.5467762410380575e+18,2022-07-12 08:39:28+00:00,['1546776241038057472'],https://t.co/tKexmsgZpp
368,368,368,1.5467619358820106e+18,2022-07-12 07:42:37+00:00,['1546761935882010624'],"The first step in a fascist movement is the combination under an energetic leader of a number of men who possess more than the average share of leisure, brutality, and stupidity.

The next step is to fascinate fools and muzzle the intelligent

- Bertrand Russell"
369,369,369,1.5467615005718856e+18,2022-07-12 07:40:53+00:00,['1546761500571885572'],@iNiyama You can turn off suggested posts! Snooze for 30 days
371,371,371,1.5467566628365804e+18,2022-07-12 07:21:40+00:00,['1546756662836580353'],"@foolishthree I’m 100% with you. I also hate the tiktokification of insta, and YouTube. Stop showing me shorts youtube, I don’t care"
372,372,372,1.5467563241967534e+18,2022-07-12 07:20:19+00:00,['1546756324196753408'],There is a meme generating bot that reads your tweets now. The future is here. https://t.co/4c9CK0pCnr
373,373,373,1.5467516534408806e+18,2022-07-12 07:01:46+00:00,['1546751653440880643'],"@Amanda_Parsons Mine is friends, some meme accounts, and sciencey people, which is fine. But I just don’t like short form video. I liked it when it was more pictures, some videos. Now it seems to have shifted in balance dramatically."
374,374,374,1.546751400163541e+18,2022-07-12 07:00:45+00:00,['1546751400163540993'],"@jannigox You can disable that! Click snooze suggested posts for 30 days…I completely stopped using instagram when that happened, but a friend told me I could turn that shit off. I still don’t use it much, but damned if I’m going to be forced to watch random rubbish"
375,375,375,1.5467452593795236e+18,2022-07-12 06:36:21+00:00,['1546745259379523584'],Instagram is just straight up tiktok now ugh
376,376,376,1.5467348845505946e+18,2022-07-12 05:55:08+00:00,['1546734884550594560'],@DrWillWatson @mark_toshner Stop stealing all my future material!! This is all I have left and it seems pretty tenuous… https://t.co/6QNAY04X5J
377,377,377,1.5467301031487898e+18,2022-07-12 05:36:08+00:00,['1546730103148789760'],@LCC_DrMalik @StGeorgesTrust @DrAsifQasim @ShrillaB @LondonAllergy @DrSimonAshworth @rkhamis @NHS Sorry you are dealing with this and I hope your father makes a quick recovery. Very frustrating.
378,378,378,1.5467296712781865e+18,2022-07-12 05:34:25+00:00,['1546729671278186497'],@DrWillWatson Argh damn you I had a whole thing planned for my next pun about Big Shwarma. Now how do I hide replies to my tweets…
379,379,379,1.5466224122083492e+18,2022-07-11 22:28:12+00:00,['1546622412208349185'],@reneritchie https://t.co/AuWee6XFoV
380,380,380,1.54661795405756e+18,2022-07-11 22:10:29+00:00,['1546617954057560064'],Missed opportunity to call it The Mandela Effect https://t.co/9qk8PZm3mL
381,381,381,1.546615060331643e+18,2022-07-11 21:58:59+00:00,['1546615060331642881'],@hafiz_elshazali @BellaRoscetti @quackophage Now do one for consultants 😈
382,382,382,1.546614443399856e+18,2022-07-11 21:56:32+00:00,['1546614443399856129'],Will be watching https://t.co/N7RliYieOK
383,383,383,1.5466139005436723e+18,2022-07-11 21:54:23+00:00,['1546613900543672326'],"Wow. Like Francis Ngannou speaking up about his illegal route into France, it’s amazing to hear a Knight of the Realm say how he was trafficked and abused - forced to work as a child and denied schooling. A truly amazing life. https://t.co/p39C81NJLe"
384,384,384,1.5465840894735565e+18,2022-07-11 19:55:55+00:00,['1546584089473556482'],@iamabananaman let's be honest it doesn't even deserve that
385,385,385,1.546583939434877e+18,2022-07-11 19:55:19+00:00,['1546583939434876928'],ht to @drg1985 who shared a tweet with this particular typo
386,386,386,1.546583390467625e+18,2022-07-11 19:53:09+00:00,['1546583390467624961'],Most doctors haven't got a clue what they're doing. My doctor suggested I switch to an all ham diet! That's what the American Heart Association advises. But when he tried to wrap a fresh burn in prosciutto that's when I realised he was a paid shill for Big Parma
387,387,387,1.5465805974260326e+18,2022-07-11 19:42:03+00:00,['1546580597426032641'],"Priti Patel
Rishi Sunak
Sajid Javid
Nadhim Zahawi
Suella Braverman

British Asians who used to hope there'd be more diversity in government: https://t.co/M6NOusJAk8"
388,388,388,1.5465762274646098e+18,2022-07-11 19:24:41+00:00,['1546576227464609792'],"@DavidBalr0n Big question! Cop-out answer but I’m working on some videos along these lines, no quick way to summarise. Never be afraid to ask your doctor more questions &amp; always be sceptical with what you read online. I’ve been recommended this book, haven’t read yet https://t.co/3HHqENZrwx"
389,389,389,1.5464747089164698e+18,2022-07-11 12:41:17+00:00,['1546474708916469760'],@LabMuffin We need to import Bhutan’s Gross National Happiness Index
390,390,390,1.546468127998894e+18,2022-07-11 12:15:08+00:00,['1546468127998894081'],"It’s an oft repeated line, that money should not be your main metric for success, but it’s amazing how even those of us who know this to be true have still internalised the idea so much"
392,392,392,1.5464599305757368e+18,2022-07-11 11:42:33+00:00,['1546459930575736833'],"A lot of sport going on these days but don’t miss that Sri Lanka, in the midst of absolute chaos nationally, just completely walloped Australia #SLvAUS"
393,393,393,1.5464338730343342e+18,2022-07-11 09:59:01+00:00,['1546433873034334211'],"@IG_Bennett It’s a notional concept based on amyloid plaques that type 2 DM and Alzheimer’s might be linked, it’s not an accepted term nor used in this way. Alzheimer’s itself isn’t called T3DM, it refers to the putative link."
394,394,394,1.546366457361191e+18,2022-07-11 05:31:08+00:00,['1546366457361190913'],You heard the man https://t.co/OuIMcBNzOH
395,395,395,1.5462565978691052e+18,2022-07-10 22:14:35+00:00,['1546256597869105152'],"Medfluencers telling you the three simple tips for better health are good food, cutting your stress level and sleeping 8 hours a day https://t.co/opatqHPfg3"
396,396,396,1.546214024639021e+18,2022-07-10 19:25:25+00:00,['1546214024639021056'],@PragmaV @ForlornSpace https://t.co/S1ilCQ4n24
397,397,397,1.5461865570607473e+18,2022-07-10 17:36:16+00:00,['1546186557060747265'],@Amanda_Parsons https://t.co/PT4tgSCOZz
398,398,398,1.5461713577376727e+18,2022-07-10 16:35:52+00:00,['1546171357737672706'],https://t.co/DiWcAQosBQ
399,399,399,1.546170679892091e+18,2022-07-10 16:33:11+00:00,['1546170679892090881'],"As household name and tennis legend Sue Barker retires, I’d like to recall with fondness that she smacked me in the face with a door in the Wimbledon Media Centre 20 years ago and didn’t even break stride to apologise"
400,400,400,1.546154870599721e+18,2022-07-10 15:30:21+00:00,['1546154870599720962'],"Impression: T3DM
Plan: Neuro review"
401,401,401,1.5461546057882542e+18,2022-07-10 15:29:18+00:00,['1546154605788254208'],Hands up if you call Alzheimer’s ‘type 3 diabetes’ https://t.co/jWDvf5DIMN
402,402,402,1.5461323397424456e+18,2022-07-10 14:00:50+00:00,['1546132339742445569'],@skdh Very on brand for a German jingle to be classical
403,403,403,1.5461306297414042e+18,2022-07-10 13:54:02+00:00,['1546130629741404163'],@mikejohansenmd Wonder what Ivanesevic is thinking from the sideline
404,404,404,1.5461293161441034e+18,2022-07-10 13:48:49+00:00,['1546129316144103425'],My crypto portfolio. People told me “don’t invest what you can’t afford to lose” and I’ve only lost 90%. Result! https://t.co/WE8Fev8oPk
406,406,406,1.5461281959840072e+18,2022-07-10 13:44:22+00:00,['1546128195984007170'],Djokovic has developed a habit of starting slowly but Kyrgios is looking laser focused. Should be a corker.
407,407,407,1.5461257517994066e+18,2022-07-10 13:34:39+00:00,['1546125751799406594'],"@jolazari Sunday shift means I am F1, reg and consultant all in one so that averages out to this fashion statement"
408,408,408,1.5461192105307382e+18,2022-07-10 13:08:39+00:00,['1546119210530738179'],Extremely obvious gag and painfully late but there was no way I was filming this at work on any day except Sunday when no one is around 🙃
409,409,409,1.5461188321247232e+18,2022-07-10 13:07:09+00:00,['1546118832124723201'],Lost a patient today https://t.co/v2CgjM0Fm6
410,410,410,1.5460322223183503e+18,2022-07-10 07:23:00+00:00,['1546032222318350337'],Remembering Kyrgios’s 2019 views on Djokovic ahead of today’s final 😆 Hope it’s a great match. https://t.co/9VPOZHXPx5
411,411,411,1.5460268745429524e+18,2022-07-10 07:01:45+00:00,['1546026874542952450'],Resurrecting an old meme as I keep seeing loads of my friends saying “I’ve dodged COVID all this time until now!” https://t.co/8siLbWhpwA
412,412,412,1.5460071210068214e+18,2022-07-10 05:43:15+00:00,['1546007121006821377'],Trump is just salty because he thought Musk was his ticket out of the twitter phantom zone https://t.co/H8UE3S9yuk
413,413,413,1.5460029005681132e+18,2022-07-10 05:26:29+00:00,['1546002900568113154'],"@DrJoeHanson @Sci_Phile I think they might've been deleted...

I can't believe I've never heard of this channel though, 20M subs! Not the best initial advert for it"
414,414,414,1.5458858468716298e+18,2022-07-09 21:41:21+00:00,['1545885846871629824'],@JohnFallot @tyleroakley You are too kind but I kind of feel these are different audiences here 😂
415,415,415,1.5458320227483077e+18,2022-07-09 18:07:29+00:00,['1545832022748307456'],RIP Mark https://t.co/2pDwcRMEkc https://t.co/thK3WmbdA3
416,416,416,1.5457601832421704e+18,2022-07-09 13:22:01+00:00,['1545760183242170369'],A break up and a love hold. Do it for Eid!
417,417,417,1.5457564369316905e+18,2022-07-09 13:07:07+00:00,['1545756436931690496'],Come On Ons!
418,418,418,1.5457544948557947e+18,2022-07-09 12:59:24+00:00,['1545754494855794690'],"Ha right after I tweeted that McEnroe goes into it! “Let’s be clear, she’s Russian”"
419,419,419,1.5457543346164654e+18,2022-07-09 12:58:46+00:00,['1545754334616465410'],@dan26wales All right ya show off. What exercise?
420,420,420,1.545754212138713e+18,2022-07-09 12:58:17+00:00,['1545754212138713089'],Calling Rybakina the first Kazakh to win Wimbledon is not at all comparable to calling Jabeur the first Tunisian. I do think solo sport athletes’ countries shouldn’t really matter that much but in the era of citizenship for sale all these “first X” titles seem a bit pointless
421,421,421,1.5457494110573445e+18,2022-07-09 12:39:12+00:00,['1545749411057344512'],@markgpearse @EmmaPollock1 Clearly you are not a real person
422,422,422,1.5457445467847598e+18,2022-07-09 12:19:53+00:00,['1545744546784759808'],"@Laundry_Hamper @jsklair Oh my goodness I have not seen this before, love it. Got many tunes to look up…"
423,423,423,1.5457393297079337e+18,2022-07-09 11:59:09+00:00,['1545739329707933697'],Love it https://t.co/wlLwJbnURS
424,424,424,1.5457389827257467e+18,2022-07-09 11:57:46+00:00,['1545738982725746689'],Rewatching this after maybe 30 years. Heading spent the last few watching @CDisillusion and @CorridorDigital break down VFX I wondered how this was done (mid 80s). Just loads of rotoscoping? Really cool. Found this comment as well https://t.co/DGQtwWlBG2 https://t.co/WeHad4RbKn
425,425,425,1.5457324280015995e+18,2022-07-09 11:31:43+00:00,['1545732428001599489'],@nitemareodyssey Although to be fair that’s pretty accurate and concise
426,426,426,1.5457323260926894e+18,2022-07-09 11:31:19+00:00,['1545732326092689411'],@nitemareodyssey I don’t write these things!
427,427,427,1.5457322497268777e+18,2022-07-09 11:31:01+00:00,['1545732249726877701'],@EmmaPollock1 I’m a Musk centrist but can’t help laugh myself silly at those who idolise him
428,428,428,1.545716004629762e+18,2022-07-09 10:26:28+00:00,['1545716004629762048'],"@SteveLal2 @techpriest Process wasn't too hard, but just took ages"
429,429,429,1.54571591148254e+18,2022-07-09 10:26:05+00:00,['1545715911482540032'],"@SteveLal2 @techpriest Yeah tbh my motivation ebbed over recent years for obvious reasons, which allowed time to get the birth cert anyway. So hopefully got more than enough now."
430,430,430,1.5457155991244022e+18,2022-07-09 10:24:51+00:00,['1545715599124402176'],Looking forward to panelling it up on Tuesday at the Royal Institution https://t.co/vV4DKUPRE1
431,431,431,1.5457105020384543e+18,2022-07-09 10:04:36+00:00,['1545710502038454273'],@techpriest Children had since birth pretty much! Easy to get via my wife. I have always been the problem even with my mum’s Indian passport I had no evidence of my birth
432,432,432,1.5457088455273595e+18,2022-07-09 09:58:01+00:00,['1545708845527359488'],@rado_daskalov I think my whole existence is
433,433,433,1.5457087560208955e+18,2022-07-09 09:57:39+00:00,['1545708756020895744'],"Woohoo I have my Indian visa! Long wait for VFS appointment but issued pretty quickly thereafter, credit where it's due. More importantly I finally have my Indian birth certificate reissued after years of waiting so I can  apply for an OCI

Hitting up Bangalore in a few weeks"
434,434,434,1.5456982438200934e+18,2022-07-09 09:15:53+00:00,['1545698243820093441'],@jsklair Slaps
435,435,435,1.5456860682378977e+18,2022-07-09 08:27:30+00:00,['1545686068237897730'],@Dr_MickeyJ I don’t know that one!
436,436,436,1.5456818365122478e+18,2022-07-09 08:10:41+00:00,['1545681836512247813'],@dr_shai Unbearably tragic that grown men can think like this
437,437,437,1.5456759425504625e+18,2022-07-09 07:47:16+00:00,['1545675942550462464'],@PeteDeveson When you realise how racist much loved things of your youth were…😬 https://t.co/tFDI9IduDD
438,438,438,1.5456750248452096e+18,2022-07-09 07:43:37+00:00,['1545675024845209600'],@PeteDeveson I’m with him on that one though 🍩
439,439,439,1.5456748148531855e+18,2022-07-09 07:42:47+00:00,['1545674814853185537'],@PeteDeveson Remember the Choco Krispies debacle? A tumultuous time in my youth
440,440,440,1.5456726463811666e+18,2022-07-09 07:34:10+00:00,['1545672646381166595'],We’re on a 1980s advert retrospective now https://t.co/s7BAi4pejQ
441,441,441,1.54567229002471e+18,2022-07-09 07:32:45+00:00,['1545672290024710146'],"(I know there are far more heinous examples, but did others have as legendary a tune?)"
442,442,442,1.5456722875543552e+18,2022-07-09 07:32:45+00:00,['1545672287554355200'],My kids caught me singing this classic 1989 advert tune to myself (still remember all the words!) so we looked it up. Funny what could be said back then “the sweet you can eat between meals without spoiling your appetite” https://t.co/zWNGEXI5JL
443,443,443,1.545667191651156e+18,2022-07-09 07:12:30+00:00,['1545667191651155968'],@trigeminy_henry Very unlike you to joke around
444,444,444,1.545666454179271e+18,2022-07-09 07:09:34+00:00,['1545666454179270657'],@trigeminy_henry His attitude to his employees’ or journalists’ concerns show that free speech is absolutely not something he’s actually interested in
445,445,445,1.5456656572992594e+18,2022-07-09 07:06:24+00:00,['1545665657299259394'],"jfc Onion, this is pure savagery even for you. Damn I actually feel sorry for him now https://t.co/YLKUdqIh3R"
448,448,448,1.5456542023236854e+18,2022-07-09 06:20:53+00:00,['1545654202323685376'],How DARE you suggest Elon was never serious about buying twitter HOW DARE YOU He is the greatest man he is going to save humanity he is my hero he just wants to help he is not interested in self promotion or publicity he doesn’t care about money just progress notice me senpai
450,450,450,1.545646160844673e+18,2022-07-09 05:48:56+00:00,['1545646160844673026'],@shinemercy I am not sure how many people remember me from YouTube…I’ve not been there for a long time! 😞
451,451,451,1.5455321047542702e+18,2022-07-08 22:15:43+00:00,['1545532104754270208'],@concernecus The extra 47 were cat women 😘
452,452,452,1.5454826497074176e+18,2022-07-08 18:59:12+00:00,['1545482649707417602'],I’ve never really looked at twitter analytics before. My second most viral tweet brought me exactly 1 new follower for every 1 million impressions 😂😂 https://t.co/x991uLG6oQ
453,453,453,1.5454764323186606e+18,2022-07-08 18:34:29+00:00,['1545476432318660616'],@jolazari Only in Japan
454,454,454,1.545447133389652e+18,2022-07-08 16:38:04+00:00,['1545447133389651969'],I see the crack team behind Pepsi’s Kendall Jenner ad are clearly still working. Who else could’ve come up with Rishi Sunak’s campaign slogan #readyforrishi https://t.co/aY22jEihui
455,455,455,1.5454460007766835e+18,2022-07-08 16:33:34+00:00,['1545446000776683520'],@zamishka Agreed
456,456,456,1.5454309851430994e+18,2022-07-08 15:33:54+00:00,['1545430985143099395'],It’s that personal touch that makes all the difference https://t.co/KGBuesS73I
457,457,457,1.545421257302319e+18,2022-07-08 14:55:14+00:00,['1545421257302319104'],@nianbaringMD Except in reverse takotsubo 🙃
458,458,458,1.5454209440632996e+18,2022-07-08 14:54:00+00:00,['1545420944063299586'],"@doc_ccc Exactly, nothing important 😉"
459,459,459,1.545407385317122e+18,2022-07-08 14:00:07+00:00,['1545407385317122050'],"Ironically the right atrial appendage labelled ‘probably important’ is the least important bit. Chopped out regularly without any issues 😂

Rest is correct though. Left atrial appendage is absolutely a No in my book too. Total trash. https://t.co/JthrgFcwDs"
460,460,460,1.545396508824146e+18,2022-07-08 13:16:54+00:00,['1545396508824145920'],@MDickventure Oh jeez
461,461,461,1.545392586961068e+18,2022-07-08 13:01:19+00:00,['1545392586961068034'],As I do my 12000th step of the day i think to myself those psychiatrists I shadowed in medical school really had the right idea. Bring the patients to me! I shall sit here with a box of biscuits.
462,462,462,1.5453668868708106e+18,2022-07-08 11:19:12+00:00,['1545366886870810625'],There is too much news
464,464,464,1.5453055280747356e+18,2022-07-08 07:15:22+00:00,['1545305528074735617'],@iDTWD Sounds extremely grim
465,465,465,1.545304080981033e+18,2022-07-08 07:09:37+00:00,['1545304080981032961'],Not retweeting it but there’s footage of bystander CPR being performed on Shinzo Abe. I think when the press release says ‘heart failure’ I infer what they mean is he’s had a cardiac arrest after being shot. Horrific.
466,466,466,1.5453031516533146e+18,2022-07-08 07:05:56+00:00,['1545303151653314560'],#Endoftweets https://t.co/t6qUyBdEMg
468,468,468,1.545297921725399e+18,2022-07-08 06:45:09+00:00,['1545297921725399042'],A+ reply. All the self-serving former enablers and supporters trying to take the moral high ground is as insufferable as Johnson himself https://t.co/IkdzxFh1SQ
469,469,469,1.5452959248256696e+18,2022-07-08 06:37:13+00:00,['1545295924825669634'],@karliehanoski Kids all over the shop. He refuses to acknowledge them because he honestly can’t remember how many he has
470,470,470,1.545295136686592e+18,2022-07-08 06:34:05+00:00,['1545295136686592000'],"I think we all know that Johnson will land on his feet. Look at previous incompetent &amp; corrupt politicians, almost none have got any form of comeuppance. Memoir, guaranteed in-demand after dinner speaker for tossers, newspaper column, corporate boards and consultancy, sperm donor"
472,472,472,1.5452942225967063e+18,2022-07-08 06:30:27+00:00,['1545294222596706304'],@whizzer616 Thanks for writing this Chris.
473,473,473,1.5452796435148186e+18,2022-07-08 05:32:31+00:00,['1545279643514818561'],"@DougEthanJac Sorry to hear that Douglas, I hope it can be rectified. Is there a suitable centre nearby? You’ve been optimistic with timings there, many days will end later than 5.30. Anecdotally I’ve noticed several deaneries being less flexible than in previous years."
475,475,475,1.5451770184169144e+18,2022-07-07 22:44:43+00:00,['1545177018416914440'],@TharushaGunawa4 @pepemac27 I’m taking the spikes next time https://t.co/HoFCimnwQr
476,476,476,1.5451654706340209e+18,2022-07-07 21:58:50+00:00,['1545165470634020865'],"Doing your bit to help the fictional “underpopulation crisis” by being an absent father to a bunch of kids instead of, you know, raising them https://t.co/vF7EYJDmOX"
479,479,479,1.5451558047514296e+18,2022-07-07 21:20:26+00:00,['1545155804751429636'],@tiagofdza COME ON NICK
481,481,481,1.545113920645505e+18,2022-07-07 18:34:00+00:00,['1545113920645505027'],"@sh_abbers Glad you are still around, was reading an old tweet and saw your handle had gone dark 🙂"
482,482,482,1.5451135036478996e+18,2022-07-07 18:32:20+00:00,['1545113503647899648'],Nadal out 😔
483,483,483,1.5450843159393444e+18,2022-07-07 16:36:21+00:00,['1545084315939344384'],@dannymcg @amanjit @trissnrnurse @ShonaBrown19 @DrGavinDreyer @drschaudhri @anandachap Smiles all round but dude on the opposite end to you means business
484,484,484,1.545083680384762e+18,2022-07-07 16:33:50+00:00,['1545083680384761866'],What happened to Abi Carey (this is a medtwitter question)
485,485,485,1.5450713771237868e+18,2022-07-07 15:44:57+00:00,['1545071377123786755'],@journeyman_fan How people fell for it I’ll never know
486,486,486,1.5450697166534615e+18,2022-07-07 15:38:21+00:00,['1545069716653461504'],"Tweeted before looking it up there, as many have pointed out. So I’ll rephrase to say what would it have been like if he’d just been called Alexander Johnson. He knew exactly what he was doing adopting the quirky mononym. Lots of ppl I know used to really, properly like him 🤦🏽"
487,487,487,1.545065182233211e+18,2022-07-07 15:20:20+00:00,['1545065182233210880'],I wonder what the world would’ve looked like if Boris Johnson hadn’t had a comedy first name and was just called something like Geoff Johnson
488,488,488,1.5450118257832796e+18,2022-07-07 11:48:18+00:00,['1545011825783279616'],@kokomored1 No way I’m answering the phone then
489,489,489,1.545010271982338e+18,2022-07-07 11:42:08+00:00,['1545010271982338049'],*uninterrupted. I know what the other one feels like
490,490,490,1.5450087301352694e+18,2022-07-07 11:36:00+00:00,['1545008730135269376'],@Gladianoxa Damn this is probably true
491,491,491,1.5450086261081784e+18,2022-07-07 11:35:35+00:00,['1545008626108178434'],"Right on cue!!! 

I bet they’re like “he’s just sat down with his carbonara, go go go!”

Eating interrupted is a small thing but so nice…wonder what it feels like 🤔😆 https://t.co/yS6ouxseXx"
492,492,492,1.545004975780135e+18,2022-07-07 11:21:05+00:00,['1545004975780134912'],Is there some WhatsApp group that everyone else in the hospital is in that exists solely to check when I’m at lunch so they can call me
493,493,493,1.545002748244025e+18,2022-07-07 11:12:14+00:00,['1545002748244025344'],@poornabell @Waterstones Oh wow congratulations Poorna!!
494,494,494,1.5449845524389888e+18,2022-07-07 09:59:56+00:00,['1544984552438988800'],https://t.co/iWaaUSs50q
495,495,495,1.544984398575161e+18,2022-07-07 09:59:19+00:00,['1544984398575161346'],"A patient died several weeks after a cardiologist performed an angiogram [unconfirmed]. The patient’s son murdered the doctor, his secretary and a patient yesterday. Rising violence against healthcare professionals worldwide - eg India where medics have been attacked too https://t.co/goHHSl84gx"
496,496,496,1.5449782271097078e+18,2022-07-07 09:34:48+00:00,['1544978227109707777'],"@drmiketodorovic @MamaDoctorJones Dall-E, show me “smiling through the pain, but make it sophisticated”"
497,497,497,1.544977704969273e+18,2022-07-07 09:32:43+00:00,['1544977704969273345'],@GlNGERNlNJA 🙌😂😂
498,498,498,1.5449640901451694e+18,2022-07-07 08:38:37+00:00,['1544964090145169408'],"In case it wasn’t clear I’m absolutely not praising the move, like Donelan it’s just evidence these people are disgusting self-serving lowlifes that only care about their own interests. To flip 180 in &lt;48 hours shows you stand for nothing"
499,499,499,1.5449618620134277e+18,2022-07-07 08:29:46+00:00,['1544961862013427713'],@MamaDoctorJones @drmiketodorovic Tbf I’ve always been suspicious of how perky and smiley Mike is. It’s unsettling.  I’m with Dan P.
500,500,500,1.544961545469313e+18,2022-07-07 08:28:31+00:00,['1544961545469313026'],@talexe I didn’t say I’m impressed I’m stunned
501,501,501,1.5449537562777395e+18,2022-07-07 07:57:34+00:00,['1544953756277739521'],Kind of wish I wasn’t on call today so I could spend an hour photoshopping Nadim Zahawi as Gigachad for the outrageous alpha move of calling for the resignation of the guy who literally just appointed him chancellor. wtf is going on https://t.co/QiNuuGH0yd
502,502,502,1.544951533879677e+18,2022-07-07 07:48:44+00:00,['1544951533879676928'],"@MamaDoctorJones But I thought you said you never get V DMs? 🤣

No comparison being a man vs woman online but people do seem oddly disinhibited commenting on someone’s looks, even when they’re trying to be nice."
503,503,503,1.5449505079738696e+18,2022-07-07 07:44:39+00:00,['1544950507973869571'],The Johnson/Musk/Rees-Mogg etc uptick https://t.co/tnCtbyym6c
504,504,504,1.544831747417936e+18,2022-07-06 23:52:44+00:00,['1544831747417935873'],@vijmn She's an odious human being
505,505,505,1.544826912593281e+18,2022-07-06 23:33:32+00:00,['1544826912593281025'],They say money and power are aphrodisiacs and do you need any greater proof than Elon Musk and Boris Johnson just repeatedly and relentlessly having kids? Practically a football team each. https://t.co/RK4pCDHg8y
508,508,508,1.544789734869926e+18,2022-07-06 21:05:48+00:00,['1544789734869925890'],@bythelake23 Can you point out the snark in that tweet
511,511,511,1.5447669601262797e+18,2022-07-06 19:35:18+00:00,['1544766960126279680'],This was actually a friendly email with a more personal reason than the usual “where are you REALLY from” questions but dude the eye bag comment was uncalled for 😂👁👜 https://t.co/hlZlmybxhs
512,512,512,1.544759543879463e+18,2022-07-06 19:05:50+00:00,['1544759543879462913'],@ben_millette @pepemac27 I should've never listened to twitter!! I would've avoided the ignominy of 'joint first' 🤮 https://t.co/l1k127AZrg
513,513,513,1.5447438321511178e+18,2022-07-06 18:03:24+00:00,['1544743832151117824'],@AcmeDR https://t.co/TZSy7TZC8R
514,514,514,1.5447435510529477e+18,2022-07-06 18:02:17+00:00,['1544743551052947456'],"@MarkELindsay I don’t know what you mean. Beijing Mark, Beijing https://t.co/sr6gqbT97j"
515,515,515,1.544742680940499e+18,2022-07-06 17:58:49+00:00,['1544742680940498945'],@NadineDorries fancy buying this T shirt signed by Johnny Wilkinson when he won the Ryder Cup
516,516,516,1.5447426784071393e+18,2022-07-06 17:58:49+00:00,['1544742678407139328'],"I bought this T-shirt in Beijing (BJ) but have never had the courage to wear it out in public very often

In case people think I support the prime minister https://t.co/AdjAcANjDD"
517,517,517,1.5447305538989998e+18,2022-07-06 17:10:38+00:00,['1544730553898999809'],@Florindany363 What are you guys watching?! https://t.co/Ro4UfL4hdN
518,518,518,1.544717747300483e+18,2022-07-06 16:19:45+00:00,['1544717747300483072'],@JuravleGeorge Young? Maybe by like a few years.  Harsh bro 😆
519,519,519,1.544688708045226e+18,2022-07-06 14:24:21+00:00,['1544688708045225984'],@kevinnbass @grandpawrinkles I expect a full spreadsheet of lipids glucose HRV and skin impedance on a second by second basis
520,520,520,1.5446809071430124e+18,2022-07-06 13:53:21+00:00,['1544680907143012352'],"@kevinnbass @grandpawrinkles Just washed that’s it. I eat the green stalk and all. By all means try but I’m not sure it’s that thrilling! Other salad options are available 😆 I think many Asian cultures use a wide variety of radishes…but excessive monoconsumption is not typical, that’s just me I think"
521,521,521,1.544676954862981e+18,2022-07-06 13:37:39+00:00,['1544676954862981121'],"@kevinnbass @grandpawrinkles I genuinely love salad. And they’re just so convenient, like eating a packet of chips. Love the kick (we have a specific word in Bengali for it). I feel better after eating them. Probably just because I’ve not drunk all day and they’re 98% water."
522,522,522,1.5446590053641175e+18,2022-07-06 12:26:19+00:00,['1544659005364117504'],@davoerlo Farts are inherently funny. My wife is the sophisticated one in our relationship and there’s literally nothing she finds funnier
523,523,523,1.5446552103957176e+18,2022-07-06 12:11:15+00:00,['1544655210395717632'],Poor Cameron Norrie. Any other day he’d be front page news in the UK
525,525,525,1.5446291579167744e+18,2022-07-06 10:27:43+00:00,['1544629157916774403'],[insert joke about the difference between consultants and trainees/cardiologists and anaesthetists here] https://t.co/FhUZn7PJl2 https://t.co/Q1rcGNXtXc
526,526,526,1.5444389686277857e+18,2022-07-05 21:51:59+00:00,['1544438968627785730'],It’s been one of those days. Got home at 10pm. Ate a massive bag of radishes. https://t.co/0IivflKnL9
