Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english
330,330,330,1.485918556877435e+18,2022-01-25 10:12:45+00:00,['1485918556877434881'],@DrHannahBB I remember when you tweeted. I thought I’d have a go! Yes 🤞 we’ve got this 🙂,, i remember when you tweeted i thought id have a go yes  weve got this ,False
332,332,332,1.4859163283388006e+18,2022-01-25 10:03:54+00:00,['1485916328338800644'],@DrHannahBB Thank you!!! Yes. 2nd attempt. Have a dyslexia report but rcgp in its greatness didn’t accept it for this time. I’m finding that I leave about 15% or so questions unattempted in each mock attempt so will hope for the best.,, thank you yes nd attempt have a dyslexia report but rcgp in its greatness didnt accept it for this time im finding that i leave about  or so questions unattempted in each mock attempt so will hope for the best,False
333,333,333,1.4859059911159398e+18,2022-01-25 09:22:49+00:00,['1485905991115939843'],@DrHannahBB I thought it was just me. I’ve done this several times now.  Don’t worry! You will be great.  Good luck tomorrow,, i thought it was just me ive done this several times now  dont worry you will be great  good luck tomorrow,False
335,335,335,1.481213883415253e+18,2022-01-12 10:38:04+00:00,['1481213883415253001'],@Louisdebernard It’s probably better that way to be honest 😄,, its probably better that way to be honest ,False
336,336,336,1.481198275361448e+18,2022-01-12 09:36:02+00:00,['1481198275361447938'],"Just found out there is a separate ST3 WhatsApp group at work. I’ve been an ST3 for 6 months.  Same thing happened in ST1 except it was worse, there was only one main group 🤦🏽‍♀️",,just found out there is a separate st whatsapp group at work ive been an st for  months  same thing happened in st except it was worse there was only one main group ,False
337,337,337,1.481197593912918e+18,2022-01-12 09:33:20+00:00,['1481197593912918020'],@ElaineD70586678 Is this the same stray or a new one?,, is this the same stray or a new one,False
339,339,339,1.4810199377664492e+18,2022-01-11 21:47:23+00:00,['1481019937766449153'],@Jen_Taylor2 Imagine having time to datix custard,, imagine having time to datix custard,False
342,342,342,1.4806264339659244e+18,2022-01-10 19:43:45+00:00,['1480626433965924358'],Or when I call in the evening to follow up something and they ask “why haven’t you gone home yet doc?” 🥰 https://t.co/ABIuUmzbAl,,or when i call in the evening to follow up something and they ask why havent you gone home yet doc  ,False
343,343,343,1.480178500824875e+18,2022-01-09 14:03:49+00:00,['1480178500824875020'],Is this me talking about cryptocurrency  in 30-40 years? https://t.co/3MsaMb4GM4,,is this me talking about cryptocurrency  in  years ,False
344,344,344,1.4791997041478042e+18,2022-01-06 21:14:26+00:00,['1479199704147804160'],@OrthopodReg @McDonalds @McDonaldsUK My dogs will love this,,   my dogs will love this,False
349,349,349,1.4767319441929093e+18,2021-12-31 01:48:26+00:00,['1476731944192909313'],@davemacladd You should have seen the documentary showing how it’s made https://t.co/rCxRTIJGOk,, you should have seen the documentary showing how its made ,False
350,350,350,1.4766665792240845e+18,2021-12-30 21:28:42+00:00,['1476666579224084492'],@vattandoost Not at all 🙂,, not at all ,False
351,351,351,1.4766571317345812e+18,2021-12-30 20:51:09+00:00,['1476657131734581253'],"@vattandoost 😄 yes having to explain during zoom meetings is another thing.  I find their snoring makes me really sleepy when I am working at home, specially when they look so comfortable on the sofa",,  yes having to explain during zoom meetings is another thing  i find their snoring makes me really sleepy when i am working at home specially when they look so comfortable on the sofa,False
352,352,352,1.4766295697299333e+18,2021-12-30 19:01:38+00:00,['1476629569729933333'],"@vattandoost I was going to say, watching them sleep and snore is the best thing in the world. But perhaps anyone with children would think maybe not quite the best 🙂",, i was going to say watching them sleep and snore is the best thing in the world but perhaps anyone with children would think maybe not quite the best ,False
353,353,353,1.4765480206574387e+18,2021-12-30 13:37:35+00:00,['1476548020657438727'],"My list is full of 20 -40 year olds with cough, asking for antibiotics today, all saying “it’s definitely not covid, I’ve done a lateral flow test”.  I’m dying here 😡😤 🤦🏽‍♀️",,my list is full of   year olds with cough asking for antibiotics today all saying its definitely not covid ive done a lateral flow test  im dying here  ,False
354,354,354,1.476183520330629e+18,2021-12-29 13:29:12+00:00,['1476183520330629122'],Really need to learn how to make this for the garden https://t.co/nPAA696mXx,,really need to learn how to make this for the garden ,False
355,355,355,1.4761685169360773e+18,2021-12-29 12:29:34+00:00,['1476168516936077318'],Got persuaded to put exam revision aside for a Christmas night walk. No proposals though… https://t.co/xbp9F1J6HF,,got persuaded to put exam revision aside for a christmas night walk no proposals though ,False
358,358,358,1.4754623125008056e+18,2021-12-27 13:43:22+00:00,['1475462312500805638'],@DrHannahBB I’ve decide to watch the admin and statistics videos on 14fish and YouTube for the next two days,, ive decide to watch the admin and statistics videos on fish and youtube for the next two days,False
359,359,359,1.4754508187364065e+18,2021-12-27 12:57:42+00:00,['1475450818736406530'],This is reminding me of urine samples patients bring in jam jars 😂🤦🏽‍♀️ https://t.co/ihmmDdSH6L,,this is reminding me of urine samples patients bring in jam jars  ,False
360,360,360,1.475100194559738e+18,2021-12-26 13:44:27+00:00,['1475100194559737859'],Watching “Cinderella: after ever after”. The Prince turning out to be a total tool with his lads and Cinderella wondering why she rushed into marriage is so wholesome 😂  - expect for the queen farting herself to death. What’s the British obsession with farting humour?,,watching cinderella after ever after the prince turning out to be a total tool with his lads and cinderella wondering why she rushed into marriage is so wholesome    expect for the queen farting herself to death whats the british obsession with farting humour,False
362,362,362,1.474834641710461e+18,2021-12-25 20:09:14+00:00,['1474834641710460933'],@ElaineD70586678 Thank you!!!,, thank you,False
363,363,363,1.4748335406971863e+18,2021-12-25 20:04:51+00:00,['1474833540697186305'],@ElaineD70586678 Oh amazing!  Can I ask which one this is?,, oh amazing  can i ask which one this is,False
364,364,364,1.4747855695364588e+18,2021-12-25 16:54:14+00:00,['1474785569536458754'],Her belly is full. Time for a nap… https://t.co/z4edcxFgxu,,her belly is full time for a nap ,False
366,366,366,1.4747597117277512e+18,2021-12-25 15:11:29+00:00,['1474759711727751170'],@ElaineD70586678 @Mrs_Bouji Have a wonderful evening! 💕,,  have a wonderful evening ,False
367,367,367,1.4747474470628024e+18,2021-12-25 14:22:45+00:00,['1474747447062802433'],@ElaineD70586678 Merry Christmas. You are so organised!,, merry christmas you are so organised,False
368,368,368,1.4747472073080013e+18,2021-12-25 14:21:48+00:00,['1474747207308001287'],@Kumaranism I’ve worked at Royal London surgical and medical takes 😩. Hope your day is not too bad. Merry Christmas!,, ive worked at royal london surgical and medical takes  hope your day is not too bad merry christmas,False
369,369,369,1.474739693526864e+18,2021-12-25 13:51:56+00:00,['1474739693526863878'],"Flowers from a patient to the whole practice. At the end of the week, I got nominated to take it home because “you are always smiling” 🥰 https://t.co/SiLu0xvdpI",,flowers from a patient to the whole practice at the end of the week i got nominated to take it home because you are always smiling  ,False
370,370,370,1.4741379040751288e+18,2021-12-23 22:00:39+00:00,['1474137904075128833'],@adavies4 @Channel4News This was amazing,,  this was amazing,False
377,377,377,1.472544838662996e+18,2021-12-19 12:30:22+00:00,['1472544838662995974'],@alomshaha I made it in the microwave without the covering dish and it nearly exploded.  Managed to turn the plug off just as smoke started coming out.  Had to buy a new one.  I’ve since read old news of people getting electrocuted that way. I am assuming you made it on the cooker 🙂,, i made it in the microwave without the covering dish and it nearly exploded  managed to turn the plug off just as smoke started coming out  had to buy a new one  ive since read old news of people getting electrocuted that way i am assuming you made it on the cooker ,False
378,378,378,1.4722585437975593e+18,2021-12-18 17:32:44+00:00,['1472258543797559300'],@KoalasWelcome I thought it was mean of the producers.  But it says in the long video that they didn’t plan it.  One of the monkeys dropped it from a height and it broke/stopped moving. So the monkeys thought it died.,, i thought it was mean of the producers  but it says in the long video that they didnt plan it  one of the monkeys dropped it from a height and it brokestopped moving so the monkeys thought it died,False
379,379,379,1.472250489060348e+18,2021-12-18 17:00:44+00:00,['1472250489060347904'],@KoalasWelcome Reminded me of this… it was so sad. Watch the full video https://t.co/JpWs5pJbee,, reminded me of this it was so sad watch the full video ,False
380,380,380,1.472250274437808e+18,2021-12-18 16:59:53+00:00,['1472250274437808136'],@jsundmanus 😃 😂 I hope it won’t go off,,   i hope it wont go off,False
381,381,381,1.472249286884741e+18,2021-12-18 16:55:57+00:00,['1472249286884741126'],@KoalasWelcome But it’s also sad that they were so upset,, but its also sad that they were so upset,False
382,382,382,1.4722490374579569e+18,2021-12-18 16:54:58+00:00,['1472249037457956864'],"@jsundmanus 😃 we shall rule the Earth 
I read about an American lady who bought solar panels for her garden and she had a gun. I have to say I did suddenly want a gun… and a solar panel thing",,"  we shall rule the earth 
i read about an american lady who bought solar panels for her garden and she had a gun i have to say i did suddenly want a gun and a solar panel thing",False
383,383,383,1.4722462912374252e+18,2021-12-18 16:44:03+00:00,['1472246291237425163'],I was getting ready for the apocalypse in February 2020.  Was literally googling how to plant vegetables in the garden… https://t.co/1ThEfWVaNZ,,i was getting ready for the apocalypse in february   was literally googling how to plant vegetables in the garden ,False
387,387,387,1.4721354443599626e+18,2021-12-18 09:23:35+00:00,['1472135444359962625'],Big sigh of relief… was scared of what I would find by looking up what “buttering jorts” tweets were all about. Really wasn’t expecting cuteness,,big sigh of relief was scared of what i would find by looking up what buttering jorts tweets were all about really wasnt expecting cuteness,False
388,388,388,1.4718916882391245e+18,2021-12-17 17:14:59+00:00,['1471891688239124486'],"@AshleyGWinter No caption, but I had training lectures by paediatric surgeons today and one of them mentioned “flowering penis” on her talk on phimosis. I did not know that was a thing. Googled it &amp; all I get is “penis plant” photos. Did not know there were so many types! Learnt too much today",, no caption but i had training lectures by paediatric surgeons today and one of them mentioned flowering penis on her talk on phimosis i did not know that was a thing googled it amp all i get is penis plant photos did not know there were so many types learnt too much today,False
393,393,393,1.471076030874112e+18,2021-12-15 11:13:51+00:00,['1471076030874112000'],"@KayAyDrew Wishing your daughter a quick recovery ❤️. Such a lovely story.  On the other hand, this bish wakes me up to warn me of squirrels in the garden.  I fell downstairs and badly sprained my ankle rushing to calm her down at 3am once https://t.co/wOVIVa3Qch",, wishing your daughter a quick recovery  such a lovely story  on the other hand this bish wakes me up to warn me of squirrels in the garden  i fell downstairs and badly sprained my ankle rushing to calm her down at am once ,False
400,400,400,1.4703693204505436e+18,2021-12-13 12:25:38+00:00,['1470369320450543628'],@KoalasWelcome Thanks for letting me know about this. It’s really interesting!,, thanks for letting me know about this its really interesting,False
401,401,401,1.470316253206225e+18,2021-12-13 08:54:46+00:00,['1470316253206224898'],@dr_shibley A bit?,, a bit,False
410,410,410,1.4685612511314452e+18,2021-12-08 12:41:01+00:00,['1468561251131445254'],@AshleyGWinter Modified release,, modified release,False
414,414,414,1.4672620855580672e+18,2021-12-04 22:38:36+00:00,['1467262085558067201'],"@Kumaranism @picucat It’s a really good idea. Yes, you can hire the same one every year. I think I read that after ten years the trees “retire” and are permanently planted",,  its a really good idea yes you can hire the same one every year i think i read that after ten years the trees retire and are permanently planted,False
415,415,415,1.467228287353168e+18,2021-12-04 20:24:18+00:00,['1467228287353167878'],"Lolita hates the sound of the fire alarm. I’ve burnt a few dinners, and now she can tell before it happens. She runs to and scratches the patio door just before the alarm goes!!

There are dog that detect cash, drugs or even cancer. I’ve trained mine to detect food about to burn",,"lolita hates the sound of the fire alarm ive burnt a few dinners and now she can tell before it happens she runs to and scratches the patio door just before the alarm goes

there are dog that detect cash drugs or even cancer ive trained mine to detect food about to burn",False
417,417,417,1.4664945998709637e+18,2021-12-02 19:48:53+00:00,['1466494599870963721'],"@peekayone Probably less likely to die of road accidents, but watching indoor cats sit by the window always makes me really sad",, probably less likely to die of road accidents but watching indoor cats sit by the window always makes me really sad,False
419,419,419,1.4664899384389837e+18,2021-12-02 19:30:22+00:00,['1466489938438983696'],@peekayone This sounds really cruel,, this sounds really cruel,False
421,421,421,1.4664807232175063e+18,2021-12-02 18:53:44+00:00,['1466480723217506304'],"Working in A&amp;E, dealing with the second wave, inundated with patients coming in with “chest pain and shortness of breath”, hoping I would stay alive until I could qualify for the first dose of the vaccine https://t.co/FT91tFrWGQ",,working in aampe dealing with the second wave inundated with patients coming in with chest pain and shortness of breath hoping i would stay alive until i could qualify for the first dose of the vaccine ,False
425,425,425,1.4659896418033377e+18,2021-12-01 10:22:22+00:00,['1465989641803337730'],@KoalasWelcome Thank you. Talks seem to be live-streaming via YouTube - listening to this on women in tech https://t.co/09JVvN03Kn,, thank you talks seem to be livestreaming via youtube  listening to this on women in tech ,False
426,426,426,1.4659890610516214e+18,2021-12-01 10:20:03+00:00,['1465989061051621380'],@GIANT_health That’s not the issue - never mind. I’ll access your talks through YouTube,, thats not the issue  never mind ill access your talks through youtube,False
427,427,427,1.4659866484166615e+18,2021-12-01 10:10:28+00:00,['1465986648416661506'],@GIANT_health hello. Would someone be able to help with access? I’ve emailed and DMed. There is no phone number to call,, hello would someone be able to help with access ive emailed and dmed there is no phone number to call,False
429,429,429,1.465935240359252e+18,2021-12-01 06:46:11+00:00,['1465935240359251971'],@KoalasWelcome It sounds really interesting!! I’m on annual leave that day so I’ve just booked my place! 👏🏽👏🏽  Thank you.  I’m virtually attending @GIANT_health event today,, it sounds really interesting im on annual leave that day so ive just booked my place   thank you  im virtually attending  event today,False
431,431,431,1.4657746767943844e+18,2021-11-30 20:08:10+00:00,['1465774676794384385'],@Nedu_MD Explains things. Reminds me of the Dr Glaucomfleken video on palliative care. Hope you enjoy your next job too!,, explains things reminds me of the dr glaucomfleken video on palliative care hope you enjoy your next job too,False
432,432,432,1.4657650610503844e+18,2021-11-30 19:29:57+00:00,['1465765061050384388'],@KoalasWelcome 👍🏽🙂 I’ll hold out for when they invent the 12 lead one,,  ill hold out for when they invent the  lead one,False
433,433,433,1.4657638935742546e+18,2021-11-30 19:25:19+00:00,['1465763893574254595'],@Nedu_MD What specialty was it if you don’t mind me asking?,, what specialty was it if you dont mind me asking,False
434,434,434,1.4655920958010614e+18,2021-11-30 08:02:39+00:00,['1465592095801061378'],@Inalein_19 Would you change it for the world though?,, would you change it for the world though,False
435,435,435,1.4655008327288177e+18,2021-11-30 02:00:00+00:00,['1465500832728817666'],"@KoalasWelcome @AliveCor I thought the same thing before being taught back in the day.  I can see this little gadget being so useful in say air or space travel specially. Already, a study out comparing it with 12 lead (I don’t know enough to comment)",,  i thought the same thing before being taught back in the day  i can see this little gadget being so useful in say air or space travel specially already a study out comparing it with  lead i dont know enough to comment,False
436,436,436,1.465443077913518e+18,2021-11-29 22:10:31+00:00,['1465443077913518084'],@KoalasWelcome @AliveCor Leads give you views of the heart. Hospitals use 12 lead. The machine read reports are getting more and more accurate!  You probably have some good resources but the little “ECG made easy” book is a gem. https://t.co/8U6vgp8tTH,,  leads give you views of the heart hospitals use  lead the machine read reports are getting more and more accurate  you probably have some good resources but the little ecg made easy book is a gem ,False
437,437,437,1.465436866786771e+18,2021-11-29 21:45:50+00:00,['1465436866786770952'],@KoalasWelcome Does it not read the ECG for you?,, does it not read the ecg for you,False
438,438,438,1.4654359517323018e+18,2021-11-29 21:42:12+00:00,['1465435951732301828'],@KoalasWelcome @AliveCor What are you up to? 🙂,,  what are you up to ,False
439,439,439,1.465057437371847e+18,2021-11-28 20:38:07+00:00,['1465057437371846672'],@Kumaranism Love this chair!,, love this chair,False
440,440,440,1.4650554024171684e+18,2021-11-28 20:30:02+00:00,['1465055402417168384'],@peekayone nice new profile pic! 🙂,, nice new profile pic ,False
442,442,442,1.4650127006233928e+18,2021-11-28 17:40:21+00:00,['1465012700623392776'],"Many never stopped, but yes I don’t understand the logic of starting from Tuesday. Why not now? https://t.co/Sl4xzzIHU7",,many never stopped but yes i dont understand the logic of starting from tuesday why not now ,False
443,443,443,1.4650120830331003e+18,2021-11-28 17:37:53+00:00,['1465012083033100295'],@mevparekh It gets extremely lenient sometimes to be fair,, it gets extremely lenient sometimes to be fair,False
444,444,444,1.465011860017664e+18,2021-11-28 17:37:00+00:00,['1465011860017664000'],@ElaineD70586678 I’ve been known to have a nap first and do it later 🙂,, ive been known to have a nap first and do it later ,False
446,446,446,1.4649908923858698e+18,2021-11-28 16:13:41+00:00,['1464990892385869835'],@davidnnaumann Dose dog parent count David?,, dose dog parent count david,False
452,452,452,1.4639439388893676e+18,2021-11-25 18:53:28+00:00,['1463943938889367557'],@dr_shibley @YouTube Would have loved to see her reaction 🙂,,  would have loved to see her reaction ,False
454,454,454,1.4638361394969068e+18,2021-11-25 11:45:07+00:00,['1463836139496906754'],"@PayzeeMalika Amazing work by you, Sara and everyone at IKWRO ❤️",, amazing work by you sara and everyone at ikwro ,False
458,458,458,1.463568000666243e+18,2021-11-24 17:59:37+00:00,['1463568000666243074'],@em_j_b @dan26wales Now I know why people have done this to me,,  now i know why people have done this to me,False
459,459,459,1.463566871152808e+18,2021-11-24 17:55:08+00:00,['1463566871152807937'],This longing look is for a squirrel on a tree 🐿 https://t.co/0DFuQb9wQF,,this longing look is for a squirrel on a tree  ,False
460,460,460,1.4635663759312364e+18,2021-11-24 17:53:10+00:00,['1463566375931236357'],"They love the leaves, but very reluctantly agreed to pose for me for a few seconds https://t.co/QyexkXO8im",,they love the leaves but very reluctantly agreed to pose for me for a few seconds ,False
464,464,464,1.4632140039671153e+18,2021-11-23 18:32:58+00:00,['1463214003967115264'],Of course. Dogs understand everything. https://t.co/pr4VFCecw5,,of course dogs understand everything ,False
465,465,465,1.4632089788302705e+18,2021-11-23 18:13:00+00:00,['1463208978830270485'],@Parody_RCGP I’m sorry. I do hope you enjoy the achievement and it doesn’t build up again too soon 🙂,, im sorry i do hope you enjoy the achievement and it doesnt build up again too soon ,False
466,466,466,1.4632079517081313e+18,2021-11-23 18:08:55+00:00,['1463207951708131337'],@Parody_RCGP Just left work telling myself 18 is ok. Damn you,, just left work telling myself  is ok damn you,False
469,469,469,1.4628818379534705e+18,2021-11-22 20:33:03+00:00,['1462881837953470464'],@SamanehRP1500 Don’t be mean. Touch her belly,, dont be mean touch her belly,False
470,470,470,1.4628683362456207e+18,2021-11-22 19:39:24+00:00,['1462868336245620746'],@Okwonga Did you see this? https://t.co/0THreEqG89,, did you see this ,False
472,472,472,1.4628662336117678e+18,2021-11-22 19:31:03+00:00,['1462866233611767808'],Slightly overwhelming being back in London for the day after living in the countryside for two years.  So many people out… hardly anyone is wearing masks on public transport.  I’ll probably take back all the covid variants,,slightly overwhelming being back in london for the day after living in the countryside for two years  so many people out hardly anyone is wearing masks on public transport  ill probably take back all the covid variants,False
474,474,474,1.4627638469559378e+18,2021-11-22 12:44:12+00:00,['1462763846955937792'],My sister’s boyfriend only eats pasta and pizza (he is a grown man). My dad’s attempt to get him into Iranian food has also failed.  But he now uses the fresh Naan bread from the Afghan shop as his fake stone baked pizza base https://t.co/WDF4hqEIxj https://t.co/aOcIXkBoxb,,my sisters boyfriend only eats pasta and pizza he is a grown man my dads attempt to get him into iranian food has also failed  but he now uses the fresh naan bread from the afghan shop as his fake stone baked pizza base  ,False
478,478,478,1.462523020396933e+18,2021-11-21 20:47:15+00:00,['1462523020396933135'],@ElaineD70586678 Can’t wait to try this 🙂,, cant wait to try this ,False
479,479,479,1.4625227447346831e+18,2021-11-21 20:46:09+00:00,['1462522744734683139'],"@Louisdebernard Here you go Louis, proper recipe courtesy of @ElaineD70586678 https://t.co/qMAjBqngcm 

https://t.co/saiZXWMJJj",," here you go louis proper recipe courtesy of   

",False
480,480,480,1.4625210808040038e+18,2021-11-21 20:39:32+00:00,['1462521080804003851'],@ElaineD70586678 Thank you!!!!,, thank you,False
481,481,481,1.4625208920476918e+18,2021-11-21 20:38:47+00:00,['1462520892047691780'],@ElaineD70586678 Wow! I haven’t tried it.  Will get some. It looks very nutritious,, wow i havent tried it  will get some it looks very nutritious,False
482,482,482,1.462468276907397e+18,2021-11-21 17:09:43+00:00,['1462468276907397128'],@Louisdebernard Thank you!  It tasted good 😊 and so easy and quick to make too,, thank you  it tasted good  and so easy and quick to make too,False
483,483,483,1.4624603167055995e+18,2021-11-21 16:38:05+00:00,['1462460316705599492'],Rice and peas with Ackee. Kept it vegan so no fish. Such an amazing fruit. https://t.co/U5k935sQo5,,rice and peas with ackee kept it vegan so no fish such an amazing fruit ,False
484,484,484,1.4623377583037686e+18,2021-11-21 08:31:05+00:00,['1462337758303768583'],"@m_ferry_ Fake? I honestly more than once wished I’d be the stabbing victim of the night by the gangs outside the hospital area, just so I wouldn’t have to do the shift",, fake i honestly more than once wished id be the stabbing victim of the night by the gangs outside the hospital area just so i wouldnt have to do the shift,False
489,489,489,1.4615198337162158e+18,2021-11-19 02:20:56+00:00,['1461519833716215813'],@nursekelsey I feel so honoured when they trust me like this,, i feel so honoured when they trust me like this,False
492,492,492,1.4614006830438646e+18,2021-11-18 18:27:29+00:00,['1461400683043864576'],"@DGlaucomflecken If I could like a tweet a thousand times, it would be this one for the accuracy",, if i could like a tweet a thousand times it would be this one for the accuracy,False
498,498,498,1.460534121864835e+18,2021-11-16 09:04:04+00:00,['1460534121864835074'],@Not4Twos I thought I was the only one who does things like fall over on the ward 🙂,, i thought i was the only one who does things like fall over on the ward ,False
499,499,499,1.4605173189251072e+18,2021-11-16 07:57:18+00:00,['1460517318925107200'],@Nedu_MD Hope you feel better soon. Let your work know that you are ill,, hope you feel better soon let your work know that you are ill,False
503,503,503,1.4599398935771914e+18,2021-11-14 17:42:49+00:00,['1459939893577191429'],@lorraine_hickey Hope it’s not too bad tonight.,, hope its not too bad tonight,False
504,504,504,1.4599377367444849e+18,2021-11-14 17:34:15+00:00,['1459937736744484866'],@vattandoost Gorgeous! 😍,, gorgeous ,False
505,505,505,1.4599062995048243e+18,2021-11-14 15:29:20+00:00,['1459906299504824323'],@vattandoost Thank you. I hope Hapoo khanoom is having a lovely Sunday too 😘😘,, thank you i hope hapoo khanoom is having a lovely sunday too ,False
506,506,506,1.4598982270592205e+18,2021-11-14 14:57:15+00:00,['1459898227059220488'],Nothing like a Sunday afternoon nap… and they worked so hard all week https://t.co/Zas1pdxL0n,,nothing like a sunday afternoon nap and they worked so hard all week ,False
507,507,507,1.4598956661850565e+18,2021-11-14 14:47:05+00:00,['1459895666185056265'],That longing look… One day soon I’ll be brave enough to let her swim again https://t.co/eojW9u2ftg,,that longing look one day soon ill be brave enough to let her swim again ,False
510,510,510,1.4597982686957937e+18,2021-11-14 08:20:03+00:00,['1459798268695793665'],"Not to mention ongoing and historic instigation of political upheaval, propping up dictators/corrupt leaders, exploiting labour and natural resources… https://t.co/AYLxHbXbUc",,not to mention ongoing and historic instigation of political upheaval propping up dictatorscorrupt leaders exploiting labour and natural resources ,False
521,521,521,1.458046847520592e+18,2021-11-09 12:20:32+00:00,['1458046847520591872'],"@noodles_nood Sending you love 💕 you reminded me of this, which is one of my favourites https://t.co/oFcYYLRU4A",, sending you love  you reminded me of this which is one of my favourites ,False
523,523,523,1.4578205073661133e+18,2021-11-08 21:21:08+00:00,['1457820507366113280'],@zackferguson I was going to say that’s a bit below the belt…,, i was going to say thats a bit below the belt,False
524,524,524,1.4578187357801882e+18,2021-11-08 21:14:06+00:00,['1457818735780188161'],"I doubt very much he wore a mask in clinical areas

Staff and visitors are asked to wear masks when they enter the building

He is standing next to staff in the photos; they will be going back to patients

He has shown absolutely zero respect for safety of others throughout https://t.co/pxIRbJ0jN2",,"i doubt very much he wore a mask in clinical areas

staff and visitors are asked to wear masks when they enter the building

he is standing next to staff in the photos they will be going back to patients

he has shown absolutely zero respect for safety of others throughout ",False
525,525,525,1.4578131279664783e+18,2021-11-08 20:51:49+00:00,['1457813127966478337'],"Made myself a little covid / isolation survival pack last year, cough medicine, cuppasoup, paracetamol, energy tablets... Just last week, I threw away the soup packs cos they were out of date.  Missing London, my friends and all the delivery options",,made myself a little covid  isolation survival pack last year cough medicine cuppasoup paracetamol energy tablets just last week i threw away the soup packs cos they were out of date  missing london my friends and all the delivery options,False
530,530,530,1.45735921274137e+18,2021-11-07 14:48:07+00:00,['1457359212741369862'],@DonSolito @mehrafarin_sr یعنی چی؟ یعنی شما میمون هستین از جنگل اومدین؟ (نترال انوایرومنت). ریسیستها از این اصطلاح استفاده می‌کنند. هرکی دیگه بود به  HR شکایت می‌کرد کلی مشکل واسشون درست می‌کرد,,                        hr       ,False
531,531,531,1.4573512606806385e+18,2021-11-07 14:16:31+00:00,['1457351260680638466'],"Mowed the overgrown grass yesterday… the squirrels had hidden loads of walnuts in the garden. From all the cartoons, I expected they would burry them a little bit.  I’ve scattered them back onto the cut grass (in hidden corners).  Hope they find them when they need them https://t.co/nfOJng88I8",,mowed the overgrown grass yesterday the squirrels had hidden loads of walnuts in the garden from all the cartoons i expected they would burry them a little bit  ive scattered them back onto the cut grass in hidden corners  hope they find them when they need them ,False
537,537,537,1.4565576068357325e+18,2021-11-05 09:42:49+00:00,['1456557606835732482'],@Dr2NisreenAlwan I was going to say something angry and divisive in response to this news. Your response is lovely,, i was going to say something angry and divisive in response to this news your response is lovely,False
539,539,539,1.4565541516939264e+18,2021-11-05 09:29:05+00:00,['1456554151693926412'],"@TartanTantrum Quite moving to hear it out loud. Just yesterday, I was thinking about how a couple of my exes have this trait in common and how they must have just seen me coming",, quite moving to hear it out loud just yesterday i was thinking about how a couple of my exes have this trait in common and how they must have just seen me coming,False
541,541,541,1.456341677774418e+18,2021-11-04 19:24:48+00:00,['1456341677774417929'],"Elderly patient asked for a referral for a hearing test. She said people have to repeat themselves, she has the TV louder, and when it rains outside, she can’t hear it.  That last bit really got me.",,elderly patient asked for a referral for a hearing test she said people have to repeat themselves she has the tv louder and when it rains outside she cant hear it  that last bit really got me,False
545,545,545,1.456165707201327e+18,2021-11-04 07:45:33+00:00,['1456165707201327113'],@doctor_oxford @iLeW Had similar experience with my Trust. Was asked to attend a review meeting after 2 episodes of leave (single day &amp; 2 days). Letter said not allowed to take any bank shifts (I wasn’t). Then covid hit and suddenly it was fine to do extra hours without pay.Guess too late to complain,,  had similar experience with my trust was asked to attend a review meeting after  episodes of leave single day amp  days letter said not allowed to take any bank shifts i wasnt then covid hit and suddenly it was fine to do extra hours without payguess too late to complain,False
546,546,546,1.4559723144709202e+18,2021-11-03 18:57:05+00:00,['1455972314470920200'],@Medic_Russell They are not going to follow you are they?,, they are not going to follow you are they,False
547,547,547,1.4559536927593718e+18,2021-11-03 17:43:05+00:00,['1455953692759371777'],"@MaddieMierMD We “spring forward, fall back” - this is funny https://t.co/bbPao32l8H",, we spring forward fall back  this is funny ,False
549,549,549,1.4559108088740127e+18,2021-11-03 14:52:41+00:00,['1455910808874012673'],@laurenthehough That look of “I am desperate. Why are you making it rain?” is the worst,, that look of i am desperate why are you making it rain is the worst,False
554,554,554,1.455609514053546e+18,2021-11-02 18:55:26+00:00,['1455609514053545991'],@EmilyCee @nedcparkinson Looks gorgeous and happy birthday Ned!!!,,  looks gorgeous and happy birthday ned,False
555,555,555,1.4556071003951186e+18,2021-11-02 18:45:51+00:00,['1455607100395118595'],“My religious exemption was denied. They said I had no proof. I asked them to prove that the vaccine is safe. They gave me graphs. Jesus didn't have graphs. There are no graphs in the bible...” https://t.co/wsiPJlgBKv,,my religious exemption was denied they said i had no proof i asked them to prove that the vaccine is safe they gave me graphs jesus didn't have graphs there are no graphs in the bible ,False
556,556,556,1.4554518327598203e+18,2021-11-02 08:28:52+00:00,['1455451832759820295'],@NotoriousB_E_G From the replies it sounds like this tweet needed the hashtag sarcasm,, from the replies it sounds like this tweet needed the hashtag sarcasm,False
558,558,558,1.4554394214913595e+18,2021-11-02 07:39:33+00:00,['1455439421491359747'],@hansmollman She didn’t have to,, she didnt have to,False
566,566,566,1.454743835054166e+18,2021-10-31 09:35:32+00:00,['1454743835054166016'],@Backpainandwine Have you seen “maid”? I cried quite a bit but it’s also a feel good series - only 10 episodes or so,, have you seen maid i cried quite a bit but its also a feel good series  only  episodes or so,False
567,567,567,1.4544149996533391e+18,2021-10-30 11:48:52+00:00,['1454414999653339136'],@dr_shibley It does look really clean. What’s your secret?,, it does look really clean whats your secret,False
