,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
112,roast christmas,0,county,0,silhouette sunset,manager paris,0,aromatherapy hospital lippincott nursingcenter,0,0,democracy number,0,0,client risk right supplier,0,0,0,please wonderinf,0,0
113,look roast potato,0,mask county,0,sunset,manager paris,0,share nursing voice lippincott nursingcenter,0,0,democracy,0,0,system staff manager plan experience call fusion today,0,0,0,wonderful wonder,0,0
114,monday,0,hmmm,0,sunrise,scene background extra,0,collection contact hour,0,0,hero award hellen riversway,0,0,book demo business,0,0,0,santa clarita,0,0
115,monday,0,hmmm,0,sunrise,backdrop,0,advantage collection earn contact hour,0,0,luck riversway,0,0,book demo business,0,0,0,santa train today safari experiencethe time monkey caramp wiper,0,0
116,monday,0,mhmm,0,sunrise,crane background,0,amount contact hour rate collection bundle activity journal portfolio,0,0,hero award hellen riversway,0,0,book demo business,0,0,0,santa,0,0
117,isolation baaaaane life,0,match,0,coast hell,congratulation student nurse award,0,journal issue online,0,0,birch care safari,0,0,product market fusion supply system need solution access logins portal system today,0,0,0,comedy world everyone,0,0
118,genius isolation household,0,match,0,friend coast,congratulation student nurse award,0,journal practitioner issue online,0,0,birch,0,0,product market fusion supply system need solution access logins portal system today,0,0,0,comedy nothing kind assault psyche,0,0
119,guess isolation,0,match,0,teen coast driving,congratulation nursing graduate carleigh recipient student distinction award,0,journal rehabilitation prevention issue online,0,0,birch care safari,0,0,product market fusion supply system need solution access logins portal system today,0,0,0,comedy comedy,0,0
120,sunday night,0,storm,0,thank weekend,member colleague nursing award excellence member designation noms,0,issue journal gerontology look,0,0,rating,0,0,care compliance benefit fusion care management software book demo today action,0,0,0,yeah quill carrier pigeon vacation spring,0,0
121,tuesday nighters,0,power storm head storm message bloody,0,thank weekend,member colleague nursing award excellence designation,0,issue alert issue journal,0,0,four,0,0,care compliance benefit fusion care management software book demo today action,0,0,0,pigeonnnnn,0,0
122,sunday night,0,gathering storm alan jones,0,thank weekend,member colleague nursing award excellence member designation,0,issue alert issue journal gerontology,0,0,rank,0,0,care compliance benefit fusion care management software book demo today action,0,0,0,someone pigeon hole,0,0
123,thank work,0,reason person,0,self,member england wale member week ireland announcement staff detail consult,0,sage article nursing,0,0,work kath,0,0,care record place careplans date touch button create person careplans compliance reassess time data need,0,0,0,achieveamp occasion jewellery student work,0,0
124,thank work,0,reason people,0,self,director evening announcement staff ireland,0,sage nursing study element competency educator,0,0,work shiv,0,0,care record place careplans date touch button create person careplans compliance reassess time data need,0,0,0,eternal necklace place piece,0,0
125,thank work,0,reason someone people today,0,self,director afternoon staff ireland,0,sage nursing predictor child,0,0,work kath,0,0,care record place careplans date touch button create person careplans compliance reassess time data need,0,0,0,earth lapel piece jewellery,0,0
126,tuesday,0,twitter feed,0,morning carol,ireland member award please email rcncom,0,dive research perspective worker arabia,0,0,shiv,0,0,care record place credential time information today,0,0,0,bourne film film book world,0,0
127,tuesday evening,0,tweet store idiot,0,morning carol kpis,ireland member award please email rcncom,0,dive research prevention intervention journal health article,0,0,shiv,0,0,care plan place cloud paper time saver care delivery call,0,0,0,film book,0,0
128,tuesday,0,function twitter,0,morning carol,ireland member award please email rcncom,0,dive research quality criterion program article,0,0,shiv,0,0,care plan place cloud paper time saver care delivery call,0,0,0,book movie year school,0,0
129,work nurse protection work nurse week,0,wembley tomorrow match year,0,world championship olympic game,opportunity member ireland wherever priority staff board election board vice chair,0,research collection health service today,0,0,0,0,0,client relationship share observation product,0,0,0,christmas family,0,0
130,base monday tuesday wednesday home thursday friday hand nurse,0,colour train carriage wembley travelodge arena spoiler time,0,olympics,seat ireland board election board chair nomination september,0,research health service insight collection today,0,0,0,0,0,client relationship share observation product,0,0,0,people family niece nephew geneva dublin cousin share online chat santa,0,0
131,nurse week trinket organization everyone,0,anyone music dancing rock wembley stage,0,winter olympics blatant advertising business promotion,election member board please vote body governance ireland,0,research health service collection,0,0,0,0,0,client relationship share observation product,0,0,0,christmas family,0,0
132,part health awareness week,0,desperate,0,people dawn,congratulation finalist,0,resident staff visitor facecam keep track,0,0,0,0,0,innovation pressure demand care sector,0,0,0,friendship decor,0,0
133,bayelsa unveils child health week,0,want,0,dawn,congratulation winner,0,support fusion facecam state technology service user staff,0,0,0,0,0,innovation pressure demand care sector quality care,0,0,0,decoration movie time,0,0
134,week health awareness week,0,desperate,0,voyage dawn treader,congratulation finalist,0,support fusion facecam state technology service user staff,0,0,0,0,0,innovation pressure demand care sector,0,0,0,hello today decoration jasmine,0,0
135,colleague care people management guidance recommendation individual,0,chat inbox hour,0,time tunnel future,retirement catherine touch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,guide management care setting,0,forget code chat hour,0,williamson tunnel,catherine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,week health week medium event health care professional student twitter register welearn platform certificate,0,hour question minute thing chat,0,tunnel tree,attitude catherine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,intro edition health read,0,tues thing period share experience,0,morning shaun,knsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,wednesday book film play health message choice,0,meeting experience thing,0,morning shaun,halp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,health tool push people health,0,share experience difference,0,morning shaun,knsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,secret bath dump week,0,show tonight,0,morning kenny friend,snake,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,fright night bampb ghost bath,0,show today,0,morning kenny friend,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,bath problem,0,home show tonight hove thank friday,0,morning kenny friend,trial space snake fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,week book ticket team stand register ticket,0,reason resurfacing,0,page flock stewart,board position opportunity nurse designation province,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,week version register ticket,0,something reason reason reason neice,0,think answer stewart,board opportunity nurse designation province,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,travel week dragon training order headset role,0,show reason,0,merry stewart,board career opportunity nurse designation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,family time think hubby quality time,0,week twitter mention reply,0,morning merv,student student midwife nursing associate july team student forum information flyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,family time,0,week twitter mention reply,0,morning merv,student student midwife nursing associate team student forum information flyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,thing family time,0,week twitter mention reply,0,morning merv,student student midwife nursing associate team student forum information flyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,hour word kind,0,postdoc experience academia thing approach,0,morning emil hope,love gary time baftas time river ciry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,hour harder,0,experience work,0,morning emil,bafta gogglebox,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,hour comment path,0,experience work process,0,morning emil hope,time baftas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,thoughttook stick plane mountain,0,matchday,0,morning kenny friend week time time break order,learning practice award nomination nurse support development nursing assistanthca nursing student apply,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,stunt plane neighbouramp skill,0,match tonight,0,morning kenny friend week difference,learning practice award nomination nurse support development nursing assistanthca nursing student apply,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,plane thing deceit,0,matchday,0,morning kenny sunday daughter university,learning practice award nomination nurse support development nursing assistanthca nursing student apply,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,assessment loneliness pandemic,0,facebook friend user twitterantics life twitter people trouble,0,morning kenny friend kindness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,loneliness isolation worker,0,twitter family parent spouse child,0,morning kenny friend kindness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,experience loneliness health awareness week feeling loneliness isolation,0,twitter family,0,morning kenny friend kindness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,sydney airport contractor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,airport kind regard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,airport spot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,pilot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,pilot relationship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,pilotage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,phone work night rogue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,ambition typo thread night head idea thing reminder line,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,work night oclock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,work night shift everyone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,evening shift strike action shame people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,teeth dream shift work mind rest others time something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,morning mile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,morning mile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,dream work mile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,pitch look,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,fine rule football pitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,pitch putt practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,nurse shortage excuse health care nurse facility unit shift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,news field nurse water shift nurse manager action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,call shift cycle nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,time work time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,time work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,game work time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,doubt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,doubt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,doubt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,hope week week socialist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,hope week,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,week time september friday cant bloody hope work thing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,fall friend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,home shift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,shift management working understaffed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,work shift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,awareness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,awareness lack policy response people evidence solution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,awareness support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,care home tech loneliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,care home tech loneliness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,loneliness care union housing group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,hour today,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,today hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,today hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,garbage time staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,reason take time boundary staff peer network senior staff enjoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,time staff time need time person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,butterfly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,madame butterfly light casino watch summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,butterfly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,edie hailing sunshine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,edie clever edit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,edie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,system hospital hospital nimis resource staff time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,healthcare staff need time sense experience reset time space staff service healthcare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,time staff wave protection patient staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,oklahoma inch evening,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,fort gibson oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
