,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
110,0,performance,continence care patient dementia hospital challenge staff nursing standard nursing issue impact patient,spark,0,0,educator genomics look nursing toolkit support guidance,week twitter mention reply,0,0,decision,congratulation bower photo,0,0,0,0,0,brill,democracy,innovation pressure demand care sector quality care compliance budget business
111,0,phone rang triage shift today afternoon routine week,issue dementia look,morning carol,0,0,case nursing midwifery council nigeria examination,voice bite,0,0,sense creepy,0,0,0,0,0,0,reshoots profit promotion,thabk,care record place care plan date touch button create person care plan compliance reassess time data need
112,0,work hour shift awake hour half sunday sunday,issue dementia look,morning carol,0,0,nursing midwifery council nigeria state ministry health present nurse midwife health,voice bite march,0,0,lanny creep,0,0,0,0,0,0,supplier profit price price,pask,care record place care plan date touch button create person care plan compliance reassess time data need
113,0,cross mind weekend shift tube people half,issue dementia look,morning carol,0,0,number candidate examination nursing midwifery council nigeria july,friend voice note hurt,0,0,creepy,0,0,0,0,0,0,profit increase specific software need,breeks,care record place care plan date touch button create person care plan compliance reassess time data need
114,0,look midnight heard,issue care nursing essential magazine subscribe today,morning jenny,0,0,training schedule credit unit nmcn license renewal,imagine tool fusion working tool solution aspect role care,0,0,sheeran,0,0,0,0,0,0,system plan fusion confusion system portal system,time crueltyaddress health,track absence supervision appraisal fusion staff management system secure format accountability consistency staff management data
115,0,nsala midnight,valentine team care essential magazine,morning jenny,0,0,river state mcpdp schedule august credit unit nmcn license renewal,imagine tool fusion working tool solution aspect role care,0,0,sheeran,0,0,0,0,0,0,system plan confusion portal system,point cruelty,fusion staff management system secure format accountability consistency staff management data
116,0,sleep midnight,issue care nursing essential information product news today,morning jenny,0,0,river state mcpdp schedule august credit unit nmcn license renewal,imagine tool fusion working tool solution aspect role care,0,0,sheeran,0,0,0,0,0,0,question sync card ford site navigation system detail navigation,patient suffers torture cruelty help,fusion staff management system secure format accountability consistency staff management data
117,0,lecture,article thank,0,0,0,nursingworld nigeria schedule,imagine indepth staff indepth reporting infection information covid testing vaccination life speak fusion,0,0,santa,0,0,0,0,0,0,hazard allowance health worker proposal,plum,book demo business
118,0,lecture love sweet,excellent prescient article,0,0,0,nursingworld nigeria schedule,imagine indepth staff indepth reporting infection information covid testing vaccination life speak fusion,0,0,santa claus,0,0,0,0,0,0,hazard allowance health worker,apple plum surprise fruit garden surprise plum,year software book demo business
119,0,lecture hour yawn fests death powerpoint today poll activity lecture room,thanks article,0,0,0,nursingworld nigeria schedule,imagine indepth staff indepth reporting infection information covid testing vaccination life speak fusion,0,0,santa,0,0,0,0,0,0,hazard allowance template johesu tell,return garden plum baby tetrapanax,book demo business
120,0,excellent,contribution technology clever data care support resident dementia living care nursing home,0,0,0,sokoto state mcpdp workshop round,0,0,0,decor marbel,0,0,0,0,0,0,0,extension spam,organise everything business place cloud today
121,0,wonderful,france lead consultant psychologist psychology people service dementia home support team,0,0,0,irregularity application delay view please nurse midwife qualification licence renewal portal,0,0,0,tomorrow decoration,0,0,0,0,0,0,0,extension spam,organise everything business place cloud today
122,0,excellent,contribution technology clever data care support resident dementia living care nursing home,0,0,0,state mandatory development programme mcpdp collaboration,0,0,0,mine porch wellies decorate,0,0,0,0,0,0,0,extension spam,organise everything business place cloud today
123,0,keyboard,nursing midwifery council nurse christmas,0,0,0,taff nurse midwife vacancy health management,0,0,0,meme,0,0,0,0,0,0,0,0,embrace fusion technology access care plan time need receptiion desk
124,0,random phone occurrence keyboard gboard phone,christmas hamper care nursing essential,0,0,0,nurse midwife vacancy hospital,0,0,0,meme,0,0,0,0,0,0,0,0,embrace fusion technology access care plan time need receptiion desk
125,0,mouse,christmas hamper care nursing essential,0,0,0,nurse midwife vacancy,0,0,0,meme,0,0,0,0,0,0,0,0,embrace fusion technology access care plan time need receptiion desk
126,0,james blog tour,issue care nursing essential issue,0,0,0,midwife vacancy hospital,0,0,0,retard,0,0,0,0,0,0,0,0,staff management software compliance headache kind pressure paper process staff management data painless transition team
127,0,clare blog tour,issue care nursing essential,0,0,0,midwife vacancy hospital,0,0,0,mend,0,0,0,0,0,0,0,0,software edge management staff management compliance power business
128,0,dread wood jennifer killick blog tour,issue care nursing essential issue,0,0,0,midwife vacancy hospital solution,0,0,0,mend time hope,0,0,0,0,0,0,0,0,staff management software compliance headache kind pressure
129,0,night night,date september dementia care nursing home expo stand software standard care efficiency place,0,0,0,health promotion officer phizer vacancy care,0,0,0,collaboration care home client fusion tool care sector standard care today,0,0,0,0,0,0,0,0,rota fusion system shift
130,0,night fxck,date september dementia care nursing home expo stand software standard care efficiency place,0,0,0,graduate marshal inspector vacancy road safety corp frsc,0,0,0,collaboration care sector fusion tool care sector standard care,0,0,0,0,0,0,0,0,rota fusion system shift
131,0,mood night night,date september dementia care nursing home expo stand software standard care efficiency place,0,0,0,phonecall vacancy,0,0,0,collaboration care home client fusion tool care sector standard care today,0,0,0,0,0,0,0,0,rota fusion system shift
132,0,marketing antivax site,teeside toddler care home resident part session,0,0,0,officer vacancy multispecialist hospital,0,0,0,round circle everyone,0,0,0,0,0,0,0,0,care record place careplans date touch button create person careplans compliance reassess time data need
133,0,vaxxers note,hundred vote maker staff member teesside care home,0,0,0,officer vacancy group,0,0,0,circle,0,0,0,0,0,0,0,0,care record place careplans date touch button create person careplans compliance reassess time data need
134,0,tweet perspective part antivaxxers,dementia teesside care home,0,0,0,officer vacancy multispecialist hospital,0,0,0,circle,0,0,0,0,0,0,0,0,care record place careplans date touch button create person careplans compliance reassess time data need
135,0,twat,keysafe care nursing essential,0,0,0,youth health service officer vacancy action health,0,0,0,light tunnel,0,0,0,0,0,0,0,0,data system location compliant security setting online banking
136,0,bunch twat,keysafe care nursing essential,0,0,0,assurance officer vacancy health management service,0,0,0,williamson tunnel,0,0,0,0,0,0,0,0,data system location compliant security setting online banking
137,0,twat,keysafe care nursing essential,0,0,0,adolescent health officer asrh vacancy concern development greencode,0,0,0,time tunnel future,0,0,0,0,0,0,0,0,system location compliant security setting online banking
138,0,bloody,magazine,0,0,0,lifeline confidential service nurse midwife nurse midwife monday,0,0,0,store tank mate goldfish tank thing,0,0,0,0,0,0,0,0,innovation pressure demand care sector quality care
139,0,bloody love,heughan magazine,0,0,0,lifeline confidential service nurse midwife nurse midwife support,0,0,0,tank word,0,0,0,0,0,0,0,0,innovation pressure demand care sector
140,0,bloody,subscribe essential magazine,0,0,0,today lifeline confidential service nurse midwife nurse midwife support,0,0,0,tank,0,0,0,0,0,0,0,0,innovation pressure demand care sector
141,0,work night shift everyone,business model healthcare,0,0,0,month nursing midwifery matter news workforce leadership guidance resource practice,0,0,0,rest europe,0,0,0,0,0,0,0,0,0
142,0,interview night shift night shift anyone hospital night,look item healthcare business magazine,0,0,0,month nursing midwifery matter sign news workforce leadership guidance resource practice,0,0,0,europea europa,0,0,0,0,0,0,0,0,0
143,0,night shift shift home ward community placement,read healthcare business revolution transition,0,0,0,month nursing midwifery matter news workforce leadership guidance resource practice,0,0,0,world europe,0,0,0,0,0,0,0,0,0
144,0,call night world thing craziness,absolute lack attention health infrastructure resource need area,0,0,0,0,0,0,0,thanks team film,0,0,0,0,0,0,0,0,0
145,0,night night need learnt whats,tool platform health service,0,0,0,0,0,0,0,thanks chance part film,0,0,0,0,0,0,0,0,0
146,0,something night human something,tool platform health service,0,0,0,0,0,0,0,treat courtesy novelisation film brought,0,0,0,0,0,0,0,0,0
147,0,tour,benefit plenty exposure stigma people caste diagnosis eupd inaccuracy repitition,0,0,0,0,0,0,0,patient client relative someone choice award patient client standard care apply,0,0,0,0,0,0,0,0,0
148,0,innocence tour,example woman everyone stigma emotion thats woman help health deteriorates,0,0,0,0,0,0,0,patient client relative someone choice award patient client standard care apply,0,0,0,0,0,0,0,0,0
149,0,tour distraction,entrant worrying stigma people diagnosis word tantrum person,0,0,0,0,0,0,0,patient client relative someone choice award patient client standard care apply,0,0,0,0,0,0,0,0,0
150,0,hour shift anybody,absolute banger,0,0,0,0,0,0,0,read client software,0,0,0,0,0,0,0,0,0
151,0,plan hour hour shift,banger,0,0,0,0,0,0,0,read client software,0,0,0,0,0,0,0,0,0
152,0,hour hour shift,bang exposure tory nothing head peppa world,0,0,0,0,0,0,0,client,0,0,0,0,0,0,0,0,0
153,0,thank tour,treatment pressure injury treatment pressure injury pressure injury site professional reduction supply cause injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,congrats tour watch,employer staff instrument training report today increase injury member pressure lack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,life minute thank tour,pressure injury child cannulae look measure bandaging inspection effect pivc injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,ddipc parkrun,collaboration assn collaboration stigma workshop nurse stigma health learn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,parkrun,nnpbc collaboration association collaboration stigma workshop nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,thank parkrun shopping,nursing student student committee webinar thursday nurse pandemic health stigma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,home shift,ethic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,access shift today,issue ethic look,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,work shift,ethic finitude approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,audience,issue medicine look,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,taste braying audience something,issue medicine look,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,audiencetips audience thanks follow,issue medicine look,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,show today,care clinician amount time knowledge skill speaking event wound care strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,thank tonight show,introduction wound care tearssimple wound risk people lincolnshire integrity service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,show tonight tech yesterday today,wound care essential resource evidence guideline information instruction shipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,company time,journal bioinformatics today,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,work time,bioinformatics collection research today,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,time hour thing piece type work,collection bioinformatics link,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,time staff time need time person,issue procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,reason take time boundary staff peer network senior staff enjoy,issue information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,restaurant dick staff insult time,issue information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,skye idea,uterus vagina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,skye delivery,shit vagina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,skye,half adult vagina study knowledge inews surprise contestant presenter attraction labium majora vagina pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,hell intriguing,look interaction cannabidiol lithium child neurology article,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,hell history hell,child neurology article topic paper today,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,hell game,child neurology research article study link child parakou district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,look deprivation nurse strategy night shift,microbiology insight collection article today,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,guide hour payment,influence heterogeneity mucosal microbiome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,shift nurse tonight energy,world reading list fermentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,nurse child insomnia researcher dalhousie participant program sleep child eligibility visit question,insight work journey patient work staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,night role rnld health outcome people disability,insight improvement unit making patient care nurse advocate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,nurse child insomnia researcher dalhousie participant program sleep child eligibility visit question,practice nurse yesterday insight service committee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,edie hailing sunshine,issue journal look,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,edie,issue journal research look,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,edie clever edit,issue journal look,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,story alice,lippincott content solution nursing catalog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,alice level,mostread blog post lippincott nursingcenter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,book review alice wonderland puzzle,share nursing voice lippincott nursingcenter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,body abeg,issue discus disease condition comment issue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,abeg oooooooo,apheresis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,aber,presentation disease relapse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,hello david daphne,issue online article,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,daphne forum woman change registration,york plenty article piece issue committee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,trust claw daphne post,issue time weekend article piece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,morning chin cuddle daphne hand,issue enewsletters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,ernie kind leaf spends daphne vegetation,issue enewsletters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,morning merv ernie garden daphne,issue enewsletters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,illness hope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,grateful illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,dive research pattern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,dive research quality criterion program article,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,dive review article region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,0,online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,finger southgate right league,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,gareth southgate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,southgate harry maguire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,pint blood semen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,effect period outcome semen analysis paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,journal health article oxygen specie leukocyte semen selfexpression sperm quality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,thinking judgment skill success pharmacology edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,educator judgment skill support need student educator coursepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,blog seedhouse vanessa peutherer importance judgement education practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,journal rehabilitation prevention issue online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,journal issue online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,journal issue online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,issue alert issue ethic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,issue journal gerontology look,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,issue alert issue journal research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,0,sage journal health informatics directory access journal visit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,sage article nursing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,research practice article sage nursing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,article collection journal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,article article collection online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,browse article collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,research issue health service collection health service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,research health service collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,research health service collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
