,text,edit_history_tweet_ids,author_id,id,followers_count,following_count,tweet_count,listed_count
220,@WelfareTragedy @ImQuishaK And all your nursemates that you worked with at three hospitals were told not to talk to me or they could lose their positions?? #LifeAsANurse,['1489259278355496963'],1430794775586824196,1489259278355496963,12,118,1973,0
221,"@WelfareTragedy @ImQuishaK And not one attorney from Savannah to Atlanta would take your very valid sexual discrimination case? So you had to be your own attorney and sue them yourself??
I have
#LifeAsANurse",['1489258968434106385'],1430794775586824196,1489258968434106385,12,118,1973,0
222,"@jkenney Now do hospitals. When a covid patient was transfered from edm to wetaskiwin to red deer and so on to find a bed for them, you know its getting out of hand. When staff r being told to work 16 hrs to 24hr shifts becus theres no staff, its bad. #lifeasanurse",['1486039625600692227'],1368594198706876420,1486039625600692227,751,898,9813,3
223,"First 2 weeks of being a deputy ward manager done ... What have I done .. 
- Conducted interviews 
- Been approached to be a manual handling trainer. 
- Approved student Assessor. 
&amp; Much more. 
#LifeAsANurse #NewJob #MovingForward",['1484855604992745477'],439506619,1484855604992745477,182,234,2421,3
224,Day 3 into the new job and today's task was ... Interviewing for HCA's 🙈 thrown into the deep end... #FastLearning #NewRoles #LifeAsANurse,['1481304039434461188'],439506619,1481304039434461188,182,234,2421,3
225,Today I gain my official title as deputy ward manager. 😂🙈.... #LifeAsANurse #MovingOn #CareerLadder #TipsWelcome,['1480333937423572993'],439506619,1480333937423572993,182,234,2421,3
226,Tonight I will be doing my first night shift in nearly 2 years. I feel tired Already 😂 #LifeAsANurse,['1411983831251492866'],439506619,1411983831251492866,182,234,2421,3
227,Getting older is having back pain with an unknown cause !! #lifeasanurse,['1458955560339087363'],761985024,1458955560339087363,1053,1277,9800,5
228,"Would I be able to wear these uniforms again?🤔
#iwonder #lifeasanurse https://t.co/wLkuL52K3i",['1452516191193477122'],1078224415224221696,1452516191193477122,95,384,2397,0
229,"being passionate of what you do…really have you taking care and watching out for other people 
#LifeAsANurse♥️",['1452310707626774540'],1423444274788540416,1452310707626774540,153,312,3864,0
230,"@Dan_Harris17 has found an amazing way to relax to help promote his #wellbeing &amp; #mentalhealth. On the question of are you now @TomDaley1994 - that might be pushing it a little Dan, even if you are equally awesome! 🤣 #ItsOkNotToBeOk #MentalHealth #LifeAsANurse #knitting #scalf https://t.co/2IqQC7RABm",['1445326503588343812'],953228751785127936,1445326503588343812,374,882,540,0
231,I’ve been craving a warm meal since this morning. #LifeAsANurse,['1435414418414768134'],887731393,1435414418414768134,342,264,10875,1
232,I wish booster juice opened earlier than 7am... #LifeAsANurse,['1427825828423946245'],299211725,1427825828423946245,250,324,11310,1
234,It’s been a long hard year #lifeasanurse #HealthcareWorkers ##educators https://t.co/5iZD4Kl5CA,['1339731959908421632'],1226393216338915328,1339731959908421632,69,162,2228,0
235,#LifeAsANurse https://t.co/6OjlEOmUFJ,['1333772410655485959'],141662052,1333772410655485959,344,443,20168,1
236,#LifeAsANurse https://t.co/f7dQjzZ1WM,['1315067953554108418'],141662052,1315067953554108418,344,443,20168,1
237,#LifeAsANurse https://t.co/l1LUxtIv3g,['1314887293619130371'],141662052,1314887293619130371,344,443,20168,1
238,#LifeAsANurse https://t.co/AKI0ILKG1s,['1314887168540708865'],141662052,1314887168540708865,344,443,20168,1
239,#LifeAsANurse https://t.co/b6UjLCLfMV,['1314013106536812545'],141662052,1314013106536812545,344,443,20168,1
240,#LifeAsANurse https://t.co/7lOiSEG19h,['1314013032650072064'],141662052,1314013032650072064,344,443,20168,1
241,#LifeAsANurse https://t.co/cJRHYoFZyR,['1314012150793412609'],141662052,1314012150793412609,344,443,20168,1
242,#LifeAsANurse https://t.co/8cnPxqlNCz,['1314012101413920774'],141662052,1314012101413920774,344,443,20168,1
243,#LifeAsANurse https://t.co/xLduJMH59S,['1314012063589634048'],141662052,1314012063589634048,344,443,20168,1
244,#LifeAsANurse https://t.co/kFTCXwDe88,['1314012025270546432'],141662052,1314012025270546432,344,443,20168,1
245,#LifeAsANurse https://t.co/0VMZD7vBns,['1314011985399382016'],141662052,1314011985399382016,344,443,20168,1
246,#LifeAsANurse https://t.co/btMV6XbvhE,['1314011951199137792'],141662052,1314011951199137792,344,443,20168,1
247,#LifeAsANurse https://t.co/DFVQSNINPQ,['1314011911076413441'],141662052,1314011911076413441,344,443,20168,1
248,#LifeAsANurse https://t.co/d65ESSRx0g,['1314011876288798724'],141662052,1314011876288798724,344,443,20168,1
249,#LifeAsANurse https://t.co/Nq6AKeZ4ae,['1314011837197885446'],141662052,1314011837197885446,344,443,20168,1
250,#LifeAsANurse https://t.co/JLAYnWAKca,['1314011798413209601'],141662052,1314011798413209601,344,443,20168,1
251,#LifeAsANurse https://t.co/hKM3nXAG61,['1314011750929436672'],141662052,1314011750929436672,344,443,20168,1
252,#LifeAsANurse https://t.co/8rYdzWUGfI,['1314011709393252352'],141662052,1314011709393252352,344,443,20168,1
253,#LifeAsANurse https://t.co/UnMbdrBZPE,['1314011671225151488'],141662052,1314011671225151488,344,443,20168,1
254,#LifeAsANurse https://t.co/KMqK533uJ8,['1314011635846086656'],141662052,1314011635846086656,344,443,20168,1
255,#LifeAsANurse https://t.co/OyIiweXLfY,['1314011595039797250'],141662052,1314011595039797250,344,443,20168,1
256,#LifeAsANurse https://t.co/FSErdw2Hmh,['1314011558872219651'],141662052,1314011558872219651,344,443,20168,1
257,#LifeAsANurse https://t.co/jnj4mKuPpv,['1314011519592607744'],141662052,1314011519592607744,344,443,20168,1
258,#LifeAsANurse https://t.co/CdX4GtnAGP,['1314010273817165824'],141662052,1314010273817165824,344,443,20168,1
259,#LifeAsANurse https://t.co/SMElmFin1T,['1314010201314521091'],141662052,1314010201314521091,344,443,20168,1
260,#LifeAsANurse https://t.co/fp2Ly0bGes,['1314010130388840449'],141662052,1314010130388840449,344,443,20168,1
261,#LifeAsANurse https://t.co/1QhnWwDeRW,['1314010061660880897'],141662052,1314010061660880897,344,443,20168,1
262,#LifeAsANurse https://t.co/iXQr4ECM1S,['1314009997295091712'],141662052,1314009997295091712,344,443,20168,1
263,#LifeAsANurse https://t.co/9EwJzSx7ur,['1314009930886766593'],141662052,1314009930886766593,344,443,20168,1
264,#LifeAsANurse https://t.co/PAgohoc6GD,['1314009870664904704'],141662052,1314009870664904704,344,443,20168,1
265,#LifeAsANurse https://t.co/UIKHI3i8Xm,['1314009808668942338'],141662052,1314009808668942338,344,443,20168,1
266,#LifeAsANurse https://t.co/HDOta9DBCZ,['1314009748086419457'],141662052,1314009748086419457,344,443,20168,1
267,#LifeAsANurse https://t.co/asyFjCFd82,['1314009687877136384'],141662052,1314009687877136384,344,443,20168,1
268,#LifeAsANurse https://t.co/krcY3Oh1BL,['1314009633024073730'],141662052,1314009633024073730,344,443,20168,1
269,#LifeAsANurse https://t.co/rGaNuMxhA2,['1314009518418862081'],141662052,1314009518418862081,344,443,20168,1
270,#LifeAsANurse https://t.co/cOquf912WZ,['1314009466258575360'],141662052,1314009466258575360,344,443,20168,1
271,#LifeAsANurse https://t.co/uUcQ9A3yje,['1314009408834338817'],141662052,1314009408834338817,344,443,20168,1
272,#LifeAsANurse https://t.co/RsbFDjn4uJ,['1314009241015984131'],141662052,1314009241015984131,344,443,20168,1
273,#LifeAsANurse https://t.co/EwwLFvMIYZ,['1314009167875788802'],141662052,1314009167875788802,344,443,20168,1
274,#LifeAsANurse https://t.co/GjbruJDuYe,['1314009119335026689'],141662052,1314009119335026689,344,443,20168,1
275,#LifeAsANurse https://t.co/nq1CkDp0l9,['1314007749320151040'],141662052,1314007749320151040,344,443,20168,1
276,#LifeAsANurse https://t.co/QP9RTuB43b,['1314003862890729472'],141662052,1314003862890729472,344,443,20168,1
277,#LifeAsANurse https://t.co/u9xYIwmOtM,['1314003467518783493'],141662052,1314003467518783493,344,443,20168,1
278,#LifeAsANurse https://t.co/gbkJZNmdWa,['1314003329597534213'],141662052,1314003329597534213,344,443,20168,1
279,#LifeAsANurse https://t.co/5DSYcRTgV1,['1314003236014166019'],141662052,1314003236014166019,344,443,20168,1
280,#LifeAsANurse https://t.co/mMa8ovEX3z,['1314002939749576705'],141662052,1314002939749576705,344,443,20168,1
281,#LifeAsANurse https://t.co/1gmeOcSvhg,['1314002632604880897'],141662052,1314002632604880897,344,443,20168,1
282,#LifeAsANurse https://t.co/nRAif2618Y,['1314002525184458754'],141662052,1314002525184458754,344,443,20168,1
283,#LifeAsANurse https://t.co/glYJ9sppRY,['1314002468926369793'],141662052,1314002468926369793,344,443,20168,1
284,#LifeAsANurse https://t.co/RFaCxGJbQs,['1314001982735220736'],141662052,1314001982735220736,344,443,20168,1
285,#LifeAsANurse https://t.co/8on9R6LAHO,['1314001773577801729'],141662052,1314001773577801729,344,443,20168,1
286,#LifeAsANurse https://t.co/bH8h50Mhuw,['1314001613791670272'],141662052,1314001613791670272,344,443,20168,1
287,#LifeAsANurse https://t.co/zSZu4smnzx,['1314001552361873408'],141662052,1314001552361873408,344,443,20168,1
288,##LifeAsANurse https://t.co/xE6TTzfrI3,['1314001474192637952'],141662052,1314001474192637952,344,443,20168,1
289,#LifeAsANurse https://t.co/a8C7EWsYT0,['1314001368689053696'],141662052,1314001368689053696,344,443,20168,1
290,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/Uf9bfPOFZq",['1314001179899293696'],141662052,1314001179899293696,344,443,20168,1
291,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/uZDweJtBod",['1314001132759457794'],141662052,1314001132759457794,344,443,20168,1
292,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/yx8WITZ6BC",['1314001074769006592'],141662052,1314001074769006592,344,443,20168,1
293,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/pfQjAVH5lx",['1314001028828794880'],141662052,1314001028828794880,344,443,20168,1
294,#LifeAsANurse https://t.co/YSUcprfLw0,['1314000971740123136'],141662052,1314000971740123136,344,443,20168,1
295,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/I6sacGBK40",['1314000749777612800'],141662052,1314000749777612800,344,443,20168,1
296,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/K5j1RaU0by",['1314000690377904129'],141662052,1314000690377904129,344,443,20168,1
297,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/YP9NrETVrc",['1314000633695997952'],141662052,1314000633695997952,344,443,20168,1
298,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/8SPppC0dpo",['1314000583435661313'],141662052,1314000583435661313,344,443,20168,1
299,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/f4QYoPYf2J",['1314000519430639618'],141662052,1314000519430639618,344,443,20168,1
300,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/y13MCeSpOP",['1314000463176626181'],141662052,1314000463176626181,344,443,20168,1
301,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/TBEeS8Bbhq",['1314000406922563585'],141662052,1314000406922563585,344,443,20168,1
302,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/SBBD0EJwjv",['1314000351926915073'],141662052,1314000351926915073,344,443,20168,1
303,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/bfEsW4iiM7",['1314000284713185281'],141662052,1314000284713185281,344,443,20168,1
304,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/TSuXdCwVho",['1314000186604220417'],141662052,1314000186604220417,344,443,20168,1
305,"#LifeAsANurse

*Tomado del Fb Enfermero Amargado https://t.co/JnCMvNBnhl",['1314000127300898817'],141662052,1314000127300898817,344,443,20168,1
306,I’m sad tht today is actually the first yr my bro isn’t having Thanksgiving dinner w/ us cuz he’s stuck wrkng 😢 It’s always been just him &amp; I on Thanksgiving cause our parents always wrkd. This yr it’s my parnts my fiancé &amp; my girls but he’s missing. #lifeasanurse,['1332108576303632384'],24662060,1332108576303632384,145,286,6357,0
307,Lovely to see former ⁦@WhitHealth⁩ colleagues featuring in #lifeasanurse #WeAreTheNHS  https://t.co/XhX0gKYLHT,['1331331944634851330'],2981900158,1331331944634851330,3070,5001,20821,11
308,On one of them hottest days of the year. NMC Revalidation evidence completed for sign off . #Happysundays #lifeasanurse #3yearsgoesquick #NMC https://t.co/Lg0oDZYYFD,['1292518262496997377'],3382886152,1292518262496997377,127,154,431,0
309,#lifeasanurse https://t.co/YrsTjP5DZf,['1274056519831650304'],295427246,1274056519831650304,375,212,9345,1
310,"I’m kind sad that I can’t go home &amp; visit parents 😭 but no way would I risk exposing them to me bc I literally work on a Covid + unit . &amp; my best friend had the virus who I was around EVERYDAY. So I’m pretty sure I had it as well, I just never had any symptoms. #LifeAsANurse",['1251065575943606278'],331240358,1251065575943606278,1255,1220,25319,0
311,For now enjoying this couple of days before itll end. Wont get sufficient rest after that #lifeasanurse,['1250622333137502208'],2703475736,1250622333137502208,118,111,9533,1
312,Day at a time. #lifeasanurse,['1240506261835218946'],202380229,1240506261835218946,203,899,5814,4
313,Update: I poured and drank it in less than 60 seconds. #LifeAsANurse https://t.co/aCzVg9RPmt,['1240435211990642692'],209431735,1240435211990642692,710,369,121775,6
314,"Meanwhile, The Hop still open, and will remain open so I still have to work. #LifeAsANurse",['1238209686966603776'],27113174,1238209686966603776,357,231,56393,1
315,"spent a good majority of the day inserting difficult IVs and rubbing my crying, sundowning patient's back. #lifeasanurse",['1223792730750451713'],17821511,1223792730750451713,148,362,8366,3
316,someone forgot their IV fluids in class. #lifeasanurse https://t.co/72nsrno5dX,['1105243447060062210'],17821511,1105243447060062210,148,362,8366,3
317,No matter hw many times i tell myself nt to get affected by their stupidity.....i cant. Bcs i'm the last person who can stop my patients frm getting killed by their stupidity🤷‍♀️ BUT still we dont get appreciated enuf for our efforts :') #lifeasanurse,['1219321670483099648'],191742173,1219321670483099648,393,194,76066,6
318,Just me and the killer today... well earned day off #todayimdoingnothing #catchuptv #destressandreboot #muchneeded #nhslife #lifeasanurse https://t.co/zb39eeThtS,['1217723389244321792'],20116724,1217723389244321792,115,348,1930,1
319,Gonna say it now cause I got to work the next 3 12 hour nights #lifeasanurse.... MERRY CHRISTMAS EVERYONE.  Please be safe,['1209587313145241600'],992499159235149824,1209587313145241600,40,142,240,0
320,@jericajohnson92 What is lunch break #lifeasanurse,['1205191841517309952'],328872018,1205191841517309952,354,425,4919,2
321,#InternationalTransplantNursesSociety Had a great day at the Congress with my favorite Nursing Professor @nancy_stitt Bye bye Florence. I'll be back tomorrow morning for the last day. #TransplantNursing #LifeAsaNurse https://t.co/RS2wGjYpXk,['1201899981990436864'],63556812,1201899981990436864,104,103,3262,0
322,"@luuurensa @Il_Boccaccio @Marybonabona @marcoloffredo @eperdomi @AngeleriMassimo @skyrun7 @paolonghi @danieleDR6 @ziogian67 @BerrettaLaura @Specie8472 @carlogullotti @Biceultra @TriathBlade @ligori4 @BorzoneRoberto @gsoloio @ChiMarathon Buondì, che per me é buonanotte, dopo 10 ore di lavoro notturno in UTI post trapianti. #transplantNurse #lifeasaNurse",['1199201344902631425'],63556812,1199201344902631425,104,103,3262,0
323,Il mio quotidiano vivere......#LifeasaNurse https://t.co/WrbyUzcRb4,['1124472423749959683'],63556812,1124472423749959683,104,103,3262,0
324,"What a week and it’s not yet Friday!  Quality Surveillance, Accreditation’s, Nursing Workforce deep dive, business planning, policy ratification, digital developments, 7DS audit, financial audit, R&amp;D update, Root Cause Analysis, flu vaccination. #lifeasanurse 😳",['1200145778519490560'],403695758,1200145778519490560,1638,903,6634,20
325,"Whatever the election outcome, our NHS has to change. We are broken, we are beaten.... today is not a good day. @WelshGovernment @RCNWales #SaveOurNHS #lifeasanurse #MentalHealthMatters",['1199430725231136768'],839221064,1199430725231136768,168,367,685,2
326,Honestly can’t believe I’m missing out on all the Halloween parties this year because of work ☹️ #lifeasanurse,['1189253621180973056'],299733191,1189253621180973056,264,183,15740,2
327,Thanks my @BTS_twt  #JK for tonight! And keeping me awake through the night. #lifeasanurse https://t.co/tioe1MfY0C,['1182746056397918214'],2539108097,1182746056397918214,44,284,1684,0
328,@connymel #lifeasanurse,['1180145641416204288'],23503525,1180145641416204288,168,700,8785,6
329,#PUNC19... #lifeasanurse #beingprofessional #atalltimes,['1179711398965854208'],1176818462188089344,1179711398965854208,179,278,187,0
330,@_Edweirdo #LifeAsANurse,['1177309262038519808'],236036842,1177309262038519808,3631,3919,16276,3
331,Shitshow round 2/4 😑 #lifeasanurse,['1175724128831246337'],74873691,1175724128831246337,30,39,82,1
333,I need about 4 days off and 4 days of sleep to make up this exhaustion I’m feeling 😴 #MentallyDrained #LifeAsANurse,['1173046606574313472'],415984292,1173046606574313472,716,738,14279,2
334,@SophieKezia #lifeasanurse:🥰,['1165917151217295361'],497843519,1165917151217295361,35,45,254,0
335,Sitting here waiting for nursing orientation to start and we lost power. #ThingsToCome #LifeAsANurse #BadOmen,['1163783062209138688'],34205900,1163783062209138688,194,1200,7742,4
336,You know your a team player when your team are short and can’t get appropriate cover and you take initiative and decide to go home after 6 hours to come back tonight✌🏼 for another 11.5 hours #nhsstaffingproblems #lifeasanurse,['1162685583099146240'],705465751,1162685583099146240,333,1035,15995,1
337,Excited to be seeing @DermotKennedy at Christmas! Next job book flights and pray to god I can get a swap if I’m working then days 🤣 I ain’t missing this #lifeasanurse,['1141985051829243904'],705465751,1141985051829243904,333,1035,15995,1
338,The real life on the NHS is having to share one insulin pen between 4 diabetic patients who require it QDS #lifeasanurse #nostock makes me so angry pharmacy are aware and still just refuse to send anything to the ward,['1116637365353758722'],705465751,1116637365353758722,333,1035,15995,1
339,"Anyone relate?😴💤😂
#lifeasanurse #nursinglife #healthcare #tired #iwantsleep #ThrowbackThursday https://t.co/MxtzAdOhHL",['1162023714508234761'],47581737,1162023714508234761,2080,4413,16311,52
340,Weren't we cute 😍 I think nursing was a sure thing long ago😉. Sis you were so little. 💞#lifeasanurse #dreams  #nurse https://t.co/y3dkKE9zSz,['1157086173317255168'],399808712,1157086173317255168,241,420,1773,9
341,"Immer wieder schön, wenn sich der einzige Frühdienst nachts krank meldet und man nicht weiß, wer einen wann ablösen kann. #lifeasanurse #nachtdienst #pädiatrie",['1156360931275890688'],3097647490,1156360931275890688,23,57,1150,1
342,"Nur echte Krankenschwester, wer seinen Kaffee 5x in der Mikrowelle wieder warm machen muss. #pädiatrie #nachtschicht #lifeasanurse",['1130283217607692288'],3097647490,1130283217607692288,23,57,1150,1
343,Often referred to as the walk of shame. #MondayMotivation #HospitalLife #LifeAsANurse #Nursing #PowerfulWomen #Mondays https://t.co/CuvZOaqMSu,['1153312239136444416'],963087407879999488,1153312239136444416,884,1251,877,1
344,@flower_boho At work? My paycheck! #lifeasanurse,['1148117245241036802'],177792360,1148117245241036802,1528,2002,27814,26
345,In case you wanna know what it’s like being married to me. #mypoorhusband #lifeasanurse #imclassy https://t.co/cAkBJlRC81,['1144762456662781953'],59625378,1144762456662781953,279,493,12745,5
346,@Sacha_Lord I’m gutted! Had the chance to go tomorrow but I’m working instead. #lifeasanurse #mri #offduty #44yearsoldbutlovetoparty #hometoheargeorgeinthegarden #alwaysnextyear,['1137412372874891265'],3602228775,1137412372874891265,414,686,1310,0
347,the best part of my day is washing off the 45 layers of hand sanitizer #lifeasanurse,['1130845476507590658'],348238296,1130845476507590658,300,48,10732,0
348,Being Able To Add A Little Sparkle To My Patients Makes It All Worth While 💙 #lifeasanurse,['1128707780712509442'],331257400,1128707780712509442,801,1033,6822,22
349,"Ich hab mich beim trinken verschluckt, meine Kollegin so: ""Ah jaaa... Na? Sollen wir gleich absaugen? ""😂🤔👩‍⚕️ #LifeAsANurse",['1125854748484284416'],1451527136,1125854748484284416,319,535,12120,5
350,"Why is it always at the end of annual leave, when you go to take your nail varnish off, you remember you don’t have any.....🤦🏻‍♀️ #lifeasanurse",['1120380521807327232'],602697217,1120380521807327232,652,1476,6943,8
351,#Lifeasanurse https://t.co/hZGzIToM36,['1115388397084913664'],227130823,1115388397084913664,676,380,162760,22
352,"I am sorry that you have to experience defamation. You have to endure all those criticisms. It is very unfortunate the you got to live in this cruel world. #LifeAsANurse
They always challenge you physically, mentally, emotionally. STAY STRONG. Laban lang.",['1108230289589854208'],222743453,1108230289589854208,172,420,15362,2
353,"Not only did I get off of work today at 10 am (went in at 5am), but I got to shop @Publix, eat lunch @ChickfilA, and cook supper outside!  Such a great day!!! #winning #momlife #lifeasanurse https://t.co/BYoieFMC9I",['1106689908406697984'],72049314,1106689908406697984,29,311,393,0
355,#LifeAsANurse 🚨💉💊🌡 https://t.co/JtRjXgrIrS,['1095188140275445761'],255655504,1095188140275445761,595,580,19456,0
356,Survived my first day at radiology.  It seems… weird.  Everyone is super nice.  Looking forward to learning my new role.  #NurseTwitter #nurselife,['1565127233123016709'],15662389,1565127233123016709,3052,4286,48309,62
357,I have sent my goodbye email to my colleagues and now I just have a few things to do before I’m done forever on my unit.  It’s been a long ten years and I’ve learned so much here and I’m just really going to miss this place. #NurseTwitter #NurseLife,['1564210290010558464'],15662389,1564210290010558464,3052,4286,48309,62
358,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/2AnH2XrAcr,['1565124002838102016'],460324963,1565124002838102016,183,275,9613,16
359,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/ATGwDSNJ5H,['1565123937339834368'],460324963,1565123937339834368,183,275,9613,16
360,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/bHEu0qETxd,['1565123853185335296'],460324963,1565123853185335296,183,275,9613,16
361,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/g6pxx3X1CK,['1565123783274352640'],460324963,1565123783274352640,183,275,9613,16
362,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/1pqBBxe464,['1565123715415031808'],460324963,1565123715415031808,183,275,9613,16
363,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/14V53iV9rH,['1565123640378916864'],460324963,1565123640378916864,183,275,9613,16
364,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/lX743b1d6H,['1565123580740136961'],460324963,1565123580740136961,183,275,9613,16
365,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/TpA7uYZM16,['1565123489618874368'],460324963,1565123489618874368,183,275,9613,16
366,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/2Tfn5diq71,['1565123409456967681'],460324963,1565123409456967681,183,275,9613,16
367,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/55KQuRBgkB,['1565123330872836096'],460324963,1565123330872836096,183,275,9613,16
368,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/DdjjH78dfV,['1565123260333060097'],460324963,1565123260333060097,183,275,9613,16
369,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/ncRIEEAkw7,['1565123196176977920'],460324963,1565123196176977920,183,275,9613,16
370,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/A72tNuaKVX,['1565123118175506432'],460324963,1565123118175506432,183,275,9613,16
371,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/0bqlo4HHL7,['1565123034406879232'],460324963,1565123034406879232,183,275,9613,16
372,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/8T2nqB0UZy,['1565122963749601280'],460324963,1565122963749601280,183,275,9613,16
373,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/AwSHJHPrhg,['1565122894648471552'],460324963,1565122894648471552,183,275,9613,16
374,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/zhGWsb6TXG,['1565122829544484864'],460324963,1565122829544484864,183,275,9613,16
375,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/uNBtlzfBgG,['1565122760246202368'],460324963,1565122760246202368,183,275,9613,16
376,Industry Leader Highest Pay Travel Nursing! #travelnurse #travelnursejobs #texasnursejobs #highestpaynursejobs #travelnurse #travelnursing #travel #nurselife #travelnurseadventures #travelnurses #crisisnursejobs #cathlabnurse #rn #or #nicu #tele #rn #icu #nurses https://t.co/lfO5h2OkLT,['1565122696098500608'],460324963,1565122696098500608,183,275,9613,16
