,id,id_str,name,screen_name,description,years_online,statuses_count,tweets_per_year,location,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,live_following,follow_request_sent,notifications,muting,blocking,blocked_by,translator_type,withheld_in_countries,year_created,friend_ratio
102887,352566982.0,352566982.0,Byte mii💙,byte_mii,"'Independent parent' to 3, caffiene junkie, God junkie, nurse. #NHS1000miles",11.0,22674.0,2061.2727272727275,,,{'description': {'urls': []}},False,284.0,692.0,28,Wed Aug 10 20:10:16 +0000 2011,11785.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1418623119552651268/ooS6gWXf_normal.jpg,https://pbs.twimg.com/profile_images/1418623119552651268/ooS6gWXf_normal.jpg,https://pbs.twimg.com/profile_banners/352566982/1492273672,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2011.0,0.41040462427745666
102996,1125077953.0,1125077953.0,💙Jules Lamberth💙,joolzl23,"SCN Maternity Theatre ,RCN member & Rep, Proud RCN Scotland Board Chair .Tweets are my own opinion #proudtonurse 🏳️‍🌈🥰 #FairPayForNursing",9.0,31623.0,3513.6666666666665,Ayrshire ,,{'description': {'urls': []}},False,2941.0,4965.0,50,Sun Jan 27 13:34:36 +0000 2013,55399.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1586056861870166017/Vzh2XN4F_normal.jpg,https://pbs.twimg.com/profile_images/1586056861870166017/Vzh2XN4F_normal.jpg,https://pbs.twimg.com/profile_banners/1125077953/1669383092,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2013.0,0.5923464249748238
103662,1374117102.0,1374117102.0,✨Karen Storey RN QN MSc,kstorey63,"NHSEI RN - secondment to @shinymindcoach -supporting nurse health & wellbeing, Author ‘Nurses survival guide to GPN’,ILM L7 Coach in train, #Cavell panel member",9.0,21067.0,2340.777777777778,,,{'description': {'urls': []}},False,5605.0,4619.0,45,Tue Apr 23 08:13:40 +0000 2013,12147.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1478103179678134275/e07yPBr8_normal.jpg,https://pbs.twimg.com/profile_images/1478103179678134275/e07yPBr8_normal.jpg,https://pbs.twimg.com/profile_banners/1374117102/1667559621,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2013.0,1.2134661182074042
105079,239438771.0,239438771.0,Kim English,kimaenglish,"Nursing Professor,Trent/Fleming School of nursing",11.0,28709.0,2609.909090909091,"Warkworth, Ontario",,{'description': {'urls': []}},False,1877.0,3707.0,95,Mon Jan 17 16:39:37 +0000 2011,80001.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1588628038312419328/RV9HXyed_normal.jpg,https://pbs.twimg.com/profile_images/1588628038312419328/RV9HXyed_normal.jpg,https://pbs.twimg.com/profile_banners/239438771/1642900627,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2011.0,0.5063393579714055
105889,572982952.0,572982952.0,Fiona Holley 💙,fiholley,"Head of Education (N, M & AHP) @ASPHFT 💙 passionate about nursing & education, RCN Learning Rep. Mum of 4 fab children! Views expressed my own. 💖",10.0,22732.0,2273.2,United Kingdom,,{'description': {'urls': []}},False,2331.0,906.0,21,Sun May 06 20:17:14 +0000 2012,59372.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1392554046179856384/QlEJDKtn_normal.png,https://pbs.twimg.com/profile_images/1392554046179856384/QlEJDKtn_normal.png,https://pbs.twimg.com/profile_banners/572982952/1556474215,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2012.0,2.5728476821192054
107337,332165627.0,332165627.0,#HelloMyNameIs Chris 💙,ChrisLincoln80,"paliative care nurse, cast member in the opening cerermony of london 2012, John Lewis 150, BIG Dance 2016, jubilee pageant parade 2022",11.0,41870.0,3806.3636363636365,"East, England",https://t.co/LJ7TRHcxHq,"{'url': {'urls': [{'url': 'https://t.co/LJ7TRHcxHq', 'expanded_url': 'http://hyperurl.co/somethingschanged', 'display_url': 'hyperurl.co/somethingschan…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,298.0,1231.0,45,Sat Jul 09 09:56:02 +0000 2011,84294.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/712068294677757952/mFd1OXzO_normal.jpg,https://pbs.twimg.com/profile_images/712068294677757952/mFd1OXzO_normal.jpg,https://pbs.twimg.com/profile_banners/332165627/1465936481,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2011.0,0.2420796100731113
109450,51075101.0,51075101.0,jen phillips,jenwasp,"2 kids, 1hubby. Bass player,atheist, pro-vacc, science geek. Rugby fan. Wasps and England. Pro EU cardiology nurse",13.0,28212.0,2170.153846153846,Bangor N Wales,,{'description': {'urls': []}},False,864.0,1574.0,38,Fri Jun 26 14:22:50 +0000 2009,1133.0,,,True,False,,False,False,False,080500,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,True,http://pbs.twimg.com/profile_images/735159432322158593/MGXAM8VP_normal.jpg,https://pbs.twimg.com/profile_images/735159432322158593/MGXAM8VP_normal.jpg,https://pbs.twimg.com/profile_banners/51075101/1429726860,D02815,ADA488,F5F508,30021B,True,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.5489199491740788
109593,453489104.0,453489104.0,rebecca,itsneverbecky,"critical care sister & clinical nurse educator, belongs to Albie cat & Georgie dog, book reader, beer brewer, cake fan, mentally in Orkney.",10.0,49833.0,4983.3,E17,,{'description': {'urls': []}},False,1909.0,1248.0,59,Tue Jan 03 00:03:18 +0000 2012,21618.0,,,True,False,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/1560624625964486657/Pme0O8P__normal.jpg,https://pbs.twimg.com/profile_images/1560624625964486657/Pme0O8P__normal.jpg,https://pbs.twimg.com/profile_banners/453489104/1665213561,038543,EEEEEE,F6F6F6,333333,True,False,False,False,False,False,False,False,False,False,False,none,[],2012.0,1.529647435897436
110376,378278756.0,378278756.0,war is NOT peace,kaye_rolls,"lapsed  CCN, use of SoMe to improve pt outcomes, advocate of essential nursing care; Views are personal",11.0,22750.0,2068.181818181818,Australia,,{'description': {'urls': []}},False,2361.0,3074.0,103,Thu Sep 22 23:08:39 +0000 2011,24373.0,,,True,False,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1397119359563091968/Ed4A8v4k_normal.jpg,https://pbs.twimg.com/profile_images/1397119359563091968/Ed4A8v4k_normal.jpg,https://pbs.twimg.com/profile_banners/378278756/1646430418,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,False,False,False,False,none,[],2011.0,0.7680546519193233
117594,212935959.0,212935959.0,Teresa Chinn MBE RN QN 💙 🏳️‍🌈,AgencyNurse,"A social media nurse, Queens Nurse, WeNurses founder #WeNurses & a firm advocate for #NursesActive #BrunelcareNurses She/Her",12.0,123023.0,10251.916666666666,UK,https://t.co/uMfxECWDfg,"{'url': {'urls': [{'url': 'https://t.co/uMfxECWDfg', 'expanded_url': 'http://www.teresachinn.co.uk', 'display_url': 'teresachinn.co.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,23869.0,4780.0,329,Sun Nov 07 13:56:38 +0000 2010,21343.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1281159245816147969/jhBrtIOL_normal.png,https://pbs.twimg.com/profile_images/1281159245816147969/jhBrtIOL_normal.png,https://pbs.twimg.com/profile_banners/212935959/1657289471,E81C4F,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,False,False,False,False,none,[],2010.0,4.993514644351465
117630,1115626406.0,1115626406.0,@NursingSUni 💙💙💙,nursingSUni,Partnership a/c between academics & #nursing #students began in 2014 curated this week by #CYP @levylass,9.0,41195.0,4577.222222222223,"Salford University, Manchester",https://t.co/jXF3SFbw0g,"{'url': {'urls': [{'url': 'https://t.co/jXF3SFbw0g', 'expanded_url': 'http://www.salforduniversitynursing.wordpress.com', 'display_url': 'salforduniversitynursing.wordpress.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,9059.0,6268.0,166,Thu Jan 24 00:31:55 +0000 2013,18090.0,,,True,False,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/519134675063668737/O8m0i9Ka_normal.png,https://pbs.twimg.com/profile_images/519134675063668737/O8m0i9Ka_normal.png,https://pbs.twimg.com/profile_banners/1115626406/1485351711,1B95E0,FFFFFF,FFFFFF,333333,True,False,False,False,False,False,False,False,False,False,False,none,[],2013.0,1.4452776005105297
131190,370650310.0,370650310.0,Springhill Care,Springhill_Care,"Providers of quality nursing, residential, rehabilitation and dementia services for adults in the Lancashire & Bristol areas - 01254 304500",11.0,24070.0,2188.181818181818,"your care, your way ",https://t.co/RvFDR9eYHU,"{'url': {'urls': [{'url': 'https://t.co/RvFDR9eYHU', 'expanded_url': 'http://www.springhillcare.com', 'display_url': 'springhillcare.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3767.0,1338.0,108,Fri Sep 09 11:50:56 +0000 2011,7152.0,,,True,False,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/459632781786480640/Y3xPY9Lz_normal.png,https://pbs.twimg.com/profile_images/459632781786480640/Y3xPY9Lz_normal.png,https://pbs.twimg.com/profile_banners/370650310/1423162048,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,False,False,False,False,none,[],2011.0,2.8153961136023917
131303,708767522.0,708767522.0,Anthea Richardson,anthea_eyesopen,"Costumed volunteer guide at NT Bodiam Castle, East Sussex. Volunteer at RSPCA Bluebell Ridge Cat Rescue & Rehoming Centre. Retired nurse.",10.0,36451.0,3645.1,"East Sussex, England",,{'description': {'urls': []}},False,367.0,211.0,4,Sat Jul 21 10:28:14 +0000 2012,4812.0,,,True,False,,False,False,False,009AB9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/1525599848510152711/0dYRSZYH_normal.jpg,https://pbs.twimg.com/profile_images/1525599848510152711/0dYRSZYH_normal.jpg,https://pbs.twimg.com/profile_banners/708767522/1647025139,0099B9,FFFFFF,95E8EC,3C3940,True,False,False,False,False,False,False,False,False,False,False,none,[],2012.0,1.7393364928909953
131852,906887647.0,906887647.0,Ruth Northway RN(LD) FRCN 💙,NorthwayRuth,Learning disability nurse/ professor. Likes reading + walking the dog. Recent runner. Dislikes injustice. Views expressed in personal capacity. #NHS1000miles,10.0,58807.0,5880.7,,,{'description': {'urls': []}},False,7641.0,3906.0,88,Fri Oct 26 22:16:48 +0000 2012,131332.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1588069812445609984/EoWKL-iZ_normal.jpg,https://pbs.twimg.com/profile_images/1588069812445609984/EoWKL-iZ_normal.jpg,https://pbs.twimg.com/profile_banners/906887647/1617566122,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2012.0,1.956221198156682
131887,987439957.0,987439957.0,Dr Crystal Oldman CBE EdD RN RHV QN FRCN,CrystalOldman,"Chief Executive, the Queen's Nursing Institute. I am committed to high quality community nursing. #protectnurse. 'Be at the table or you will be on the menu'.",10.0,28658.0,2865.8,London,https://t.co/M4Kbq81GZI,"{'url': {'urls': [{'url': 'https://t.co/M4Kbq81GZI', 'expanded_url': 'http://www.qni.org.uk', 'display_url': 'qni.org.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,11201.0,2012.0,85,Mon Dec 03 21:08:51 +0000 2012,17096.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1524073788656259078/pudm7tG2_normal.jpg,https://pbs.twimg.com/profile_images/1524073788656259078/pudm7tG2_normal.jpg,https://pbs.twimg.com/profile_banners/987439957/1647292803,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2012.0,5.567097415506958
132583,367101943.0,367101943.0,Phil Dore 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇦,PhilJDore,MH nurse. supports @WalesGreenParty. On board of directors for @walesforeurope. Host @ESCWarsPodcast. Personal views. He/him. Mastodon @philjdore@c.im,11.0,69533.0,6321.181818181818,"Cardiff, Wales",https://t.co/syX454iyaw,"{'url': {'urls': [{'url': 'https://t.co/syX454iyaw', 'expanded_url': 'https://open.spotify.com/show/54g8SpIFc1ZX0Btb9rIRo3?si=30b9d78767ee44e9', 'display_url': 'open.spotify.com/show/54g8SpIFc…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3641.0,4868.0,91,Sat Sep 03 11:34:02 +0000 2011,20170.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1444038039664214021/nSj9wgYn_normal.jpg,https://pbs.twimg.com/profile_images/1444038039664214021/nSj9wgYn_normal.jpg,https://pbs.twimg.com/profile_banners/367101943/1553452860,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2011.0,0.7479457682826622
132831,40559062.0,40559062.0,#HellomynameisKeren,curlytimidangel,"loves sewing and crochet, watching cricket 🏏 im a retired nurse retired coppers wife,mum to serving officer,Grandma to Amelia married to @osshots",13.0,30318.0,2332.153846153846,Worthing,,{'description': {'urls': []}},False,824.0,1234.0,30,Sat May 16 22:51:48 +0000 2009,10249.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1573019252151427083/OGyzEXbk_normal.jpg,https://pbs.twimg.com/profile_images/1573019252151427083/OGyzEXbk_normal.jpg,https://pbs.twimg.com/profile_banners/40559062/1644178952,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2009.0,0.6677471636952999
197022,807627110.0,807627110.0,WeLDNurses 💙,WeLDnurses,Connecting learning disability nurses. Talking and sharing with everyone with a passion for learning disability care. Fortnightly twitter chats using #WeLDNs,10.0,40947.0,4094.7,,https://t.co/Y2pECW0azf,"{'url': {'urls': [{'url': 'https://t.co/Y2pECW0azf', 'expanded_url': 'http://www.wecommunities.org', 'display_url': 'wecommunities.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,13496.0,5499.0,143,Thu Sep 06 21:22:50 +0000 2012,33920.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1572112302005944321/Xy8vFB4s_normal.jpg,https://pbs.twimg.com/profile_images/1572112302005944321/Xy8vFB4s_normal.jpg,https://pbs.twimg.com/profile_banners/807627110/1650876568,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2012.0,2.45426441171122
198601,14373764.0,14373764.0,Nurse ‘Vax x 4’ Ratched,esesesse,"Feminist, humanist, sweary, nurse.",14.0,68287.0,4877.642857142857,Toytown ,,{'description': {'urls': []}},False,641.0,1138.0,2,Sun Apr 13 08:14:35 +0000 2008,153908.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1119179483267751936/pMReIh9T_normal.png,https://pbs.twimg.com/profile_images/1119179483267751936/pMReIh9T_normal.png,https://pbs.twimg.com/profile_banners/14373764/1566119984,19CF86,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2008.0,0.5632688927943761
198796,529475683.0,529475683.0,Food for Life,SAfoodforlife,"A @SoilAssociation programme working in schools, nurseries, hospitals, care settings and caterers to make Britain healthier through food.",10.0,26693.0,2669.3,"Bristol, England",https://t.co/1g11obigQZ,"{'url': {'urls': [{'url': 'https://t.co/1g11obigQZ', 'expanded_url': 'http://www.foodforlife.org.uk', 'display_url': 'foodforlife.org.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,16963.0,2259.0,288,Mon Mar 19 15:37:06 +0000 2012,10782.0,,,True,False,,False,False,False,A4CE42,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/865469254396592130/cm9j8MKO_normal.jpg,https://pbs.twimg.com/profile_images/865469254396592130/cm9j8MKO_normal.jpg,https://pbs.twimg.com/profile_banners/529475683/1506930504,4A913C,C0DEED,DDEEF6,333333,False,False,False,False,False,False,False,False,False,False,False,none,[],2012.0,7.509074811863656
199112,569003724.0,569003724.0,teamCNO 💙,teamCNO_,"All nursing, midwifery and care staff have a key contribution to make to the delivery of the Long Term Plan. We are all #teamCNO. Account Monitored Mon-Fri 9-5.",10.0,29881.0,2988.1,England,https://t.co/8rQVxp7PCg,"{'url': {'urls': [{'url': 'https://t.co/8rQVxp7PCg', 'expanded_url': 'http://www.england.nhs.uk/', 'display_url': 'england.nhs.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,37169.0,5099.0,157,Wed May 02 08:31:03 +0000 2012,21543.0,,,True,True,,False,False,True,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1529397067789045760/7R5X9tUu_normal.jpg,https://pbs.twimg.com/profile_images/1529397067789045760/7R5X9tUu_normal.jpg,https://pbs.twimg.com/profile_banners/569003724/1663841675,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2012.0,7.289468523239851
200001,49735209.0,49735209.0,Nursewithglasses,nurse_w_glasses,Official Twitterpage of a community #MHealth nurse on a mission to improve psychiatry. Schooleducator MHealth. Urban farmer. 💕of Eric. Mom of 2. Atheist 💥,13.0,39334.0,3025.6923076923076,My blog =,https://t.co/E5bRngHkJr,"{'url': {'urls': [{'url': 'https://t.co/E5bRngHkJr', 'expanded_url': 'http://20commandments.blogspot.nl/2012/04/20-commandments-for-mental-health.html', 'display_url': '20commandments.blogspot.nl/2012/04/20-com…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,29835.0,23051.0,471,Mon Jun 22 19:28:53 +0000 2009,11869.0,,,True,False,,False,False,False,93C2F5,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1204049401666256903/RF0nFnMw_normal.jpg,https://pbs.twimg.com/profile_images/1204049401666256903/RF0nFnMw_normal.jpg,https://pbs.twimg.com/profile_banners/49735209/1404519037,1B95E0,000000,0E4462,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,1.294303934753373
200288,411701724.0,411701724.0,Julia,juleshodierne,Ret 50 y nursing. 2 kids very proud of. 2 dogs 💜love craft and drumming. Loathe Tories Love socialism.,11.0,25145.0,2285.909090909091,"Nottingham, England",,{'description': {'urls': []}},False,732.0,1539.0,6,Sun Nov 13 19:23:38 +0000 2011,29683.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/866581280313442304/-S6bZj35_normal.jpg,https://pbs.twimg.com/profile_images/866581280313442304/-S6bZj35_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2011.0,0.4756335282651072
200731,292850268.0,292850268.0,Milko Patrick Zanini,milkozanini,"phd, nurse, sociologist, assistant professor at Dip. sc. della Salute @UniGenova  president at @alphaitalia",11.0,31439.0,2858.090909090909,Genoa - Italy,https://t.co/mbCFE31YcV,"{'url': {'urls': [{'url': 'https://t.co/mbCFE31YcV', 'expanded_url': 'https://thecircle.sigmanursing.org/alphaalphabetachapter/home', 'display_url': 'thecircle.sigmanursing.org/alphaalphabeta…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1343.0,1209.0,53,Wed May 04 10:21:36 +0000 2011,8821.0,,,True,False,,False,False,False,34BFDB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1254486220949852161/sYJ7yW2K_normal.jpg,https://pbs.twimg.com/profile_images/1254486220949852161/sYJ7yW2K_normal.jpg,https://pbs.twimg.com/profile_banners/292850268/1503571014,225D9B,08498F,AED3DB,333333,True,True,False,False,False,False,False,False,False,False,False,none,[],2011.0,1.1108354011579817
201251,98908810.0,98908810.0,"Mandy, MSN",NURSEINTERUPTED,"Legal Assist,  Consultant to NURSES AND PATIENTS AND ATTORNEYS,  mom, former heart transplant nurse,  author, nursing blogger,  and lover of dachshunds!",13.0,31129.0,2394.5384615384614,"phoenix, arizona",http://t.co/Dl5XwwiGUf,"{'url': {'urls': [{'url': 'http://t.co/Dl5XwwiGUf', 'expanded_url': 'http://nurseinterupted.wordpress.com/', 'display_url': 'nurseinterupted.wordpress.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}",False,2278.0,2321.0,87,Wed Dec 23 16:04:54 +0000 2009,531.0,,,False,False,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/525181645771399168/B1LH7Mr5_normal.jpeg,https://pbs.twimg.com/profile_images/525181645771399168/B1LH7Mr5_normal.jpeg,https://pbs.twimg.com/profile_banners/98908810/1404872477,C0CCC7,000000,252429,666666,True,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.981473502800517
201450,21146733.0,21146733.0,NationalNursesUnited,NationalNurses,"National Nurses United: The largest RN union in U.S. history, with nearly 225,000 nurses nationwide. Executive Director is @NNUBonnie.",13.0,30035.0,2310.3846153846152,United States of America,https://t.co/ARKm2HdxOS,"{'url': {'urls': [{'url': 'https://t.co/ARKm2HdxOS', 'expanded_url': 'http://www.nationalnursesunited.org', 'display_url': 'nationalnursesunited.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,60450.0,2999.0,956,Tue Feb 17 23:38:56 +0000 2009,11369.0,,,True,True,,False,False,False,990000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1269792973127954433/kgV8J9Dp_normal.png,https://pbs.twimg.com/profile_images/1269792973127954433/kgV8J9Dp_normal.png,https://pbs.twimg.com/profile_banners/21146733/1656693783,990000,FFFFFF,F3F3F3,4A4037,True,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,20.1567189063021
201453,27966508.0,27966508.0,✨ Dan ✨,gracenglorydan,"Proud kids nurse - B.G in Emergency Planning, critical care, surgery. Opinions are my own & not reflective or related to my employer. RTs are just RTs.",13.0,45915.0,3531.923076923077,"London, UK",https://t.co/JDrF48pCVR,"{'url': {'urls': [{'url': 'https://t.co/JDrF48pCVR', 'expanded_url': 'http://about.me/gracenglorydan', 'display_url': 'about.me/gracenglorydan', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1973.0,1975.0,117,Tue Mar 31 21:23:30 +0000 2009,26178.0,,,True,False,,False,False,False,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,True,http://pbs.twimg.com/profile_images/780493643790639104/-mcUwD8a_normal.jpg,https://pbs.twimg.com/profile_images/780493643790639104/-mcUwD8a_normal.jpg,https://pbs.twimg.com/profile_banners/27966508/1475769442,B40B43,FFFFFF,E5507E,362720,True,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.9989873417721519
202014,31331628.0,31331628.0,NursingCenter,NursingCenter,"Lippincott® NursingCenter®, from @wkhealth, is a leading provider of information and solutions for nurses.",13.0,30205.0,2323.4615384615386,Pennsylvania,https://t.co/mNZ3Sm5y1k,"{'url': {'urls': [{'url': 'https://t.co/mNZ3Sm5y1k', 'expanded_url': 'http://www.nursingcenter.com', 'display_url': 'nursingcenter.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,25613.0,2730.0,402,Wed Apr 15 03:51:09 +0000 2009,1447.0,,,True,False,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1037759919481651201/igWR_3Yp_normal.jpg,https://pbs.twimg.com/profile_images/1037759919481651201/igWR_3Yp_normal.jpg,https://pbs.twimg.com/profile_banners/31331628/1469841753,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,9.382051282051282
202352,288445186.0,288445186.0,NNPBC,nnp_bc,Nurses and Nurse Practitioners of BC (NNPBC) is professional association representing all of BC's nursing designations.,11.0,33697.0,3063.3636363636365,"British Columbia, Canada",https://t.co/L9jBKMZYsK,"{'url': {'urls': [{'url': 'https://t.co/L9jBKMZYsK', 'expanded_url': 'http://www.nnpbc.com', 'display_url': 'nnpbc.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,6094.0,2834.0,143,Tue Apr 26 21:29:24 +0000 2011,7286.0,,,False,False,,False,False,False,2B2B2B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1461805173953622019/EG41njck_normal.jpg,https://pbs.twimg.com/profile_images/1461805173953622019/EG41njck_normal.jpg,https://pbs.twimg.com/profile_banners/288445186/1556677904,981CEB,FFFFFF,DDEEF6,333333,False,False,False,False,False,False,False,False,False,False,False,none,[],2011.0,2.150317572335921
