Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,withheld,clean_text,non_english,whitespace
365,365,365,1.525977339410137e+18,2022-05-15 23:12:03+00:00,['1525977339410137091'],"""yellow mustard, PJ Shot, and all pickle juices would be the most practical and palatable sources of acetic acid for strength and conditioning professionals to recommend that athletes consume for the possible prevention or alleviation of muscle cramps…"" https://t.co/jaTd3Agnkd",,yellow mustard pj shot and all pickle juices would be the most practical and palatable sources of acetic acid for strength and conditioning professionals to recommend that athletes consume for the possible prevention or alleviation of muscle cramps… ,True,False
367,367,367,1.525840937108357e+18,2022-05-15 14:10:02+00:00,['1525840937108357120'],"... watching the 'archetype and myths' episode - I'm really laughing with some tears, at the 'shadow rescuer' explanation.",, watching the archetype and myths episode  im really laughing with some tears at the shadow rescuer explanation,True,False
369,369,369,1.5256344567694213e+18,2022-05-15 00:29:34+00:00,['1525634456769421312'],"Actually - that's just awful to say, that Ukraine just had a sympathy vote!! Disgusting.",,actually  thats just awful to say that ukraine just had a sympathy vote disgusting,True,False
370,370,370,1.5256326879642993e+18,2022-05-15 00:22:32+00:00,['1525632687964299266'],"I couldn't watch it. I am so glad Ukraine made history, lead with many more points from public votes than from 'national jury vote'.... It would've been tragic if UK actually held first place; public didn't like UK song as much as people are convincing themselves... #Eurovision",,i couldnt watch it i am so glad ukraine made history lead with many more points from public votes than from national jury vote it wouldve been tragic if uk actually held first place public didnt like uk song as much as people are convincing themselves ,True,False
371,371,371,1.5255869713760993e+18,2022-05-14 21:20:52+00:00,['1525586971376099328'],"Just watched 'Chakras' episode from series by Caroline Myss, exploring ""medical intuition"". I haven't come across 'medical intuitive' role in UK, NHS or other medical or psychological services. She says “Our biography becomes our biology,” often according to blurb. #interesting https://t.co/LoPw7M6SNo",,just watched chakras episode from series by caroline myss exploring medical intuition i havent come across medical intuitive role in uk nhs or other medical or psychological services she says “our biography becomes our biology” often according to blurb  ,True,False
372,372,372,1.525520660910547e+18,2022-05-14 16:57:23+00:00,['1525520660910546944'],"@Harini_Iyengar I'm thinking about this too much. Issue with the salt on crown directly is the issue for waterproofing it. So I think be better if using salt as crystals to do a separate band with salt pressed on to tacky glue. Then cling film it when dry, seal at back - glue band onto crown.",, im thinking about this too much issue with the salt on crown directly is the issue for waterproofing it so i think be better if using salt as crystals to do a separate band with salt pressed on to tacky glue then cling film it when dry seal at back  glue band onto crown,True,False
373,373,373,1.5255157367265157e+18,2022-05-14 16:37:49+00:00,['1525515736726515712'],"@Harini_Iyengar coarse pink Himalayan salt on something (maybe cardboard - Papier-mâché crown - use a balloon or bowl as frame) glued on to crown when dry, look like crystal stones - salt obvs dissolves in liquids; glue on the almost complete crown perhaps, wait until tacky then press on... ?",, coarse pink himalayan salt on something maybe cardboard  papiermâché crown  use a balloon or bowl as frame glued on to crown when dry look like crystal stones  salt obvs dissolves in liquids glue on the almost complete crown perhaps wait until tacky then press on ,True,False
374,374,374,1.5255110063734374e+18,2022-05-14 16:19:01+00:00,['1525511006373437440'],"@Harini_Iyengar broken fairy/xmas lights if have/kept (some people do) would work well, to look like jewels and already on wire to wrap... wire clothes hanger poss to make frame of crown. Some food packaging could work, but could look naff... depends on what you have or willing to use...",, broken fairyxmas lights if havekept some people do would work well to look like jewels and already on wire to wrap wire clothes hanger poss to make frame of crown some food packaging could work but could look naff depends on what you have or willing to use,True,False
375,375,375,1.5255076104426127e+18,2022-05-14 16:05:31+00:00,['1525507610442612736'],SCENT #selfcare #takecare,,scent  ,True,False
379,379,379,1.5252461471656673e+18,2022-05-13 22:46:33+00:00,['1525246147165667331'],@Jimbobaroo @wendyburn I watched the finale of last years RWHS - it was really intense and did give me shivers as the main horse (that had been having anxiety attack at one point refusing to get up off floor but did get up eventually) ran off with rider with Union Jack flag….,,  i watched the finale of last years rwhs  it was really intense and did give me shivers as the main horse that had been having anxiety attack at one point refusing to get up off floor but did get up eventually ran off with rider with union jack flag…,True,False
380,380,380,1.525234282112893e+18,2022-05-13 21:59:24+00:00,['1525234282112892934'],@wendyburn nice day out... couldn't say the same thing for going into Parliament to read something she didn't write/prepare.,, nice day out couldnt say the same thing for going into parliament to read something she didnt writeprepare,True,False
381,381,381,1.525215088013189e+18,2022-05-13 20:43:08+00:00,['1525215088013189123'],@MHLondon22 ... how to weave a tapestry ... (only saying bc that was prob a highlight I recall of my early education),,  how to weave a tapestry  only saying bc that was prob a highlight i recall of my early education,True,False
382,382,382,1.525195632465662e+18,2022-05-13 19:25:50+00:00,['1525195632465661952'],"@viviennebreton thing is, some diagnoses can't be confidently diagnosed until various ages after prefrontal cortex matures there's crossover with symptoms/traits in presentation across conditions. Also sex of individual (female/male) does impact the presentation traits + sadly clinician bias too",, thing is some diagnoses cant be confidently diagnosed until various ages after prefrontal cortex matures theres crossover with symptomstraits in presentation across conditions also sex of individual femalemale does impact the presentation traits  sadly clinician bias too,True,False
383,383,383,1.5251895534049116e+18,2022-05-13 19:01:40+00:00,['1525189553404911617'],"@viviennebreton interesting also - contemplating how your life could be different if diagnosed/treated earlier. Some people do find diagnosis/treatment helpful - puts things in perspective; makes some things make sense. Others resent diagnosis, being helped, medication etc. Don't want to know.",, interesting also  contemplating how your life could be different if diagnosedtreated earlier some people do find diagnosistreatment helpful  puts things in perspective makes some things make sense others resent diagnosis being helped medication etc dont want to know,True,False
384,384,384,1.5251850073833718e+18,2022-05-13 18:43:36+00:00,['1525185007383371780'],@viviennebreton your * ... but I suppose you could be hard work too lol ... in a nice way though - like not a push over...,, your   but i suppose you could be hard work too lol  in a nice way though  like not a push over,True,False
385,385,385,1.525181079795155e+18,2022-05-13 18:28:00+00:00,['1525181079795154944'],@viviennebreton congratulations - seriously impressive results. Looking great and new life ahead. Plus you had covid for a bit! It is mainly down to you and you're hard work - but it is always really good to see the positive side of taking meds for mental health. It does work for some people.,, congratulations  seriously impressive results looking great and new life ahead plus you had covid for a bit it is mainly down to you and youre hard work  but it is always really good to see the positive side of taking meds for mental health it does work for some people,True,False
386,386,386,1.5251558949500805e+18,2022-05-13 16:47:56+00:00,['1525155894950080513'],@Jimbobaroo please no... we won't win - some people are actually thinking Europeans will vote for that crap...,, please no we wont win  some people are actually thinking europeans will vote for that crap,True,False
389,389,389,1.5250797177617654e+18,2022-05-13 11:45:13+00:00,['1525079717761765378'],Friday the 13th ooh - afternoon yoga is calling.,,friday the 13th ooh  afternoon yoga is calling,True,False
391,391,391,1.5248918838220063e+18,2022-05-12 23:18:50+00:00,['1524891883822006272'],@ProfLAppleby NQNs/StNs are trained to consider 'parity of esteem'; more 'mental health nurses' than other fields - general practitioners can increase understanding of psychological well-being (incl transference). Untreated physical health problems exacerbate mental illnesses or symptoms.,, nqnsstns are trained to consider parity of esteem more mental health nurses than other fields  general practitioners can increase understanding of psychological wellbeing incl transference untreated physical health problems exacerbate mental illnesses or symptoms,True,False
392,392,392,1.524860954676281e+18,2022-05-12 21:15:56+00:00,['1524860954676281369'],"@ProfLAppleby Strategy should include plans to ensure support in the community and in Primary Care for people either assessed for 'Borderline PD' or officially diagnosed by a Psychiatrist 'EUPD'. Tackling PD stigma + diagnostic overshadowing. Also, increase PMDD recognition and awareness.",, strategy should include plans to ensure support in the community and in primary care for people either assessed for borderline pd or officially diagnosed by a psychiatrist eupd tackling pd stigma  diagnostic overshadowing also increase pmdd recognition and awareness,True,False
393,393,393,1.5248440888178647e+18,2022-05-12 20:08:55+00:00,['1524844088817864704'],"Global Plastics Treaty to tackle this global crisis, we need a global solution. https://t.co/lYJoRmtUoJ #PlasticsTreaty via @GreenpeaceNZ",,global plastics treaty to tackle this global crisis we need a global solution   via ,True,False
396,396,396,1.5247774414361928e+18,2022-05-12 15:44:05+00:00,['1524777441436192768'],... experience is intangible ... #MentalHealthAwarenessMonth,, experience is intangible  ,True,False
400,400,400,1.5247614207972557e+18,2022-05-12 14:40:26+00:00,['1524761420797255680'],diva dog dream come true... https://t.co/Nxc9J8nP3J,,diva dog dream come true ,True,False
403,403,403,1.5245228720724623e+18,2022-05-11 22:52:31+00:00,['1524522872072462337'],"@NursingNotesUK There's always the chance that gloves not stored in single packet for 'sterile procedures' are contaminated - so if you thoroughly wash hands plus sanitise for extra care, hands are clean - probably cleaner than surface of gloves.",, theres always the chance that gloves not stored in single packet for sterile procedures are contaminated  so if you thoroughly wash hands plus sanitise for extra care hands are clean  probably cleaner than surface of gloves,True,False
404,404,404,1.5245083644028396e+18,2022-05-11 21:54:52+00:00,['1524508364402839552'],“These waves of plastic go out of fashion …” 🕶  https://t.co/X96h0cF6YG,,“these waves of plastic go out of fashion …”   ,True,False
405,405,405,1.52448184136917e+18,2022-05-11 20:09:29+00:00,['1524481841369169921'],"@CeruseArtist thankfully it not every night around where I am - just now and again, but can be OTT or cringey. Probably happens somewhere or few places every night in wider London. People watch too much Eastenders and think they're in the show...",, thankfully it not every night around where i am  just now and again but can be ott or cringey probably happens somewhere or few places every night in wider london people watch too much eastenders and think theyre in the show,True,False
407,407,407,1.524448673354109e+18,2022-05-11 17:57:41+00:00,['1524448673354108928'],"@CeruseArtist ... agreed it isn't the best platform to share personal anecdotes. My post wasn't about public posts online. I was talking about people out on the street or a place outside, not inside a property. Shouting, moaning, arguing etc",,  agreed it isnt the best platform to share personal anecdotes my post wasnt about public posts online i was talking about people out on the street or a place outside not inside a property shouting moaning arguing etc,True,False
408,408,408,1.5244441643935089e+18,2022-05-11 17:39:46+00:00,['1524444164393508865'],@OzKaterji ... they haven't said how many were filing on first day of tax year over 5 years ago. Only that it has almost doubled. So it may have been 3 or 4 and now it's 5 or 6...,,  they havent said how many were filing on first day of tax year over 5 years ago only that it has almost doubled so it may have been 3 or 4 and now its 5 or 6,True,False
409,409,409,1.5244145071157658e+18,2022-05-11 15:41:55+00:00,['1524414507115765760'],"It's a myth that 'older adults'/elderly people are loneliest. If you were asked who do you think are the loneliest group of people, many people would say 'elderly'. In fact, they're the least loneliest age group. Younger people rate themselves much more lonely when surveyed. https://t.co/DbFMmWzchV",,its a myth that older adultselderly people are loneliest if you were asked who do you think are the loneliest group of people many people would say elderly in fact theyre the least loneliest age group younger people rate themselves much more lonely when surveyed ,True,False
411,411,411,1.5244067699293102e+18,2022-05-11 15:11:10+00:00,['1524406769929310208'],Care home nurse guilty of misconduct vows never to return to job despite second chance https://t.co/rYti9A0t2r,,care home nurse guilty of misconduct vows never to return to job despite second chance ,True,False
413,413,413,1.524386949712298e+18,2022-05-11 13:52:25+00:00,['1524386949712297984'],"“Multiple regions within the prefrontal cortex, in addition to the amygdala, are recruited to compute selective aspects of interactive social gaze, suggesting the importance of a more contemplative role during social gaze interaction..."" #neuro #psych  https://t.co/kbD2UGYsa6",,“multiple regions within the prefrontal cortex in addition to the amygdala are recruited to compute selective aspects of interactive social gaze suggesting the importance of a more contemplative role during social gaze interaction    ,True,False
414,414,414,1.5243706314328474e+18,2022-05-11 12:47:34+00:00,['1524370631432847361'],A reason why …🎶 https://t.co/rSF1tWPJMW,,a reason why … ,True,False
416,416,416,1.5241726073476383e+18,2022-05-10 23:40:42+00:00,['1524172607347638273'],Nurse who filmed unconscious patients at hospital jailed for 12 years https://t.co/mEbFTuwY7K,,nurse who filmed unconscious patients at hospital jailed for 12 years ,True,False
419,419,419,1.5241172765547889e+18,2022-05-10 20:00:50+00:00,['1524117276554788864'],"@IrishMirror woops, just realised spelt name wrong, but goes to show how much I talk/type about Kardashians*  - just was quick comment earlier on this... end of day, she done loads of nude shots for albums, and in videos etc. People acting like this first time people seen her with no clothes.",, woops just realised spelt name wrong but goes to show how much i talktype about kardashians   just was quick comment earlier on this end of day she done loads of nude shots for albums and in videos etc people acting like this first time people seen her with no clothes,True,False
422,422,422,1.524001372559057e+18,2022-05-10 12:20:16+00:00,['1524001372559056898'],@IrishMirror ... but it all ok when Kim Kardishan flaunts and does exact same thing...,,  but it all ok when kim kardishan flaunts and does exact same thing,True,False
426,426,426,1.5237992696057815e+18,2022-05-09 22:57:11+00:00,['1523799269605781504'],@MHLondon22 definitely - it basically was the only series I bothered to watch last year.,, definitely  it basically was the only series i bothered to watch last year,True,False
429,429,429,1.523714817231532e+18,2022-05-09 17:21:36+00:00,['1523714817231532033'],uh why do some people have to make such a scene in public about their private matters...? STFU. Be mindful of energies thrown around.,,uh why do some people have to make such a scene in public about their private matters stfu be mindful of energies thrown around,True,False
434,434,434,1.5236248290560778e+18,2022-05-09 11:24:01+00:00,['1523624829056077825'],"... if you can do a few hours, please do... https://t.co/RHOZ5L5FXI",, if you can do a few hours please do ,True,False
435,435,435,1.5234572995865764e+18,2022-05-09 00:18:19+00:00,['1523457299586576384'],@ElectionMapsUK also Kensington and Chelsea (despite knowing results/seats not CON - very few) and Kingston - where I go to nursing school/uni (don't live there),, also kensington and chelsea despite knowing resultsseats not con  very few and kingston  where i go to nursing schooluni dont live there,True,False
436,436,436,1.523452022996935e+18,2022-05-08 23:57:21+00:00,['1523452022996934656'],"@ElectionMapsUK CROYDON - I can see a few others requesting the same. The situation has been tense with their count. Would be interesting to see the map... however, other places were more organised and probably deserve to have their map before Croydon...",, croydon  i can see a few others requesting the same the situation has been tense with their count would be interesting to see the map however other places were more organised and probably deserve to have their map before croydon,True,False
437,437,437,1.5233726121680773e+18,2022-05-08 18:41:48+00:00,['1523372612168077312'],@SafferTheGaffer Sad to hear you missed out on a seat in this election - but I want to say congratulations for standing up for animals and against all these same old LAB/CON candidates during one of most turbulent times in Croydon (LAB fraud etc). You did well for votes. Maybe stand for LA next.,, sad to hear you missed out on a seat in this election  but i want to say congratulations for standing up for animals and against all these same old labcon candidates during one of most turbulent times in croydon lab fraud etc you did well for votes maybe stand for la next,True,False
438,438,438,1.5233653941693522e+18,2022-05-08 18:13:07+00:00,['1523365394169352192'],"@diffbw key differences: side effects reported, specific use (both treat hayfever), interactions w/med. I was in a pharmacy Friday; assistant was saying CH not CD is 'drowsy'. That is wrong! Some people feel sleepy with both. 2nd/3rd gen don't sedate like Diphenhydramine or Promethazine",, key differences side effects reported specific use both treat hayfever interactions wmed i was in a pharmacy friday assistant was saying ch not cd is drowsy that is wrong some people feel sleepy with both 2nd3rd gen dont sedate like diphenhydramine or promethazine,True,False
439,439,439,1.523329855470719e+18,2022-05-08 15:51:54+00:00,['1523329855470718977'],What is the Difference Between Cetirizine Hydrochloride and Cetirizine Dihydrochloride #allergy #medicine  https://t.co/45rNPkFk6E via @diffbw,,what is the difference between cetirizine hydrochloride and cetirizine dihydrochloride     via ,True,False
440,440,440,1.5230651988773274e+18,2022-05-07 22:20:15+00:00,['1523065198877327361'],"@didlix ... unsure - but could be like 'that's so gammon' - gammon is basically ham - The word 'gammon' is derived from the Middle English word for 'ham', gambon... gammon could also mean 'nonsense' or a slur to mock old men... https://t.co/wUXKarOR3F",,  unsure  but could be like thats so gammon  gammon is basically ham  the word gammon is derived from the middle english word for ham gambon gammon could also mean nonsense or a slur to mock old men ,True,False
442,442,442,1.522939546392007e+18,2022-05-07 14:00:57+00:00,['1522939546392006656'],"@CeruseArtist oh ok ... well that sort of makes more sense - jdid think was very odd and ingenuine .... he was with couple of other boys - one of them maybe filming .... good job I was wearing a really cool outfit and carrying a new water filter, so I don't look too bad... I not on tiktok.",, oh ok  well that sort of makes more sense  jdid think was very odd and ingenuine  he was with couple of other boys  one of them maybe filming  good job i was wearing a really cool outfit and carrying a new water filter so i dont look too bad i not on tiktok,True,False
445,445,445,1.522758657972314e+18,2022-05-07 02:02:10+00:00,['1522758657972314114'],"@SafferTheGaffer just checked the situation via tweets re Croydon; I hear they're giving up the count and resume 6pm - expected to go on into Sunday... 🥱I'll be keeping eye on it, fingers crossed....",, just checked the situation via tweets re croydon i hear theyre giving up the count and resume 6pm  expected to go on into sunday ill be keeping eye on it fingers crossed,True,False
446,446,446,1.5227334018365972e+18,2022-05-07 00:21:48+00:00,['1522733401836597250'],"@SafferTheGaffer on edge of my seat here, in Kensington! I hope you get a seat ... take care!!",, on edge of my seat here in kensington i hope you get a seat  take care,True,False
448,448,448,1.5226405287974912e+18,2022-05-06 18:12:46+00:00,['1522640528797491206'],"Much more surprised by Westminster Council results - Labour majority; than I am with the results for Wandsworth... having frequented these areas. However, there are still a fair amount of GLC on this council... https://t.co/DAZJ3kLbsH",,much more surprised by westminster council results  labour majority than i am with the results for wandsworth having frequented these areas however there are still a fair amount of glc on this council ,True,False
450,450,450,1.5226300184799355e+18,2022-05-06 17:31:00+00:00,['1522630018479935492'],@StudentNurse58 @theRCN Ha it is like wearing a pedal bin liner…. Pointless and the difference a extremely minimal if not a jot. All the people with gloves during covid peak was probably worsening the spread. So many people touching their face and mask - also remove mask momentarily or hanging on chin.,,  ha it is like wearing a pedal bin liner… pointless and the difference a extremely minimal if not a jot all the people with gloves during covid peak was probably worsening the spread so many people touching their face and mask  also remove mask momentarily or hanging on chin,True,False
451,451,451,1.522602583973675e+18,2022-05-06 15:41:59+00:00,['1522602583973675010'],Can’t believe a teen boy stopped me with a social worker to say “just want to tell you you’re going to have the most amazing day!” …. I said ‘aww you too’ then carried on walking the other way…,,can’t believe a teen boy stopped me with a social worker to say “just want to tell you you’re going to have the most amazing day” … i said ‘aww you too’ then carried on walking the other way…,True,False
452,452,452,1.5225597888607803e+18,2022-05-06 12:51:56+00:00,['1522559788860780544'],"... you can run, but I can hide.... 🫥",, you can run but i can hide ,True,False
453,453,453,1.5225445845675377e+18,2022-05-06 11:51:31+00:00,['1522544584567537665'],sauve moi de moi-même 🎶🕶️,,sauve moi de moimême ,True,False
455,455,455,1.5224008597744148e+18,2022-05-06 02:20:24+00:00,['1522400859774414848'],"""* Technical gain"" 
Take care... 🥱 https://t.co/UJpDtbzCMv",," technical gain 
take care  ",True,False
456,456,456,1.5223997221909094e+18,2022-05-06 02:15:53+00:00,['1522399722190909442'],🕶️ ha https://t.co/Y4ximbbKSL,, ha ,True,False
458,458,458,1.5223796713121628e+18,2022-05-06 00:56:12+00:00,['1522379671312162822'],"... mildly surprising, Labour didn't stand in this local election - Lib Dem gain a seat. https://t.co/AxYnYyV4ZH",, mildly surprising labour didnt stand in this local election  lib dem gain a seat ,True,False
460,460,460,1.5223641402071e+18,2022-05-05 23:54:29+00:00,['1522364140207099904'],"oh a few places are announcing results.... possibly because the ward didn't have many votes to count -
Wandsworth has been on focus in London campaigning... not a strong hold borough, for LAB nor CON ... https://t.co/qVm8Wdnqrh",,"oh a few places are announcing results possibly because the ward didnt have many votes to count 
wandsworth has been on focus in london campaigning not a strong hold borough for lab nor con  ",True,False
461,461,461,1.5223547524529766e+18,2022-05-05 23:17:11+00:00,['1522354752452976642'],... don't stay up all night for local election results... counting doesn't happen through the night; like parliamentary/general elections... it's just a thing Sunderland announce results first; they're very keen on elections there... https://t.co/c5SExjxpBB,, dont stay up all night for local election results counting doesnt happen through the night like parliamentarygeneral elections its just a thing sunderland announce results first theyre very keen on elections there ,True,False
463,463,463,1.522319244473639e+18,2022-05-05 20:56:05+00:00,['1522319244473638912'],"... wondering if anyone is actually now deciding to bother #Vote2022  - in a hurry, running or in a vehicle on their way with only a few minutes until polls close.... https://t.co/vADHDYQqU9",, wondering if anyone is actually now deciding to bother    in a hurry running or in a vehicle on their way with only a few minutes until polls close ,True,False
465,465,465,1.5222831194911007e+18,2022-05-05 18:32:32+00:00,['1522283119491100674'],So I did bother - despite feeling my vote is pointless… 🔸,,so i did bother  despite feeling my vote is pointless… ,True,False
466,466,466,1.5222535413389312e+18,2022-05-05 16:35:01+00:00,['1522253541338931200'],might vote...,,might vote,True,False
470,470,470,1.5219187950397932e+18,2022-05-04 18:24:51+00:00,['1521918795039793162'],"Another tune, for you 🎛🎚🎼 https://t.co/2U3KqmPhcV",,another tune for you  ,True,False
471,471,471,1.521875200865968e+18,2022-05-04 15:31:37+00:00,['1521875200865968129'],"@griffinkate @wavesculptor also obvious and recent thing, character limit was half of what it is now... Quote tweets weren't operational. People would type RT then quote a tweet; also MT (modified tweet),,, no verification for years. Lots of spammy and fake accounts. Troll issues worsening into 2010s.",,  also obvious and recent thing character limit was half of what it is now quote tweets werent operational people would type rt then quote a tweet also mt modified tweet no verification for years lots of spammy and fake accounts troll issues worsening into 2010s,True,False
472,472,472,1.5218728899469804e+18,2022-05-04 15:22:26+00:00,['1521872889946980353'],"@griffinkate @wavesculptor ... I've been on here roughly same time... you could text tweets also. If you went on the desktop/web version I remember there being like a bubble cloud thing to prompt tweets. Idea was tweets were random thoughts... but it changed into a marketing platform then media/news,",,   ive been on here roughly same time you could text tweets also if you went on the desktopweb version i remember there being like a bubble cloud thing to prompt tweets idea was tweets were random thoughts but it changed into a marketing platform then medianews,True,False
475,475,475,1.521589600204071e+18,2022-05-03 20:36:45+00:00,['1521589600204070918'],Ahhh 🎶 https://t.co/ydkCQy4fnO,,ahhh  ,True,False
476,476,476,1.521576041520812e+18,2022-05-03 19:42:52+00:00,['1521576041520812033'],@SeptimusSulla Ok - well do you have a source for this info? Abating suicide is very serious. I am not saying I agree with any violence. Please stop trolling.... I am sorry if you have experienced violence from women - I am not them.,, ok  well do you have a source for this info abating suicide is very serious i am not saying i agree with any violence please stop trolling i am sorry if you have experienced violence from women  i am not them,True,False
477,477,477,1.5215748959052923e+18,2022-05-03 19:38:19+00:00,['1521574895905292289'],"@SeptimusSulla 🕶️ I don't want to make a competition - this is just facts. I am saying it is more likely for men to kill. More men are killed by men. 
I am aware there may be some men that don't report so therefore they're not included in stats. Same goes for women....",,"  i dont want to make a competition  this is just facts i am saying it is more likely for men to kill more men are killed by men 
i am aware there may be some men that dont report so therefore theyre not included in stats same goes for women",True,False
478,478,478,1.5215728482587566e+18,2022-05-03 19:30:11+00:00,['1521572848258756611'],"It’s more likely for women/females to be killed by men, than men/males killed by women - not to say it is doesn’t happen.
“1 in 4 women and 1 in 9 men experience severe intimate partner physical violence, intimate partner contact sexual violence…” #mentoo https://t.co/51QSM8ooEV",,"it’s more likely for womenfemales to be killed by men than menmales killed by women  not to say it is doesn’t happen
“1 in 4 women and 1 in 9 men experience severe intimate partner physical violence intimate partner contact sexual violence…”  ",True,False
479,479,479,1.5215099736787722e+18,2022-05-03 15:20:20+00:00,['1521509973678772226'],... don't fill it with bitterness or tear it apart... 🖤,, dont fill it with bitterness or tear it apart ,True,False
481,481,481,1.521454495493931e+18,2022-05-03 11:39:53+00:00,['1521454495493931009'],✏️… 🎶💭 https://t.co/vazakssJau,,…  ,True,False
482,482,482,1.5214393620214825e+18,2022-05-03 10:39:45+00:00,['1521439362021482496'],@Fender @GerardoGerardoX Muse - plug in baby (2001 on guitar - I played violin/read music for several years before this)…,,  muse  plug in baby 2001 on guitar  i played violinread music for several years before this…,True,False
484,484,484,1.5211526213561915e+18,2022-05-02 15:40:21+00:00,['1521152621356191748'],@ProfLAppleby It does say for female “elevated risk of suicide was health professionals. Over the period 2011 to 2015 the risk of suicide among health professionals was 24% higher than the national average. This finding is largely explained by the higher risk of suicide among nurses…” 🕶,, it does say for female “elevated risk of suicide was health professionals over the period 2011 to 2015 the risk of suicide among health professionals was 24 higher than the national average this finding is largely explained by the higher risk of suicide among nurses…” ,True,False
488,488,488,1.5208035038112727e+18,2022-05-01 16:33:05+00:00,['1520803503811272705'],"@didlix obvs there is a lot of crap online - and also really dodgy stuff claiming to be ASMR inducing but it isn't made well - not understanding sound physics, design and human CNS.  There's not that many who genuinely get it and have the right equipment...",, obvs there is a lot of crap online  and also really dodgy stuff claiming to be asmr inducing but it isnt made well  not understanding sound physics design and human cns  theres not that many who genuinely get it and have the right equipment,True,False
489,489,489,1.5207920763502797e+18,2022-05-01 15:47:40+00:00,['1520792076350279680'],@didlix Oh well that is one person's opinion. Some people don't experience actual ASMR and don't understand what it is.... you have to relax to experience ASMR - and it also (dependent on quality of audio and the style and use of triggers) can stimulate mind - in a relaxing way...,, oh well that is one persons opinion some people dont experience actual asmr and dont understand what it is you have to relax to experience asmr  and it also dependent on quality of audio and the style and use of triggers can stimulate mind  in a relaxing way,True,False
490,490,490,1.520789811329745e+18,2022-05-01 15:38:40+00:00,['1520789811329744896'],@didlix There’s some ASMR artists that have ADD/ADHD and do specific audio/video for people with ADHD….,, there’s some asmr artists that have addadhd and do specific audiovideo for people with adhd…,True,False
491,491,491,1.520781373249921e+18,2022-05-01 15:05:08+00:00,['1520781373249921024'],"""If you can't trust your friends, well, what then."" 🖤",,if you cant trust your friends well what then ,True,False
495,495,495,1.5205542641118126e+18,2022-05-01 00:02:41+00:00,['1520554264111812615'],"@SurvivorsNotPD @DrDJWilde @benzosarebad To clarify, Psychiatrist is medical doctor. Clinical Psychologist (doctor of psychology) is not a medical doctor/MD. Psychiatrist would diagnose EUPD if pt in hospital met criteria in their opinion. SIM is barbaricno matter diagnosis imho - just saying...",,   to clarify psychiatrist is medical doctor clinical psychologist doctor of psychology is not a medical doctormd psychiatrist would diagnose eupd if pt in hospital met criteria in their opinion sim is barbaricno matter diagnosis imho  just saying,True,False
498,498,498,1.5204940615845317e+18,2022-04-30 20:03:28+00:00,['1520494061584531457'],"@SurvivorsNotPD @DrDJWilde @benzosarebad I agree - people who are assessed for BPD shouldn’t be treated like they’re diagnosed by a doctor. Often psychotherapy staff in primary care aren’t qualified or registered clinicians like doctors, RN /RMN. EUPD is preferred medical diagnosis. More info : https://t.co/pUOUyzWsJu",,   i agree  people who are assessed for bpd shouldn’t be treated like they’re diagnosed by a doctor often psychotherapy staff in primary care aren’t qualified or registered clinicians like doctors rn rmn eupd is preferred medical diagnosis more info  ,True,False
499,499,499,1.52047158282487e+18,2022-04-30 18:34:08+00:00,['1520471582824869888'],"swim, then spa... (first since pre-covid) #decent",,swim then spa first since precovid ,True,False
502,502,502,1.520397459553493e+18,2022-04-30 13:39:36+00:00,['1520397459553493003'],Teens singing pop songs walking down the street…. 🕶,,teens singing pop songs walking down the street… ,True,False
503,503,503,1.5200358794689083e+18,2022-04-29 13:42:49+00:00,['1520035879468908544'],... have you ever turned to dust...? ✨,, have you ever turned to dust ,True,False
504,504,504,1.520000018190676e+18,2022-04-29 11:20:19+00:00,['1520000018190675968'],🎶🖤 protège moi des maux...,, protège moi des maux,True,False
507,507,507,1.5198567859050988e+18,2022-04-29 01:51:09+00:00,['1519856785905098759'],“… drugs that have active metabolites that are not further metabolized by the liver can be appropriate in patients who are rapid metabolizers and in those who are receiving CYP enzyme inducers.” #psych #mentalhealth #drugs  https://t.co/gEVbXrE2lK,,“… drugs that have active metabolites that are not further metabolized by the liver can be appropriate in patients who are rapid metabolizers and in those who are receiving cyp enzyme inducers”     ,True,False
508,508,508,1.5198385378473452e+18,2022-04-29 00:38:39+00:00,['1519838537847345153'],“Each drug has its specific enzyme disposal pathway(s) of biotransformation involving one or more of these enzyme systems. Genetic variation in drug metabolism is increasingly being recognized as a factor in the development of DILI [41]. “ #pharmacology  https://t.co/KOHueYti59,,“each drug has its specific enzyme disposal pathways of biotransformation involving one or more of these enzyme systems genetic variation in drug metabolism is increasingly being recognized as a factor in the development of dili 41 “   ,True,False
509,509,509,1.5197722190727332e+18,2022-04-28 20:15:07+00:00,['1519772219072733184'],Ha … if you don’t laugh…… https://t.co/4nnYh7yULG,,ha … if you don’t laugh…… ,True,False
511,511,511,1.5197369409705247e+18,2022-04-28 17:54:56+00:00,['1519736940970524673'],Former prison governor jailed over ‘intimate’ WhatsApp messages to inmate https://t.co/v8w9UnABIK,,former prison governor jailed over ‘intimate’ whatsapp messages to inmate ,True,False
512,512,512,1.5197266077993984e+18,2022-04-28 17:13:53+00:00,['1519726607799398405'],Yeh so they should - cheapskates… don’t clown around with CFC.  #nulondoncircus https://t.co/7frEzcMreG,,yeh so they should  cheapskates… don’t clown around with cfc   ,True,False
