id,created_at,edit_history_tweet_ids,text,withheld,clean_text,nouns,lemm_nouns
1.38896232492143e+18,2021-05-02 21:03:18+00:00,['1388962324921430016'],What the fuck was line of duty. WHAT WAS THAT. ABSOLUTE RUBBISH,,what the fuck was line of duty what was that absolute rubbish,fuck line duty rubbish ,fuck line duty rubbish
1.3855177907827016e+18,2021-04-23 08:55:57+00:00,['1385517790782701568'],Not ready to go back to work tonight when I’m still waking up at the crack of dawn even though I stayed up VERY LATE,,not ready to go back to work tonight when i’m still waking up at the crack of dawn even though i stayed up very late,tonight crack dawn i ,tonight crack dawn
1.3847481108706263e+18,2021-04-21 05:57:31+00:00,['1384748110870626305'],Starting to hate these bright mornings already. Waking up at 7am everyday is no good when I literally have to bank on being able to sleep well into the afternoon 🤣,,starting to hate these bright mornings already waking up at everyday is no good when i literally have to bank on being able to sleep well into the afternoon ,mornings everyday i bank afternoon  ,morning everyday bank afternoon
1.3819586894483374e+18,2021-04-13 13:13:21+00:00,['1381958689448337414'],"Started tidying my bedroom after deciding I want to be a new woman and already, 20 minutes in, I’m lied on my bed wishing I’d never started doing the bloody thing and knowing it will take me at least a week to finish",,started tidying my bedroom after deciding i want to be a new woman and already minutes in i’m lied on my bed wishing i’d never started doing the bloody thing and knowing it will take me at least a week to finish,bedroom i woman minutes bed thing week ,bedroom woman minute bed thing week
1.3819136533063598e+18,2021-04-13 10:14:24+00:00,['1381913653306359809'],@louise_latham Looooool that’s me when I see someone I know from work in public without the blue scrubs I’m like who are you???,, looooool that’s me when i see someone i know from work in public without the blue scrubs i’m like who are you,looooool i someone i work blue ,looooool someone work blue
1.3819092285840466e+18,2021-04-13 09:56:49+00:00,['1381909228584046595'],YOU remains one of my favourite tv shows. Love how Joe sticks his cap on and thinks he suddenly becomes invisible amazing,,you remains one of my favourite tv shows love how joe sticks his cap on and thinks he suddenly becomes invisible amazing,tv shows joe cap thinks ,show joe cap think
1.381469938859311e+18,2021-04-12 04:51:14+00:00,['1381469938859311106'],An hour and a half to go of my shift and then I’m officially on holiday for 12 days don’t think I’ve ever felt joy like it,,an hour and a half to go of my shift and then i’m officially on holiday for days don’t think i’ve ever felt joy like it,hour half shift holiday days joy ,hour half shift holiday day joy
1.380744244818813e+18,2021-04-10 04:47:35+00:00,['1380744244818812934'],Can it be 8pm yet. There’s something criminal about having to get up at 5am to start work at 7am to then only finish at 8pm I am in ✨physical pain✨,,can it be yet there’s something criminal about having to get up at to start work at to then only finish at i am in physical pain,something work pain ,something work pain
1.3802033363187753e+18,2021-04-08 16:58:12+00:00,['1380203336318775296'],Nothing like a surprise bit of annual leave to brighten up your weekend 🤪 never felt such a rush of adrenaline at the prospect of a lie in,,nothing like a surprise bit of annual leave to brighten up your weekend  never felt such a rush of adrenaline at the prospect of a lie in,nothing surprise bit weekend  rush adrenaline prospect lie ,nothing surprise bit weekend rush adrenaline prospect lie
1.37994588683128e+18,2021-04-07 23:55:12+00:00,['1379945886831280129'],Sleeping with a puppy is like sleeping with an actual child. My little baby has me hanging off the side of the bed whilst he takes up three quarters of the room,,sleeping with a puppy is like sleeping with an actual child my little baby has me hanging off the side of the bed whilst he takes up three quarters of the room,child baby side bed whilst quarters room ,child baby side bed whilst quarter room
1.3777374394735944e+18,2021-04-01 21:39:37+00:00,['1377737439473594370'],@LaylaJade_x Love ya ❤️,, love ya , ya  ,
1.3775791226800824e+18,2021-04-01 11:10:31+00:00,['1377579122680082434'],Back to work tonight I don’t think I have the strength to do it 😭😭,,back to work tonight i don’t think i have the strength to do it ,tonight i i strength ,tonight strength
1.3765512430453514e+18,2021-03-29 15:06:06+00:00,['1376551243045351427'],Need to stop getting into play fights with my 14 year old brother when he’s as big as me now. I’m the one who always ends up in tears,,need to stop getting into play fights with my year old brother when he’s as big as me now i’m the one who always ends up in tears,need play fights year brother one tears ,need play fight year brother one tear
1.3758961364442194e+18,2021-03-27 19:42:56+00:00,['1375896136444219399'],Gabriella did not need to go so hard with gotta go my own way in high school musical two https://t.co/XY7ZnBr7Vi,,gabriella did not need to go so hard with gotta go my own way in high school musical two ,gabriella gotta way school  ,gabriella gotta way school
1.375394406782677e+18,2021-03-26 10:29:14+00:00,['1375394406782676994'],It’s Brooklyn nine nine day on Netflix!!! No one speak to me for at least the next 7 hours Whilst I binge watch all 13 episodes of season 7,,it’s brooklyn nine nine day on netflix no one speak to me for at least the next hours whilst i binge watch all episodes of season,brooklyn day netflix one speak hours binge watch episodes season ,brooklyn day netflix one speak hour binge watch episode season
1.3751130327250575e+18,2021-03-25 15:51:10+00:00,['1375113032725057536'],@sophiecrawley1 I mean I won’t complain about pay 🤣 haven’t done a day shift in about 7 weeks anyway so it doesn’t bother me at all I always said I’d go permanent nights,, i mean i won’t complain about pay  haven’t done a day shift in about weeks anyway so it doesn’t bother me at all i always said i’d go permanent nights, pay  day shift weeks i nights ,pay day shift week night
1.37509693122406e+18,2021-03-25 14:47:11+00:00,['1375096931224059908'],Officially on permanent nights :) goodbye daylight hello constant state of exhaustion,,officially on permanent nights  goodbye daylight hello constant state of exhaustion,nights daylight hello state exhaustion ,night daylight hello state exhaustion
1.3743553001789276e+18,2021-03-23 13:40:12+00:00,['1374355300178927617'],@itsgabs_f It’s fine really just tired!! Have a bit of a headache and a reallllly stiff arm but other than that surviving!! Hope it goes alright for you,, it’s fine really just tired have a bit of a headache and a reallllly stiff arm but other than that surviving hope it goes alright for you,bit headache arm hope ,bit headache arm hope
1.37433394344985e+18,2021-03-23 12:15:20+00:00,['1374333943449849864'],Had my second covid vaccine yesterday and now I can barely keep my eyes open I feel better than this after a set of four nights,,had my second covid vaccine yesterday and now i can barely keep my eyes open i feel better than this after a set of four nights,vaccine yesterday eyes i set nights ,vaccine yesterday eye set night
1.3733278518360474e+18,2021-03-20 17:37:29+00:00,['1373327851836047371'],Last shift tonight and then I’m off for two whole weeks 😀😀😀😀😀😀 time to get crazy,,last shift tonight and then i’m off for two whole weeks  time to get crazy,shift tonight weeks time ,shift tonight week time
1.371962800973693e+18,2021-03-16 23:13:16+00:00,['1371962800973692929'],Wonder is such a brilliant film not ashamed to say I cried from start to finish and I really really needed it,,wonder is such a brilliant film not ashamed to say i cried from start to finish and i really really needed it,wonder film start ,wonder film start
1.3715440236436644e+18,2021-03-15 19:29:11+00:00,['1371544023643664385'],"@Misse_ko I work on ICU as an RN and our HCA’s act as ‘runners’ as sorts so stocking up, helping with rolls, general cleaning and tidying of the unit it can be a great place to work and get a bit of experience especially if you’ve never been to ICU before!",, i work on icu as an rn and our hca’s act as runners as sorts so stocking up helping with rolls general cleaning and tidying of the unit it can be a great place to work and get a bit of experience especially if you’ve never been to icu before, i work icu rn act runners sorts rolls cleaning tidying unit place bit experience ,work icu act runner sort roll cleaning tidying unit place bit experience
1.37096249273054e+18,2021-03-14 04:58:24+00:00,['1370962492730540032'],2 hours left of my night shift and then only one more out of four to go. Trying to avoid a breakdown in the staff room right now,,hours left of my night shift and then only one more out of four to go trying to avoid a breakdown in the staff room right now,hours night shift breakdown staff room right ,hour night shift breakdown staff room right
1.3696867733669396e+18,2021-03-10 16:29:08+00:00,['1369686773366939648'],After all this time high school musical still remains the most superior disney channel movie ever made,,after all this time high school musical still remains the most superior disney channel movie ever made,time school disney channel movie ,time school disney channel movie
1.3671582329517793e+18,2021-03-03 17:01:37+00:00,['1367158232951779332'],I volunteer to do all these night shifts and then when it’s actually time to leave I do so with tears in my eyes 🤣,,i volunteer to do all these night shifts and then when it’s actually time to leave i do so with tears in my eyes ,i night shifts time i tears eyes ,night shift time tear eye
1.3654254726880297e+18,2021-02-26 22:16:15+00:00,['1365425472688029697'],That whole montage of Ragnar doing the blood eagle on Jarl Borg in Vikings was so completely unnecessary I have tears in my eyes from dry heaving so much. God I love this show so much,,that whole montage of ragnar doing the blood eagle on jarl borg in vikings was so completely unnecessary i have tears in my eyes from dry heaving so much god i love this show so much,montage ragnar blood eagle jarl borg vikings i tears eyes god i show ,montage ragnar blood eagle jarl borg viking tear eye god show
1.363896039342805e+18,2021-02-22 16:58:50+00:00,['1363896039342804999'],I need all restrictions to be lifted as planned on 21st June because I’m really starting to hate my life and I just need to have a NORMAL GOOD TIME,,i need all restrictions to be lifted as planned on june because i’m really starting to hate my life and i just need to have a normal good time,i restrictions june life i time ,restriction june life time
1.362037558012752e+18,2021-02-17 13:53:53+00:00,['1362037558012751873'],Biggest source of my stress at the minute is learning how to correctly request shifts I am getting SO ANNOYED,,biggest source of my stress at the minute is learning how to correctly request shifts i am getting so annoyed,source stress minute shifts ,source stress minute shift
1.361709641114284e+18,2021-02-16 16:10:52+00:00,['1361709641114284033'],One night shift in the middle of two day shifts I must be mad,,one night shift in the middle of two day shifts i must be mad,night shift middle day shifts ,night shift middle day shift
1.3610275251331686e+18,2021-02-14 19:00:23+00:00,['1361027525133168642'],@elysia_jones07 Context is key,, context is key,context ,context
1.361027192898134e+18,2021-02-14 18:59:04+00:00,['1361027192898134017'],@elysia_jones07 You’re awful,, you’re awful,awful ,awful
1.3588136673331978e+18,2021-02-08 16:23:18+00:00,['1358813667333197828'],Wish there was a literal switch that I could just flip and turn off my work brain. I can’t seem to switch off at all 😭,,wish there was a literal switch that i could just flip and turn off my work brain i can’t seem to switch off at all ,wish switch i work brain  ,wish switch work brain
1.357388679086551e+18,2021-02-04 18:00:54+00:00,['1357388679086551048'],Glenn from superstore is so wholesome he is by far my favourite character ever,,glenn from superstore is so wholesome he is by far my favourite character ever,glenn superstore character ,glenn superstore character
1.357332851000103e+18,2021-02-04 14:19:04+00:00,['1357332851000102913'],Can’t sleep yet so tired almost in tears at the thought of next sleeping at 8am tomorrow morning,,can’t sleep yet so tired almost in tears at the thought of next sleeping at tomorrow morning,sleep tears thought sleeping tomorrow morning ,sleep tear thought sleeping tomorrow morning
1.3570536368792658e+18,2021-02-03 19:49:34+00:00,['1357053636879265794'],Start a month of nights tomorrow I’ll never see the sun again. See u all on the other side,,start a month of nights tomorrow i’ll never see the sun again see u all on the other side,month nights tomorrow sun side ,month night tomorrow sun side
1.354103555561554e+18,2021-01-26 16:27:00+00:00,['1354103555561553925'],The way Boyle planned the perfect bachelor party for peralta and he completely blew it off 😭😭😭 the only bad episode of Brooklyn nine nine to exist (and it still has the ability to make me belly laugh),,the way boyle planned the perfect bachelor party for peralta and he completely blew it off  the only bad episode of brooklyn nine nine to exist and it still has the ability to make me belly laugh,way boyle bachelor party peralta episode ability ,way boyle bachelor party peralta episode ability
1.3536409287754383e+18,2021-01-25 09:48:41+00:00,['1353640928775438337'],Can’t believe I have to go to work today. Why does annual leave go so fast,,can’t believe i have to go to work today why does annual leave go so fast,i today go ,today
1.353350601523024e+18,2021-01-24 14:35:02+00:00,['1353350601523023874'],Brooklyn nine nine really is one of the best tv programmes to ever exist,,brooklyn nine nine really is one of the best tv programmes to ever exist,tv programmes ,programme
1.3516675104002007e+18,2021-01-19 23:07:01+00:00,['1351667510400200704'],@rejectpaige Thanks Paige!!!! Hope youre good 😀,, thanks paige hope youre good ,thanks hope youre  ,thanks hope youre
1.3515662531529892e+18,2021-01-19 16:24:40+00:00,['1351566253152989187'],Having such a lovely birthday 🥺 I am very spoilt,,having such a lovely birthday  i am very spoilt,birthday  i ,birthday
1.3505686021985362e+18,2021-01-16 22:20:21+00:00,['1350568602198536195'],@zaynmalik Me every time I hit replay on the album https://t.co/hPCx8esaqv,, me every time i hit replay on the album ,time i replay album  ,time replay album
1.3504837766028452e+18,2021-01-16 16:43:17+00:00,['1350483776602845191'],"NIL is the only thing I’ve listened to today. I’m so obsessed with it tightrope, sweat and river road deserve worthy mentions every single day until I die",,nil is the only thing i’ve listened to today i’m so obsessed with it tightrope sweat and river road deserve worthy mentions every single day until i die,nil thing today sweat river road deserve mentions day i ,nil thing today sweat river road deserve mention day
1.3504829790056038e+18,2021-01-16 16:40:07+00:00,['1350482979005603842'],@zjmsavedme Happy birthday! Hope you’re having a good one! X,, happy birthday hope you’re having a good one x, birthday x ,birthday
1.350482299096363e+18,2021-01-16 16:37:25+00:00,['1350482299096363009'],Done my back I’m at work this morning and now I’m in absolutely agony 😩😩😩 thought M&amp;H was supposed to protect your back why do I feel like I’ve had my spine snapped in half????,,done my back i’m at work this morning and now i’m in absolutely agony  thought mamph was supposed to protect your back why do i feel like i’ve had my spine snapped in half,back work morning  mamph back spine half ,back work morning mamph back spine half
1.3502081877613732e+18,2021-01-15 22:28:12+00:00,['1350208187761373192'],Can’t wait for 2pm tomorrow so I can strut out of work 6 hours early and start my well deserved 8 days annual leave. I need a break,,can’t wait for tomorrow so i can strut out of work hours early and start my well deserved days annual leave i need a break,wait tomorrow work hours days i break ,wait tomorrow work hour day break
1.3500534498498437e+18,2021-01-15 12:13:19+00:00,['1350053449849843714'],I’m finally declaring let me isn’t zayns best song... it’s tightrope. She’s claimed my #1 spot ever,,i’m finally declaring let me isn’t zayns best song it’s tightrope she’s claimed my  spot ever,zayns song tightrope  spot ,zayns song tightrope spot
1.350050486431449e+18,2021-01-15 12:01:33+00:00,['1350050486431449088'],Tightrope and river road are the best songs on nobody is listening I have nothing else to say on the matter,,tightrope and river road are the best songs on nobody is listening i have nothing else to say on the matter,tightrope river road songs nobody i nothing matter ,tightrope river road song nobody nothing matter
1.3500494359680328e+18,2021-01-15 11:57:22+00:00,['1350049435968032770'],A MASTERPIECE https://t.co/DErBombgDU,,a masterpiece ,masterpiece  ,masterpiece
1.349803689129685e+18,2021-01-14 19:40:52+00:00,['1349803689129684993'],I cannot wait for nobody is listening. Can’t believe I’ll be blessed with the sweet sounds of zayn for my travels to and from work (and everything in between) a true king,,i cannot wait for nobody is listening can’t believe i’ll be blessed with the sweet sounds of zayn for my travels to and from work and everything in between a true king,i wait nobody sounds zayn travels work everything king ,wait nobody sound zayn travel work everything king
1.3488832368402227e+18,2021-01-12 06:43:19+00:00,['1348883236840222721'],I would say Vibez is zayns best ever song but I don’t want to offend Let me common and fool for you (they hold me hostage),,i would say vibez is zayns best ever song but i don’t want to offend let me common and fool for you they hold me hostage,i vibez fool hostage ,vibez fool hostage
1.347925541731623e+18,2021-01-09 15:17:47+00:00,['1347925541731622913'],Can’t believe it’s my birthday next week and we’re in lockdown. Wish I hadn’t of wasted the annual leave now 🤣,,can’t believe it’s my birthday next week and we’re in lockdown wish i hadn’t of wasted the annual leave now ,birthday week i ,birthday week
1.3472944823965368e+18,2021-01-07 21:30:10+00:00,['1347294482396536837'],@Ashlea______ I totally get that but trust me it’s normal to feel this way! I didn’t even think I wanted to be a nurse in my second year but suddenly you’re in your management and something just clicks and you realise you’re actually going to do it! Have faith,, i totally get that but trust me it’s normal to feel this way i didn’t even think i wanted to be a nurse in my second year but suddenly you’re in your management and something just clicks and you realise you’re actually going to do it have faith, i way nurse year management something clicks ,way nurse year management something click
1.3472936507289846e+18,2021-01-07 21:26:52+00:00,['1347293650728984576'],"@Ashlea______ It gets better trust me! Second year is the hardest, and it’s especially difficult for you in a pandemic! Don’t give up though. You’ll get there, just have to keep your head up",, it gets better trust me second year is the hardest and it’s especially difficult for you in a pandemic don’t give up though you’ll get there just have to keep your head up,trust year head ,trust year head
1.346531888907903e+18,2021-01-05 18:59:54+00:00,['1346531888907902977'],@laurenabi_ Imagine 😩😩😩 there’s some mint places to drink in the city as well we won’t be able to stand by the end of the night promise you that!! Xx,, imagine  there’s some mint places to drink in the city as well we won’t be able to stand by the end of the night promise you that xx,imagine  mint places city end night promise ,imagine mint place city end night promise
1.3465106477150495e+18,2021-01-05 17:35:30+00:00,['1346510647715049476'],@laurenabi_ About the same here too! 🤣 yeah definitely as soon as everywhere open we have to meet up there’s a few cocktails with our names on it! Xx,, about the same here too  yeah definitely as soon as everywhere open we have to meet up there’s a few cocktails with our names on it xx, cocktails names ,cocktail name
1.3465092257453916e+18,2021-01-05 17:29:51+00:00,['1346509225745391616'],@laurenabi_ Painful isn’t it!! Doesn’t even hurt when you’re having it just hour later 🤣🤣 hope you’re good Lauren!!,, painful isn’t it doesn’t even hurt when you’re having it just hour later  hope you’re good lauren,hour  lauren ,hour lauren
1.3464274736685384e+18,2021-01-05 12:04:59+00:00,['1346427473668538368'],@elysia_jones07 Can’t I do both at the same time ? Judgemental cow,, can’t i do both at the same time  judgemental cow,i time  judgemental cow ,time judgemental cow
1.3464271433671025e+18,2021-01-05 12:03:41+00:00,['1346427143367102465'],@elysia_jones07 Don’t use emojis weirdo,, don’t use emojis weirdo, use emojis weirdo ,use emojis weirdo
1.346412228795388e+18,2021-01-05 11:04:25+00:00,['1346412228795387905'],Had the covid vaccine on Sunday and they don’t lie when they tell you one of the side effects is tiredness and an achy arm. Feel like one half of my body is about to crumble,,had the covid vaccine on sunday and they don’t lie when they tell you one of the side effects is tiredness and an achy arm feel like one half of my body is about to crumble,vaccine sunday lie side effects arm feel half body ,vaccine sunday lie side effect arm feel half body
1.3461677911377306e+18,2021-01-04 18:53:06+00:00,['1346167791137730562'],This is a literal joke. How about some REAL measures that would actually help to empty intensive care units across the country? No one is getting covid from ordering a pint to their houses. They’re getting covid because the govt are too incompetent to enforce the rules we NEED https://t.co/bjdOR5rwhM,,this is a literal joke how about some real measures that would actually help to empty intensive care units across the country no one is getting covid from ordering a pint to their houses they’re getting covid because the govt are too incompetent to enforce the rules we need ,joke measures care units country one covid pint houses covid govt rules  ,joke measure care unit country one covid pint house covid govt rule
1.3449136629900206e+18,2021-01-01 07:49:39+00:00,['1344913662990020608'],Can’t believe I’m saying this but I absolutely had such a wonderful New Year’s Eve at work. My team are absolutely phenomenal we made the most of it 🥺 might do next new year too,,can’t believe i’m saying this but i absolutely had such a wonderful new year’s eve at work my team are absolutely phenomenal we made the most of it  might do next new year too,work team  year ,work team year
1.3439501370564977e+18,2020-12-29 16:00:56+00:00,['1343950137056497667'],"Night shift 1 of 4 tonight and I haven’t slept a wink this afternoon. Tears have already started to form in my eyes, prayers are solidly needed",,night shift of tonight and i haven’t slept a wink this afternoon tears have already started to form in my eyes prayers are solidly needed,night shift tonight i wink afternoon tears eyes prayers ,night shift tonight wink afternoon tear eye prayer
1.3418473288781742e+18,2020-12-23 20:45:08+00:00,['1341847328878174214'],Absolutely love my job even if I do cry every day at the sheer hardness and emotional energy it requires I wouldn’t change it for the world ICU nursing for the win,,absolutely love my job even if i do cry every day at the sheer hardness and emotional energy it requires i wouldn’t change it for the world icu nursing for the win,job i day sheer hardness energy change world icu nursing win ,job day sheer hardness energy change world icu nursing win
1.3414570738596618e+18,2020-12-22 18:54:24+00:00,['1341457073859661825'],@elizabeths1999 It’s painful isn’t it!! Don’t want to do it all again tomorrow either 😩🤣 I’ll be crying at 5:30 tomorrow too hahaha,, it’s painful isn’t it don’t want to do it all again tomorrow either  i’ll be crying at tomorrow too hahaha,tomorrow tomorrow ,tomorrow tomorrow
1.341456900882387e+18,2020-12-22 18:53:42+00:00,['1341456900882386946'],@gionqn Thanks for your positive attitude I somehow survived only one hours to go🤣 can’t wait to do it all again tomorrow mind hahaha,, thanks for your positive attitude i somehow survived only one hours to go can’t wait to do it all again tomorrow mind hahaha,thanks attitude i hours wait tomorrow mind ,thanks attitude hour wait tomorrow mind
1.3412579791113462e+18,2020-12-22 05:43:16+00:00,['1341257979111346176'],Can’t believe I only slept for 4 hours and the next time I’ll see my bed again is 9pm tonight. I want to cry,,can’t believe i only slept for hours and the next time i’ll see my bed again is tonight i want to cry,i hours time bed i ,hour time bed
1.33980828713975e+18,2020-12-18 05:42:42+00:00,['1339808287139749889'],Half a days annual leave today. Don’t mind if I do,,half a days annual leave today don’t mind if i do,half days today mind i ,half day today mind
1.338198913665409e+18,2020-12-13 19:07:38+00:00,['1338198913665409029'],Ashamed to admit that New Years Eve might be one of my new favourite festive films no one look at me https://t.co/6oIYBGV3A2,,ashamed to admit that new years eve might be one of my new favourite festive films no one look at me ,years films look ,year film look
1.3376809476853146e+18,2020-12-12 08:49:25+00:00,['1337680947685314560'],@studentnurseimo It was alright a nice shift!!,, it was alright a nice shift, shift ,shift
1.337591969363751e+18,2020-12-12 02:55:51+00:00,['1337591969363750916'],@studentnurseimo Yeah I say between 2-4 are the worst times just because you know you’re half way to home but still not even close 🤣 how’s it going???,, yeah i say between are the worst times just because you know you’re half way to home but still not even close  how’s it going,yeah i times way home  ,yeah time way home
1.337472038458585e+18,2020-12-11 18:59:17+00:00,['1337472038458585089'],"@studentnurseimo This is my last of two, I had two days annual leave in place of my other two so I shouldn’t complain 🤣 how many have you got? Yeah deffo message me too if you’ve got a lull be nice to have someone to talk to when everyone else is dead to the world hahaha",, this is my last of two i had two days annual leave in place of my other two so i shouldn’t complain  how many have you got yeah deffo message me too if you’ve got a lull be nice to have someone to talk to when everyone else is dead to the world hahaha, i days place message lull someone everyone world ,day place message lull someone everyone world
1.3374711943968315e+18,2020-12-11 18:55:56+00:00,['1337471194396831745'],"@studentnurseimo I feel you, night 2 for me and I already feel like I could sink into a pit and sleep for a thousand years!! Hope you have a good night",, i feel you night for me and i already feel like i could sink into a pit and sleep for a thousand years hope you have a good night, i night i pit sleep years night ,night pit sleep year night
1.337100243305894e+18,2020-12-10 18:21:54+00:00,['1337100243305893912'],Haven’t even started my shift yet and I’m already tired. I can’t wait for 7:30 tomorrow morning,,haven’t even started my shift yet and i’m already tired i can’t wait for tomorrow morning,shift wait tomorrow morning ,shift wait tomorrow morning
1.3364340023921828e+18,2020-12-08 22:14:30+00:00,['1336434002392182788'],@meganprestonn Same his indecisiveness kills me its unbearable,, same his indecisiveness kills me its unbearable,indecisiveness ,indecisiveness
1.3363975028667228e+18,2020-12-08 19:49:28+00:00,['1336397502866722821'],Who is the worst character in the good place and why is it chidi?,,who is the worst character in the good place and why is it chidi,character place chidi ,character place chidi
1.3355482798793318e+18,2020-12-06 11:34:57+00:00,['1335548279879331841'],@louise_latham What our tree looks like currently coz we only have 6 baubles,, what our tree looks like currently coz we only have baubles,looks baubles ,look bauble
1.335290112457003e+18,2020-12-05 18:29:05+00:00,['1335290112457003008'],@LaylaJade_x @louise_latham Ladies he went to SJR https://t.co/VZyNCjCnCi,,  ladies he went to sjr , ladies  ,lady
1.3349926982694584e+18,2020-12-04 22:47:16+00:00,['1334992698269458434'],Starting to regret not taking my annual leave tomorrow now that it’s nearly 11pm and i’m up at half 5 feeling super duper anxious about everything in the entire possible world,,starting to regret not taking my annual leave tomorrow now that it’s nearly and i’m up at half feeling super duper anxious about everything in the entire possible world,tomorrow half duper everything world ,tomorrow half duper everything world
1.3344710949427855e+18,2020-12-03 12:14:36+00:00,['1334471094942785537'],💕😍🥰🥰💕😍💖💖💕💕George Ezra’s cover of white Christmas 😍🥰😘💕😍🥰🥰😘😍🥰😍💕💕💖💖💖,,george ezra’s cover of white christmas ,george cover christmas  ,george cover christmas
1.3342555045001585e+18,2020-12-02 21:57:56+00:00,['1334255504500158464'],@MonikaRozynek I wish that I could say yes to this question Mon but I actually saw the Jonas brothers on the 6th Feb so I really was just going through it that day in May,, i wish that i could say yes to this question mon but i actually saw the jonas brothers on the feb so i really was just going through it that day in may, i i question mon jonas brothers feb day ,question mon jonas brother feb day
1.3342254207455764e+18,2020-12-02 19:58:23+00:00,['1334225420745576463'],I listened to Play my Music by the Jonas Brothers 78 times on the 27th May. Was I ok? I think this is a cry for help,,i listened to play my music by the jonas brothers times on the may was i ok i think this is a cry for help,i music jonas brothers times i cry help ,music jonas brother time cry help
1.333517577147048e+18,2020-11-30 21:05:40+00:00,['1333517577147047936'],My days off go too fast there should be a law about this i need them to SLOW DOWN,,my days off go too fast there should be a law about this i need them to slow down,days law i ,day law
1.3319435063283753e+18,2020-11-26 12:50:52+00:00,['1331943506328375296'],"My Nins dog has passed away today and honestly it feels like the day she died all over again. Rest in peace you old girl, you were very loved 💙",,my nins dog has passed away today and honestly it feels like the day she died all over again rest in peace you old girl you were very loved ,nins dog today day peace girl  ,nins dog today day peace girl
1.3312020943601132e+18,2020-11-24 11:44:46+00:00,['1331202094360113154'],Literally can’t stand Elsa from atypical I’ve never hated a fictional character more,,literally can’t stand elsa from atypical i’ve never hated a fictional character more,elsa character ,elsa character
1.3291995866536468e+18,2020-11-18 23:07:31+00:00,['1329199586653646849'],@Misse_ko We’re all the same! When I was training I was set on qualifying and going into neuro ITU up until the last six months of my degree when I did a total flip and decided on cardio ITU which is where I work now 🤣 you’ll be surprised what placement can expose you to! Enjoy it 😀,, we’re all the same when i was training i was set on qualifying and going into neuro itu up until the last six months of my degree when i did a total flip and decided on cardio itu which is where i work now  you’ll be surprised what placement can expose you to enjoy it ,i i qualifying itu months degree i total flip cardio itu work placement ,qualifying itu month degree total flip cardio itu work placement
1.328030519158825e+18,2020-11-15 17:42:04+00:00,['1328030519158824960'],Hands down without a doubt Schmidt is the best character on new girl. Every time he opens his mouth I am in absolute stitches the play something function on Netflix has saved my life!!,,hands down without a doubt schmidt is the best character on new girl every time he opens his mouth i am in absolute stitches the play something function on netflix has saved my life,hands doubt schmidt character girl time mouth i absolute stitches play something function netflix life ,hand doubt schmidt character girl time mouth absolute stitch play something function netflix life
1.325114348616954e+18,2020-11-07 16:34:14+00:00,['1325114348616953862'],So pleased Biden has won and I’m not even American !!!,,so pleased biden has won and i’m not even american ,biden  ,biden
1.3246414849482834e+18,2020-11-06 09:15:15+00:00,['1324641484948283394'],"@courtcrossland Omg that’s so good 😩😩 so happy you got it!! Will have to catch up when lockdowns over. Hahaha wish I finished at 4, 7am till 8pm for me 😭😭😭",, omg that’s so good  so happy you got it will have to catch up when lockdowns over hahaha wish i finished at till for me , lockdowns i till ,lockdown till
1.3246406364574065e+18,2020-11-06 09:11:53+00:00,['1324640636457406465'],@courtcrossland Did you get that job then??? I won’t see my bed until 10pm,, did you get that job then i won’t see my bed until, job bed ,job bed
1.3244879309755392e+18,2020-11-05 23:05:05+00:00,['1324487930975539202'],Can’t believe I have to get up at 5:30 tomorrow morning 😭😭😭😭😭😭 someone pray for my soul,,can’t believe i have to get up at tomorrow morning  someone pray for my soul,i tomorrow morning  someone pray soul ,tomorrow morning someone pray soul
1.3241253596132923e+18,2020-11-04 23:04:21+00:00,['1324125359613292545'],@courtcrossland Hahahahaha I just am very invested in the politics,, hahahahaha i just am very invested in the politics,i politics ,politics
1.3238027028754473e+18,2020-11-04 01:42:14+00:00,['1323802702875447297'],Nearly 2am and I’m up watching the US presidential race. I have anxiety about it and I don’t even live there,,nearly and i’m up watching the us presidential race i have anxiety about it and i don’t even live there,race i anxiety ,race anxiety
1.3227202430269563e+18,2020-11-01 02:00:55+00:00,['1322720243026956288'],Eaten so much sugar tonight I literally cannot sleep send help and a sedative,,eaten so much sugar tonight i literally cannot sleep send help and a sedative,sugar tonight i send help ,sugar tonight send help
1.3185927379402998e+18,2020-10-20 16:39:41+00:00,['1318592737940299777'],@CourtneyO_x If you’ve gone deep enough in the nose it happens! If you felt resistance probably done it good! Hope it’s negative for you,, if you’ve gone deep enough in the nose it happens if you felt resistance probably done it good hope it’s negative for you, nose resistance hope ,nose resistance hope
1.3185917757375242e+18,2020-10-20 16:35:52+00:00,['1318591775737524229'],@CourtneyO_x That’s what we like!! Sneezing and heaving should happen if it’s done right! After mine I sneezed 10 times in a row 🤣 hope you’re feeling better soon lovely!!,, that’s what we like sneezing and heaving should happen if it’s done right after mine i sneezed times in a row  hope you’re feeling better soon lovely, right mine i times row  feeling ,right mine time row feeling
1.3181584017346437e+18,2020-10-19 11:53:47+00:00,['1318158401734643712'],Keep saying it but I am beyond terrified going into intensive care to nurse during the current crisis not how I imagined I’d start my NQN journey 😩,,keep saying it but i am beyond terrified going into intensive care to nurse during the current crisis not how i imagined i’d start my nqn journey ,care crisis start journey  ,care crisis start journey
