,text,edit_history_tweet_ids,id,author_id,followers_count,following_count,tweet_count,listed_count
129,"A6: My get-to-know-you question to ask students is — Can we take a selfie?!? 🤳🏽 😂

They hate but love it at the same time! Then, we exchange IG info &amp; begin to connect. #T2Tchat https://t.co/Uex3GIh8z0",['1557874730237104128'],1557874730237104128,94795507,22717,19770,86947,205
130,"@PreK33 @teacher2teacher building trust is key, Kris! #T2Tchat",['1557873819989204994'],1557873819989204994,94795507,22717,19770,86947,205
131,@megwaldron02 @teacher2teacher @OurKidsMatter_ hi Margaret! I'm glad you're here. Welcome to #T2Tchat,['1557872978041487362'],1557872978041487362,94795507,22717,19770,86947,205
132,"A5: Mind their business 😂

I approach them…introducing myself and offer my support. 
I let Ss know that I’m available when they need me and tell them that I’ve contacted the family too just to learn more about them. #T2Tchat https://t.co/XqxRmjImcq",['1557872895522660352'],1557872895522660352,94795507,22717,19770,86947,205
133,"Connections matter!! I do worry about the ""quiet"" ones - #T2Tchat https://t.co/ishDiGNlrd",['1557872808629264384'],1557872808629264384,94795507,22717,19770,86947,205
134,@TammyTomazoli @teacher2teacher We can learn so much from our families. Thank you for doing this! #T2Tchat,['1557872242016587786'],1557872242016587786,94795507,22717,19770,86947,205
135,@PreK33 @JamesAlanOLOO ha! So cool!! #T2Tchat,['1557871718617780228'],1557871718617780228,94795507,22717,19770,86947,205
136,@PreK33 @teacher2teacher Exactly! That's why I love creating  our class social norms  - They own it #T2Tchat,['1557871428854288387'],1557871428854288387,94795507,22717,19770,86947,205
137,A4: I set goals with my students during the first weeks of school by analyzing our current language proficiency level (@WIDA_UW standards) and figuring out how much I need to grow to exit the ESL program. #LanguageGoals #T2Tchat https://t.co/BwM7n5g8Wh,['1557870959943716879'],1557870959943716879,94795507,22717,19770,86947,205
138,"I LOVE the ""uniquely and individual"" part! YES! #T2Tchat https://t.co/IzVR1N82rr",['1557870846114406403'],1557870846114406403,94795507,22717,19770,86947,205
139,I agree! Celebrate our differences!!  #T2Tchat https://t.co/w8wa9nBPa3,['1557870135867850753'],1557870135867850753,94795507,22717,19770,86947,205
140,"@megwaldron02 creating values together is key! 
#T2Tchat",['1557869862902538244'],1557869862902538244,94795507,22717,19770,86947,205
141,"A3: My first step toward building a classroom community where students work together is creating classroom norms where we ALL agree to follow #T2Tchat 

How do I want to be treated by my peers?
How should I treat my peers?
How should I treat my teachers?
Qs by @DrCarolSalva https://t.co/R54eiiiz69",['1557869391127232515'],1557869391127232515,94795507,22717,19770,86947,205
142,Classroom community! Let's share!! #T2Tchat https://t.co/62Q1QcWRmJ,['1557869146313981953'],1557869146313981953,94795507,22717,19770,86947,205
143,"@StephanieGlanz @ciji_thurman YES!!! Teach out scholars to ""respectfully disagree""!! #T2Tchat",['1557868915660918784'],1557868915660918784,94795507,22717,19770,86947,205
144,#T2Tchat https://t.co/xLCb1qGUXZ,['1557868456426487808'],1557868456426487808,94795507,22717,19770,86947,205
145,@elizabeth_polo5 @MicrosoftFlip What a great way to provide space and a platform for students and families to share about themselves. #T2Tchat,['1557868282392240128'],1557868282392240128,94795507,22717,19770,86947,205
146,@PreK33 Love all these!! #T2Tchat,['1557867764496404480'],1557867764496404480,94795507,22717,19770,86947,205
147,@ciji_thurman hi Ciji! Glad you made it!! #T2Tchat,['1557867317907918848'],1557867317907918848,94795507,22717,19770,86947,205
148,"A2: Finding out personal detail and one-on-one conference to get to know students is a great opportunity to have them feel welcomed.

Having Ss create a name-tent is an opportunity for them to share their authentic selves! #T2Tchat https://t.co/c5wNiiEWYM",['1557867223049539586'],1557867223049539586,94795507,22717,19770,86947,205
149,oooh I love this questions!! Let's see what you say!! #T2Tchat https://t.co/ygfOWHylcf,['1557867100215152640'],1557867100215152640,94795507,22717,19770,86947,205
150,"@elizabeth_polo5 for sure! Thanks, Elizabeth! #T2Tchat",['1557866514983911435'],1557866514983911435,94795507,22717,19770,86947,205
151,@danacoledares awesomeness!! Welcome #T2Tchat,['1557865898811293699'],1557865898811293699,94795507,22717,19770,86947,205
152,A1: When my students leave my classroom on the first day I want them to feel: a tremendous sense of belonging &amp; affirmation of who they are. #T2Tchat,['1557865533701234689'],1557865533701234689,94795507,22717,19770,86947,205
153,@2014ORTOY @teacher2teacher @OurKidsMatter_ hi Brett! Welcome! #T2Tchat,['1557865447852318726'],1557865447852318726,94795507,22717,19770,86947,205
154,Q1 is here! #T2Tchat https://t.co/JZvv9ZBAaE,['1557865337848201217'],1557865337848201217,94795507,22717,19770,86947,205
155,"@elizabeth_polo5 welcome to #T2Tchat, Elizabeth!!",['1557865252292890627'],1557865252292890627,94795507,22717,19770,86947,205
156,@StephanieGlanz @teacher2teacher @OurKidsMatter_ Awesomeness!! I'm so happy you're here! #T2Tchat,['1557865115243905024'],1557865115243905024,94795507,22717,19770,86947,205
157,@mme_hopkins @teacher2teacher @OurKidsMatter_ hello Stacey! So glad you're here tonight! #T2Tchat,['1557864616222400513'],1557864616222400513,94795507,22717,19770,86947,205
158,@JillianYCS @teacher2teacher @OurKidsMatter_ hi Jillian! Glad you're joining us tonight! #T2Tchat,['1557864354313297920'],1557864354313297920,94795507,22717,19770,86947,205
159,@TammyTomazoli @teacher2teacher @OurKidsMatter_ hi Tammy! Welcome to #T2Tchat,['1557864277238759424'],1557864277238759424,94795507,22717,19770,86947,205
160,"Hi #T2Tchat community!
I’m Emily —HS ESL teacher in NC

😁 I’m excited to begin my 11th year as an ESL teacher on Monday, Aug. 15th! 🍎✏️🕷",['1557864151044632577'],1557864151044632577,94795507,22717,19770,86947,205
161,"Hey @teresamgross, @specialtechie, and #pd4uandme friends!

Join me tonight 😀 I’m co-moderating #T2Tchat 

I’d love for y’all to come share your ideas! #T2T https://t.co/cJZQ1fnFKO",['1557843535893782539'],1557843535893782539,94795507,22717,19770,86947,205
162,"This happens TONIGHT! 🤗

Join us! #T2Tchat @OurKidsMatter_ @teacher2teacher https://t.co/krf0mJ6Aor",['1557796481934950400'],1557796481934950400,94795507,22717,19770,86947,205
163,@CLT_COED yay! thanks for sharing!! #T2Tchat,['1557690708282277894'],1557690708282277894,94795507,22717,19770,86947,205
164,@victoriajcoe Thanks 😀 #T2Tchat,['1557484699353759744'],1557484699353759744,94795507,22717,19770,86947,205
165,"Join #T2Tchat TOMORROW 🤗

I’m excited to co-moderate this evening chat with Quincy &amp; @teacher2teacher and engage with the fabulous #T2T community!

Topic: building classroom connections and community during the first days of school ⤵️ #PD4uandme https://t.co/sZVCBH9Us9",['1557474649977638914'],1557474649977638914,94795507,22717,19770,86947,205
166,"There are lots of resources to start thinking of great conversation starters for students, I have found this card set to be helpful. #t2tchat Table Topics Kids Conversation Pack - 120 Conversation Starters for Kids  https://t.co/R9xTrEHXs2",['1562955913673469957'],1562955913673469957,2381563549,3287,3431,23085,98
167,"A8 I want Ss to find ways to make connections, be curious, set goals, and discover passions. #T2Tchat",['1562952433332289536'],1562952433332289536,2381563549,3287,3431,23085,98
168,A7 Some videos are parts of science phenomena or ones that highlight a STEM career like this one: https://t.co/vpP0wDzK5M #t2tchat So each day is different.,['1562951887376515075'],1562951887376515075,2381563549,3287,3431,23085,98
169,A7 I end each day showing a short video to connect to things we are learning about in school so they leave with a visual to talk about as they head to their lockers. Today's teamwork: https://t.co/MxZYH0fhnL #t2tchat,['1562951575949099009'],1562951575949099009,2381563549,3287,3431,23085,98
170,"A1 I start class with a morning message that has a general prompt for students as they arrive to school before the bell to share, I have them write down  brief notes on a whiteboard what others have shared with them. Today ""What makes you happy every day?"" #t2tchat",['1562951087396507649'],1562951087396507649,2381563549,3287,3431,23085,98
171,"A6 ""Turn and Talks"" can be overused and undermodeled. This book I would title ""35 alternatives to turn and talks"" Energize Your Meetings! 35 Interactive Learning Structures for Educators https://t.co/XxhzBYX43T #T2Tchat https://t.co/jSEQEhAmzB",['1562950694264442880'],1562950694264442880,2381563549,3287,3431,23085,98
172,"Mark, 4th grade T joining #T2Tchat",['1562949051426803714'],1562949051426803714,2381563549,3287,3431,23085,98
173,@teacher2teacher Make it practical so that it can stick! Think-pair-shares so that I can eavesdrop (informal data). 🤓 #T2Tchat,['1562954894163578880'],1562954894163578880,68054691,488,216,15842,7
174,"@teacher2teacher that Learning is a lifelong Commitment, and that struggle builds character. #T2Tchat",['1562954264388939776'],1562954264388939776,68054691,488,216,15842,7
175,@JamesAlanOLOO @teacher2teacher Check-ins are so important! Even the personal greetings at the door with eye contact and saying their name gives you a clue as to how they feel as they enter. #T2Tchat,['1562954779642691585'],1562954779642691585,1097349199,4920,4976,15161,41
176,"@JamesAlanOLOO @teacher2teacher Such wisdom, James! I'm grateful to have learned from you tonight! :) #T2Tchat",['1562954428017422336'],1562954428017422336,1097349199,4920,4976,15161,41
177,@MarcusLuther6 Wow! Love this idea so much! Thank you for sharing! #empowering #T2Tchat,['1562953029728768000'],1562953029728768000,1097349199,4920,4976,15161,41
178,"Sorry, #T2Tchat friends. I thought I had more time with you but my son got off work earlier than expected so I'm picking him up now. See you next time! 

Thanks for moderating @KeithPiccard &amp; @MarcusLuther6!",['1562944049447063552'],1562944049447063552,1097349199,4920,4976,15161,41
179,@TammyTomazoli @teacher2teacher Love how you are intentional about the breaks! #T2Tchat,['1562943418044915712'],1562943418044915712,1097349199,4920,4976,15161,41
180,"@Toups_J Wow, congrats! So amazing to hear you're doing so amazingly! #T2Tchat",['1562943261073096709'],1562943261073096709,1097349199,4920,4976,15161,41
181,"@MarcusLuther6 @teacher2teacher Yes, transformational! That's a great word to describe it! #T2Tchat",['1562942842468974592'],1562942842468974592,1097349199,4920,4976,15161,41
182,"@teacher2teacher A3 I learned that saying ""I love you"" to students is life-changing. I've always loved them but never said it explicitly. Now, I tell students every day that I love &amp; appreciate them! Their warm &amp; big smiles are priceless! #T2Tchat",['1562942245858590721'],1562942245858590721,1097349199,4920,4976,15161,41
183,@MarcusLuther6 Appreciate you for sharing! Looking forward to checking this out more carefully after the chat! #T2Tchat,['1562941777824616453'],1562941777824616453,1097349199,4920,4976,15161,41
184,"@MrsEngler1 Hello Teresa, my friend!!! It's been too long since we've in the same chat together! How are you? #T2Tchat",['1562941581451497472'],1562941581451497472,1097349199,4920,4976,15161,41
185,@teacher2teacher A2 Different ways but one way is to give Ss LEGO to build something that represents something they did or wish they did over the summer. I like to offer choice in case some didn't want to share. They can get warmed-up by chatting with others as they build. #T2Tchat,['1562941056014237698'],1562941056014237698,1097349199,4920,4976,15161,41
186,@ciji_thurman Hello Ciji! Great to see you! :) #T2Tchat,['1562940257347436545'],1562940257347436545,1097349199,4920,4976,15161,41
187,"@KeithPiccard @teacher2teacher Last two years, I taught gr 4/5. This year, will be teaching 2/3. LOVE them all! #T2Tchat",['1562939982909931521'],1562939982909931521,1097349199,4920,4976,15161,41
188,@NAEmmanuele Hi Nick! Great to meet you! :) #T2Tchat,['1562939708145307648'],1562939708145307648,1097349199,4920,4976,15161,41
189,"@ValerieSalter5 @teacher2teacher #rolemodel :)
#T2Tchat",['1562939574070149122'],1562939574070149122,1097349199,4920,4976,15161,41
190,@Toups_J Hi Jerry! It's been a long time since we've been in the same space. How are you? #T2Tchat,['1562939512166436865'],1562939512166436865,1097349199,4920,4976,15161,41
191,@ValerieSalter5 @teacher2teacher Love how you begin with sharing positivity! #T2Tchat,['1562939306951319554'],1562939306951319554,1097349199,4920,4976,15161,41
192,"@teacher2teacher We begin every morning with Flex time (soft start). Ss love to build, play games, chat, draw, read, etc. Love that time to get to know Ss better &amp; to see how their day started. Favorite part of their day sometimes! #T2Tchat",['1562939241428307970'],1562939241428307970,1097349199,4920,4976,15161,41
193,@blperry3 @teacher2teacher This is such an important part of the day! #T2Tchat,['1562938805828861952'],1562938805828861952,1097349199,4920,4976,15161,41
194,@blperry3 @teacher2teacher @KeithPiccard @MarcusLuther6 Hi Brandon! Glad you've joined us! :) #T2Tchat,['1562938670298300416'],1562938670298300416,1097349199,4920,4976,15161,41
195,"@MarcusLuther6 Thank you for moderating, Marcus! #T2Tchat",['1562938613817839617'],1562938613817839617,1097349199,4920,4976,15161,41
196,"@teacher2teacher @KeithPiccard @MarcusLuther6 Hello #T2Tchat friends! I'm Livia from Vancouver, BC. I'm feeling🥰today! Grateful to have started my day meeting two good friends @astrostephenson &amp; @vwoelders for coffee! My heart feels happy! https://t.co/ItRen5N3PC",['1562938489171488768'],1562938489171488768,1097349199,4920,4976,15161,41
197,"Looking forward to this chat! Who'd like to join us? #T2Tchat

Thank you to @KeithPiccard &amp; @MarcusLuther6 for moderating! https://t.co/nrHGr9r2ad",['1562933430836678657'],1562933430836678657,1097349199,4920,4976,15161,41
198,"@MsBenton7 Hi Tori, this is one of my absolute favorite 1st wk activities: https://t.co/XiiOq2wvZq 
Pls ask if you want to know more! #T2Tchat",['1557923889665060864'],1557923889665060864,1097349199,4920,4976,15161,41
199,"@mrsbistro @teacher2teacher Dear Andrea, wishing you a great fresh start to your year &amp; a better one than last year. #T2Tchat",['1557923374206095361'],1557923374206095361,1097349199,4920,4976,15161,41
200,@OurKidsMatter_ @teacher2teacher Yes! Yes! I love to challenge &amp; empower students to decide on their own goals and be an active &amp; reflective participant in their own learning.  #T2Tchat,['1557921953926680576'],1557921953926680576,1097349199,4920,4976,15161,41
201,"@teacher2teacher A2 This is not done by verbal communication alone. Ss must FEEL encouraged, valued &amp; appreciated for being who they are. They must have open &amp; regular invitations &amp; opportunities to contribute, be a leader, share ideas/stories &amp; give of themselves to our community. #T2Tchat",['1557891458828419072'],1557891458828419072,1097349199,4920,4976,15161,41
202,@emilyfranESL So agree! #T2Tchat,['1557877451723644928'],1557877451723644928,1097349199,4920,4976,15161,41
203,@teacher2teacher A7 I always LOVE the excitement of a brand new school year with new students to love &amp; families to support. My life is enriched by the many connections I get to build with new people each year. Such a blessing! #T2Tchat,['1557877190699540481'],1557877190699540481,1097349199,4920,4976,15161,41
204,@elizabeth_polo5 @teacher2teacher They truly are! Relationships will ALL students are such gifts to me. I treasure each of them. #T2Tchat,['1557876314039734272'],1557876314039734272,1097349199,4920,4976,15161,41
205,@teacher2teacher A6 I love to ask them what they love and appreciate. It says a lot about what they value and hold near and dear to their hearts. #T2Tchat,['1557876038985650176'],1557876038985650176,1097349199,4920,4976,15161,41
206,"@teacher2teacher A5 Connections are built w/ great intention, time &amp; an investment of your heart. Start with 1:1 conversations to get to know them better. Have MANY conversations about everything. I make them feel seen, valued &amp; heard and remind them that they are loved &amp;  appreciated. #T2Tchat",['1557875358816354304'],1557875358816354304,1097349199,4920,4976,15161,41
207,@teacher2teacher @KeithPiccard @MarcusLuther6 Great chat! Thanks everyone!! #T2Tchat,['1562953991385845760'],1562953991385845760,835966388497952768,952,1149,10243,7
208,@teacher2teacher A8. They are accepted for the amazing people they are and they are loved. #T2Tchat,['1562951475906891777'],1562951475906891777,835966388497952768,952,1149,10243,7
209,@teacher2teacher A7. We try to make something that is relatable to the lesson! #T2Tchat,['1562949905231990784'],1562949905231990784,835966388497952768,952,1149,10243,7
210,@teacher2teacher A6. You have to look at each student’s strengths &amp; weaknesses and personalities so you can pair Ss together who will build upon each other’s differences. #T2Tchat,['1562948236960157696'],1562948236960157696,835966388497952768,952,1149,10243,7
211,"@teacher2teacher A5 Make it relatable to their interests, fun and have them participate in the learning process. Don’t just make them sit and listen to you talk! Hands-on activities! #T2Tchat",['1562946409586118656'],1562946409586118656,835966388497952768,952,1149,10243,7
212,@teacher2teacher A4. Don’t have a favorite lesson but teaching math is my favorite! #T2Tchat,['1562944659109732354'],1562944659109732354,835966388497952768,952,1149,10243,7
213,@teacher2teacher A3. Not sure it is something I learned but redid my classroom schedule to include more sensory breaks for Ss. #T2Tchat,['1562942942473777153'],1562942942473777153,835966388497952768,952,1149,10243,7
214,@teacher2teacher #T2Tchat,['1562941811332911104'],1562941811332911104,835966388497952768,952,1149,10243,7
215,"@teacher2teacher A.1 We do a morning meeting after breakfast! Greet each child, do a handshake, fist bump or high-five, tell each child to e are happy to have them at school and sing a good morning song. #T2Tchat",['1562939494591971328'],1562939494591971328,835966388497952768,952,1149,10243,7
216,@teacher2teacher @KeithPiccard @MarcusLuther6 Hi! I’m Tammy and I teach special education! 😊😊😊#T2Tchat,['1562938818420002816'],1562938818420002816,835966388497952768,952,1149,10243,7
217,"@teacher2teacher @OurKidsMatter_ @emilyfranESL Great chat, everyone! #T2Tchat https://t.co/jqnealukM7",['1557880195662610434'],1557880195662610434,835966388497952768,952,1149,10243,7
218,"@teacher2teacher A7. Continuing to build positive relationships with my Ss and families, coworkers, supporting and advocating for my Ss while I help them learn and grow! #T2Tchat",['1557879587257860097'],1557879587257860097,835966388497952768,952,1149,10243,7
219,@teacher2teacher A6. I use picture inventories with my Ss. I use them mainly to learn their interest and what type of motivation/reinforcement I can use with them during learning times. #T2Tchat,['1557875381230862337'],1557875381230862337,835966388497952768,952,1149,10243,7
220,@teacher2teacher A5. Help them to feel safe enough to realize they can use their voice. They should feel comfortable enough to be totally themselves and make their voices heard.  #T2Tchat,['1557873611708432384'],1557873611708432384,835966388497952768,952,1149,10243,7
221,@teacher2teacher A4. This can be difficult because my Ss are nonverbal. I try to learn as much about them as possible by parent surveys and reinforcements/interest surveys. #T2Tchat,['1557871913426362369'],1557871913426362369,835966388497952768,952,1149,10243,7
222,"@teacher2teacher A3. Practice and model empathy and compassion for each other, the adults and kids in the class. Spread kindness. #T2Tchat",['1557870024223821825'],1557870024223821825,835966388497952768,952,1149,10243,7
223,"@teacher2teacher A2. Try to have representations of differences among people! In wall art, books, and learning materials. #T2Tchat",['1557867755692498946'],1557867755692498946,835966388497952768,952,1149,10243,7
224,"@teacher2teacher A1. Loved, safe, accepted, and happy! #T2Tchat",['1557865415736496129'],1557865415736496129,835966388497952768,952,1149,10243,7
225,"@teacher2teacher @OurKidsMatter_ @emilyfranESL Hi, I’m Tammy. I teach a K-5 self contained sped class for Ss with severe intellectual and physical disabilities in WV. #T2Tchat",['1557864114613112835'],1557864114613112835,835966388497952768,952,1149,10243,7
226,"So many incredible answers in tonight's #T2Tchat — going back through now just to appreciate the many ways T's show up for their S's ❤️

Thanks to all who participated! 🙏 and also for those who continue to share ideas/strategies on #teachertwitter — which has helped me so much!",['1562953653778264065'],1562953653778264065,957477696270979072,1527,1095,2702,14
227,"A8: I want them to learn to value their own story and to find the confidence and capacity to share it with others.

I try to make sure everything we do ties back in some way to that underlying goal—which ties into how we end the year in our ""telling our story"" unit #T2Tchat https://t.co/gFX2F4j8qy",['1562951396294823937'],1562951396294823937,957477696270979072,1527,1095,2702,14
228,"A7: going into this school year, we will be finishing class with this #BIPUTL slide each day #T2Tchat

(and yes, my goal is to make #BIPUTL a thing in our class 😂) https://t.co/HZPGxekp06 https://t.co/ZV4o9JHSmX",['1562950508289339393'],1562950508289339393,957477696270979072,1527,1095,2702,14
229,"A6: ""Come to consensus!"" 

S’s have to reflect on their own on a difficult “yes/no” question (ex: “Can people change?”), then each GROUP gets one vote...

and it gets HEATED as they decide on their vote for each group!😂 #T2Tchat

(love this activity to open a new unit) https://t.co/9mpxwO8hKJ",['1562948225224835075'],1562948225224835075,957477696270979072,1527,1095,2702,14
230,"A5: the HOW matters more than the WHAT

Collaborative learning almost always offers a way to elevate the engagement, but it HAS to be intentionally designed and practiced #T2Tchat

(additional tip: Kagan strategies are a huge help, even in HS!) https://t.co/yay4d8Htoq",['1562946218338455556'],1562946218338455556,957477696270979072,1527,1095,2702,14
231,"A4: easy answer here for me!

Peer-affirmation gallery walks with narrative writing: https://t.co/hhb97tylDD

Pin-drop silence while S's affirm each other in writing—no better space I've been in as a teacher ❤️ #T2Tchat https://t.co/qebzjHGyRy",['1562944256322736130'],1562944256322736130,957477696270979072,1527,1095,2702,14
232,"A3: I’m working to shift into @MarisaEThompson's TQE activity as a core part of our literary analysis and discussions—and super excited! Just another of MANY “Twitter PLC” learnings this past year :) 🙏 #T2Tchat

Here's her post on it: https://t.co/6kXXhf1mZA https://t.co/d5ecC6mdbe",['1562942335742537731'],1562942335742537731,957477696270979072,1527,1095,2702,14
233,"A2: through a values-centered lens. 

After we reflect on our own values (next to classroom values/core beliefs), S’s introduce themselves through these values to each other, setting a foundation for our classroom community. #T2Tchat

(how we get there: https://t.co/XHZu0X3Aay) https://t.co/rkC1qOVAuY",['1562940269947154432'],1562940269947154432,957477696270979072,1527,1095,2702,14
234,Quite a way to begin a class! 😎 #T2Tchat https://t.co/oTxfCgogil,['1562939808112324608'],1562939808112324608,957477696270979072,1527,1095,2702,14
235,"A1: gallery walk of previous lesson’s exit ticket! I type up a handful of S samples anonymously, project the rubric for feedback, and S's go in pairs to read like they were the teacher 

(then I leave their own exit tickets on S desks sneakily for self-assessing after!) #T2Tchat https://t.co/8cMWVX8eQN",['1562938914666872833'],1562938914666872833,957477696270979072,1527,1095,2702,14
236,"Hey everyone in #T2Tchat! my name's Marcus and I'm a HS English teacher in Oregon—with only a few days left before my 11th year teaching begins!

So emoji-wise? Can I choose all of them? 🤣",['1562937565468323841'],1562937565468323841,957477696270979072,1527,1095,2702,14
237,"Looking to exchange ideas about essential classroom strategies? Hop into the #T2Tchat tonight at 7pm ET—and I have a feeling there will be at least one immediate ""I can use this next week"" idea on your feed.

See you tonight!! 

*prepares to jot down as many ideas as possible* https://t.co/zo6Hy9SD88",['1562892586398134272'],1562892586398134272,957477696270979072,1527,1095,2702,14
238,"Stoked to be co-moderating this week's #T2Tchat tomorrow with @KeithPiccard tomorrow—especially with a series of Q's that should offer lots of shared learning amongst teachers with different styles and contexts. 

Feel free to join in tomorrow at 7pm ET! #teachertwitter https://t.co/qYC9dQcCph",['1562532080911024128'],1562532080911024128,957477696270979072,1527,1095,2702,14
239,@teacher2teacher I also have many other mindfulness techniques that can easily be added into any lesson if anyone is interested. Don’t be afraid to reach out! We are all here to help one another! I just did a presentation about this to teachers in our county!  💕✨ #T2Tchat,['1562953469425643522'],1562953469425643522,17545807,268,275,1732,2
240,"@teacher2teacher “Engaging” looks different to everyone. Get to *KNOW* your students first. They are people, too! Once you take the time to get to know them, they WILL be engaged and then you’ll think of activities out of no where to connect with them. 😊 #BuildRelationships #ItMatters #T2Tchat",['1562947175914811393'],1562947175914811393,17545807,268,275,1732,2
241,"@teacher2teacher A4: Great question! ✨MINDFULNESS✨ - Shocking, I know. 🙃 But it’s so important .. especially in todays world! I also love my “hand project” for managing stress &amp; understanding what’s “in and out” of your control. 💕 #T2Tchat",['1562945228801056769'],1562945228801056769,17545807,268,275,1732,2
242,@MarcusLuther6 @teacher2teacher My personal favorite is “Just Be”…. Just be present. It’s connected with a few of my students. One has written it when she went skiing &amp; was at the beach. :) But I’ve had many positive feedback from students saying it starts &amp; ends their days in a great way. #t2tchat,['1562940321490620417'],1562940321490620417,17545807,268,275,1732,2
243,@teacher2teacher A8 The number one thing I want my Ss to learn during our time together is their future hasn’t been written yet. Time to get creative and write an awesome chapter for themselves this year! It's a real nail biter from where I'm seated... #T2TCHAT,['1562951365168873472'],1562951365168873472,1265997770,645,509,22753,99
244,"@teacher2teacher A6 I typically work one-on-one with my Ss. However, I join in the classroom frequently and turn the group activity into a bit of a game with the turn taking. Everyone gets a say! #T2TCHAT",['1562948297291370503'],1562948297291370503,1265997770,645,509,22753,99
245,"@teacher2teacher A5 One of the ways I make my lessons more engaging is teaching in more of a ""conversational tone"" as opposed to lecture. Another fun way is to start with an interesting fact about the topic of the lesson. #T2TCHAT",['1562946931906990082'],1562946931906990082,1265997770,645,509,22753,99
246,@teacher2teacher A4 My all-time favorite lesson to teach Ss is cooking. We typically start with making PB&amp;J sandwiches. Spreading is always messy and yet so fun! My Ss are always amazed how they can make some food on their own! #T2TCHAT https://t.co/QWAWqwNuu2,['1562944892208160769'],1562944892208160769,1265997770,645,509,22753,99
247,"@teacher2teacher A3 I learned how to make better CVI books for my low vision Ss. Been excited to make them this year. And my Ss really love them! The picture is NOT mine, but an example of what a page would look like. #T2TCHAT https://t.co/U5AOF0TZUq",['1562942432496730117'],1562942432496730117,1265997770,645,509,22753,99
248,"@teacher2teacher A2 If I’m meeting the students for the first time, I like to have them tell 2 truths about themselves and 1 lie. Then see if I can figure out what is the truth. I do the same back. They always think me riding on an elephant is the lie…it’s not!  #T2TCHAT",['1562939905726349315'],1562939905726349315,1265997770,645,509,22753,99
249,@teacher2teacher A1 I love to start my class off with a joke. It’s my way of getting the giggles out of the way. The joke of today was: What is a cat’s favorite color? Purrrrrple. #T2TCHAT,['1562939332180131842'],1562939332180131842,1265997770,645,509,22753,99
250,"A8: mistakes are welcomed because that is how we learn. If you don’t make a mistake, I have failed at my job, and you haven’t learned anything new. #T2TChat https://t.co/FFwIuNMNCk",['1562951347905114112'],1562951347905114112,3337874601,3821,3294,4109,42
251,A5: two words: Have fun! #T2TChat https://t.co/HBqzIs2nJw,['1562946888529506305'],1562946888529506305,3337874601,3821,3294,4109,42
252,"A4: a few years back, we studied fossils, and I loaded the floor under a tables down with dirt and buried rocks, pics of fossils, etc. and the students dug for the fossils and has to identify what they found! It was messy, but so much fun! Plus they remembered it! #T2TChat https://t.co/S7ayN5MY9v",['1562944852069076993'],1562944852069076993,3337874601,3821,3294,4109,42
253,A3: I learned more about @DiscoveryEd and will be implementing the SOS strategies this year with grades 3-5 especially. #T2TChat https://t.co/UgUD1pp2Vm,['1562942486578089990'],1562942486578089990,3337874601,3821,3294,4109,42
254,A1: I start with a 5 minute challenge. It can involve anything from @LEGO_Group to @PlayDoh to marbles! It gets the Ss excited and thinking! #T2TChat https://t.co/7boz3sijuo,['1562940429003534336'],1562940429003534336,3337874601,3821,3294,4109,42
255,"Ciji here, coming in a little late in Kentucky! 🙂🥳🤩 #T2TChat https://t.co/1lkZaOemjD",['1562940000073043969'],1562940000073043969,3337874601,3821,3294,4109,42
256,"A7: making connections with both previous and new students, seeing those “aha” moments, and making a difference! #T2TChat https://t.co/pqghqgjJSF",['1557877429099630592'],1557877429099630592,3337874601,3821,3294,4109,42
257,"A5: I normally speak to those Ss independently, and I don’t call them out. I let them know that it is okay to not share until they are comfortable. Many Ss are going through things we know nothing about, and that plays a huge part. #T2TChat https://t.co/7VTIiB8bpp",['1557872976384692230'],1557872976384692230,3337874601,3821,3294,4109,42
258,"A4: I start with asking what they want to learn, then we plan how we will get there. It puts them I. Charge of their learning. #T2TChat https://t.co/M2yKgHSCpO https://t.co/xFnOvKMppO",['1557871203762769924'],1557871203762769924,3337874601,3821,3294,4109,42
259,"A3: I like to find similarities between the Ss and myself first, find another Ss that shares that similarity, then branch off with something like, “oohhh! Look you and ____ also ___” it helps build a connection between Ss.  Like a web. #T2TChat https://t.co/P20B8EOND8",['1557870049641332742'],1557870049641332742,3337874601,3821,3294,4109,42
260,"A2: The first thing I tell them is that they can disagree, challenge, and question me (respectfully, of course). I tell them that they are in a safe space and we are a #CaringClassroom!!! #T2TChat https://t.co/kmTXvqZyno",['1557867904368009216'],1557867904368009216,3337874601,3821,3294,4109,42
261,A1: Excited about learning and ready to be amazing! #T2TChat https://t.co/1yGM8opYAV,['1557867218037358597'],1557867218037358597,3337874601,3821,3294,4109,42
262,Jumping in late! CijiThurman here 😁🥳#T2TChat https://t.co/e2VkRYl7y5,['1557867032439291905'],1557867032439291905,3337874601,3821,3294,4109,42
263,A8 BELIEVE IN WHO THEY ARE! Since 1990 I have been inspiring kids to achieve this! #blessed  #T2Tchat https://t.co/TSg8GKpZM6,['1562951311179784195'],1562951311179784195,1456656990,2812,2611,29600,25
264,A7 My kids hear me say this every day at the end of class! #T2Tchat https://t.co/Um5j1IxoHz,['1562949888912261120'],1562949888912261120,1456656990,2812,2611,29600,25
